Gene	RMSE	R_squared
ENSG00000165424.7	0.446594378416408	0.297410287992303
ENSG00000273218.1	0.659341474214839	0.28034068724318
ENSG00000235681.1	0.731666044313467	0.279755918859551
ENSG00000279159.1	0.560687945106065	0.261736184132409
ENSG00000245598.7	0.524977948107638	0.249368221913186
ENSG00000289443.1	0.605765639361834	0.223341476329767
ENSG00000168970.22	0.736010452876858	0.222929458288968
ENSG00000169203.18	0.990897304356804	0.219701848153302
ENSG00000184863.11	0.219218840425137	0.211542619762243
ENSG00000232043.1	1.13820953508723	0.211198034140757
ENSG00000164403.15	0.660661693661047	0.204273030415032
ENSG00000088448.14	0.355154905838533	0.203219385677514
ENSG00000228302.2	0.577617650633857	0.201984485574198
ENSG00000286018.1	0.693676542946596	0.201913021831408
ENSG00000008282.10	0.384865255314693	0.200841636263756
ENSG00000157999.6	0.774930502786686	0.19506267713635
ENSG00000130684.14	0.734749709099695	0.192984277382754
ENSG00000135164.19	0.425042969733547	0.191590097415258
ENSG00000257270.1	0.709004428571779	0.185358059319199
ENSG00000147162.15	0.588399226891818	0.181024566391612
ENSG00000277687.1	0.548182132253426	0.174737386397633
ENSG00000229152.2	0.709615113538353	0.174228022702484
ENSG00000229487.1	6.25277227477428	0.174016502629982
ENSG00000120733.15	0.408804295800205	0.172468337430838
ENSG00000229816.1	0.597616484356676	0.171613737219604
ENSG00000254612.2	0.40543571306823	0.170749416797241
ENSG00000138380.18	0.381878693269384	0.169639189187797
ENSG00000215388.3	0.618570838491144	0.169246829649599
ENSG00000226029.1	0.470802109515537	0.167874173013854
ENSG00000088812.18	0.382063781369309	0.167496254045878
ENSG00000111752.11	0.485689893967084	0.166726547004012
ENSG00000278576.1	0.55917566239196	0.166020281439856
ENSG00000241975.1	0.653301469763301	0.164088189945035
ENSG00000141378.15	0.391346698266879	0.162703101493823
ENSG00000263916.1	0.805831947814339	0.160543467222471
ENSG00000174989.13	0.346205005235939	0.160322316531727
ENSG00000248019.3	0.843470168334239	0.158750662824241
ENSG00000122435.11	0.352830688592121	0.158163518068073
ENSG00000239672.8	0.455358643818869	0.155405289755613
ENSG00000163660.12	0.393183110411226	0.154552137112447
ENSG00000233178.7	0.563884953211344	0.153945085583084
ENSG00000104728.16	0.85208302554487	0.153022267858133
ENSG00000134899.24	0.587197452603095	0.152855872727572
ENSG00000286599.1	0.58852483908342	0.152603789556535
ENSG00000130244.13	0.348761069076091	0.14988832405601
ENSG00000100632.11	0.389148209352582	0.149369406337651
ENSG00000197283.18	0.484391238917531	0.149191534792674
ENSG00000102189.17	0.461833075774584	0.148999666608772
ENSG00000254206.6	0.770561810801395	0.146887141273083
ENSG00000279348.1	0.643018574095421	0.146856926832578
ENSG00000113658.18	0.36728009220339	0.144927084513932
ENSG00000206561.14	0.665420385841862	0.144390745831797
ENSG00000292277.1	1.05038150603194	0.143883586406454
ENSG00000280138.1	0.590665017465597	0.143368325193609
ENSG00000259668.6	0.736743172409722	0.142270391552798
ENSG00000225137.1	0.468383954389053	0.141845359671542
ENSG00000164066.13	0.653491849786249	0.141543767474756
ENSG00000273759.1	0.57775504306961	0.141356898898865
ENSG00000151208.17	0.660819216443042	0.140544242398805
ENSG00000203709.14	1.03527103417432	0.14016683180983
ENSG00000196387.10	0.480591827718531	0.137122145167567
ENSG00000280388.1	2.85992628540483	0.136663443843412
ENSG00000277791.5	0.402265175620091	0.135836390864902
ENSG00000272072.1	0.682826542762645	0.135396081644502
ENSG00000128607.14	0.377470653711931	0.13425654472018
ENSG00000113522.14	0.497445440180031	0.13411153125333
ENSG00000184465.16	0.4669110528442	0.13400034276911
ENSG00000227782.2	0.557588464510479	0.133838551778387
ENSG00000082258.13	0.248147141843582	0.133528752098188
ENSG00000290926.1	0.581633033938751	0.133033486377727
ENSG00000230590.13	0.593657736540661	0.13265418016177
ENSG00000253854.1	0.593374714548943	0.132601740967482
ENSG00000113282.14	0.466354382848077	0.13255974594379
ENSG00000270614.1	4.62004379606581	0.131798887150169
ENSG00000279789.1	0.686662988748451	0.13168949502276
ENSG00000126870.16	0.447796716593259	0.130069677405935
ENSG00000226245.1	0.606054187366611	0.129798986123703
ENSG00000231731.7	0.595583875195114	0.129200161282256
ENSG00000168538.16	0.424572560884688	0.129114700510973
ENSG00000149311.20	0.32402306231381	0.128904456509003
ENSG00000188177.15	0.475387116893693	0.12802686399343
ENSG00000166507.19	0.510123237919683	0.127702090845228
ENSG00000230202.1	0.683408672170799	0.127536163521552
ENSG00000102805.16	0.423119234988	0.126430927797495
ENSG00000120533.13	0.271946928753701	0.126193124509673
ENSG00000270344.4	0.527262858392609	0.125776719630721
ENSG00000280063.1	0.935260477711814	0.122691843894311
ENSG00000270060.1	0.56599134945249	0.122005989791531
ENSG00000281332.1	0.458922351436302	0.12119985067996
ENSG00000291266.1	4.59386790239161	0.120838870579918
ENSG00000280007.1	0.644209317977938	0.120128647393931
ENSG00000272316.1	0.572904119111876	0.119521653377095
ENSG00000198898.16	0.345364906851015	0.119181708641897
ENSG00000147437.10	0.640952254677572	0.118665279227148
ENSG00000286808.1	0.67107322285175	0.118639380019471
ENSG00000241170.3	1.04173884700017	0.11854673615223
ENSG00000224415.1	0.467239541698892	0.118394624620996
ENSG00000263345.1	0.671240866350392	0.11832126047442
ENSG00000224138.1	0.738404877646704	0.117929459734193
ENSG00000243431.1	0.711757040029682	0.117847297517474
ENSG00000205213.14	0.695310144107099	0.117652978663404
ENSG00000265791.1	0.716410543866716	0.116906826685769
ENSG00000290600.1	0.98664774344615	0.11667537726143
ENSG00000280231.1	0.629109355664941	0.11513856001135
ENSG00000076108.12	0.38265825160014	0.115016403059873
ENSG00000070718.13	0.434809860394294	0.11496711116904
ENSG00000244055.2	0.71953553528236	0.114542258014278
ENSG00000267904.1	0.838492285261687	0.114343985468781
ENSG00000070669.17	0.839393606923169	0.113622116236457
ENSG00000213018.2	2.85229094617518	0.113408719761152
ENSG00000176183.8	0.546632938951131	0.113389290861809
ENSG00000101104.13	0.907298375172858	0.113123534315927
ENSG00000169989.3	1.15335391002474	0.112614707461601
ENSG00000109762.17	0.479901032240737	0.112099783798624
ENSG00000283341.4	0.596805910937883	0.111675530481769
ENSG00000230565.1	0.718405247709265	0.111397315350037
ENSG00000108799.13	0.388301207721155	0.11056741343984
ENSG00000196792.12	0.341159835968801	0.109481725585239
ENSG00000054523.20	0.369013227526717	0.109463900300094
ENSG00000174483.20	0.639199566586209	0.108503939325449
ENSG00000177600.9	0.451507902602881	0.108487502866355
ENSG00000037637.11	0.253862278652482	0.108350012205169
ENSG00000263272.1	0.574997412129681	0.108027001489223
ENSG00000281026.1	0.655641535574606	0.10784650942654
ENSG00000132872.12	8.61940306464187	0.107716920814235
ENSG00000130150.12	0.516696719787498	0.107667098134622
ENSG00000204149.16	0.772195532310787	0.107617787216997
ENSG00000164169.13	0.399982824302664	0.107506114830885
ENSG00000235065.1	0.490823039262122	0.107214263302038
