Gene	mean_adj_r_sq	max_adj_r_sq	mean_cor	cor_value	cor_pvalue	cor_padj_BH
ENST00000666076.1	0.458289051028137	0.603901370114336	-0.0528877628658741	0.723117409538827	0.167441181503805	0.594146127916728
ENST00000665175.1	0.442516546558862	0.832648210999727	0.0965543229152052	-0.866682759355726	0.0572508770277875	0.449828319504045
ENST00000653406.1	0.38637539195216	0.490080583195516	0.176159007325735	-0.198056497770944	0.749485115248127	0.947624858359701
ENST00000523068.2	0.369494909397453	0.606520974040734	0.105490855533744	-0.851259648253448	0.0673042008933807	0.472845872167397
ENST00000655783.1	0.361445276557277	0.602116737519469	0.383264391003307	-0.918715266219467	0.0274776780841811	0.395096175767967
ENST00000669509.1	0.257852732863591	0.526117366152547	0.115315730301887	-0.78309633368204	0.117239410231794	0.496012889442206
ENST00000666147.1	0.254986560578641	0.596728960376295	-0.209669103693938	-0.468807826984795	0.425744356863725	0.904571036469496
ENST00000669407.2	0.25275059244503	0.375909284920914	0.153907114360556	-0.313470797039629	0.60751305717659	0.923669379798151
ENST00000522414.2	0.250456517314304	0.633898418744616	0.322075235918468	-0.773433181670848	0.124965035420354	0.501944606180747
ENST00000669272.1	0.248919024365763	0.397934343251198	-0.120764621315875	-0.494968811955036	0.396559159951599	0.890234848870935
ENST00000523427.2	0.231926924392859	0.532318278726786	0.0320508801399056	-0.22037907479496	0.72169276356859	0.945382899383567
ENST00000659666.1	0.199388538058599	0.355158594560721	-0.099621081062733	0.113396004249067	0.855929745412407	0.956875709238153
ENST00000657211.1	0.184301419563225	0.538188906928677	0.201970149375549	-0.496672220050296	0.39467567974471	0.890234848870935
ENST00000664265.1	0.173959340766458	0.440971266083964	0.117021251429163	-0.607225821544474	0.277421905280165	0.762910239520454
ENST00000655594.1	0.173440368721779	0.490579996212856	0.140257510710556	-0.744835003638858	0.14866256838438	0.54509608407606
ENST00000658065.1	0.171364522842847	0.229444616704937	0.127039297649625	-0.0767548983311541	0.902368670281029	0.984318293932936
ENST00000523328.6	0.161348690021177	0.293158487229417	-0.0733351962757775	-0.808037127406885	0.0980034729055433	0.472845872167397
ENST00000652492.1	0.156326068496576	0.507181230131803	0.0380130936913763	-0.834039572540503	0.0791084019925747	0.472845872167397
ENST00000657451.1	0.155307492428864	0.607559999497228	0.114840004078182	-0.800228306022054	0.103913669964095	0.472845872167397
ENST00000517838.6	0.152147564623209	0.329299759355334	-0.0488371494108551	-0.916195422453748	0.0287540764979502	0.395096175767967
ENST00000521122.2	0.136585699548088	0.578220989995538	0.00696834093953883	0.625069238181402	0.259528383178221	0.732003132041135
ENST00000656999.1	0.126858189615957	0.58450634487492	-0.174249593160474	-0.303583069371356	0.619488274992057	0.923669379798151
ENST00000520913.2	0.112405979217379	0.302702205293557	0.172498651818948	-0.285599529731033	0.641369167142438	0.923669379798151
ENST00000660200.1	0.101902394513609	0.142179286957071	-0.259361561725373	-0.200515252864515	0.746417327018765	0.947624858359701
ENST00000668215.1	0.100249330074623	0.347142248916426	0.0440236435076849	0.905336074871462	0.0344624175567293	0.395096175767967
ENST00000667630.1	0.0953713722229923	0.543276143504314	0.070171630852312	-0.353303690612857	0.559701753471052	0.923669379798151
ENST00000671092.1	0.0944719838148321	0.313336761293542	-0.167982165354453	0.000122401762205665	0.999844153236404	0.999844153236404
ENST00000657289.1	0.0856000854585073	0.319965091560988	0.0677026274314537	-0.485138056420072	0.407469976235104	0.89643394771723
ENST00000669132.1	0.0839730558452824	0.383376789995894	0.0231756967814663	0.383957702888348	0.523422399854034	0.920175258112279
ENST00000670626.1	0.0812519943840265	0.189234229322541	-0.12684699165884	0.120464244574267	0.846991937148858	0.956875709238153
ENST00000654324.1	0.079761535913798	0.311128204703936	-0.0841063582298889	-0.596573865897538	0.288252399447132	0.773360096077672
ENST00000653853.1	0.0607862528200204	0.561636467230217	-0.0592040754107546	-0.809398053319614	0.096984254588279	0.472845872167397
ENST00000657112.1	0.0578551776750389	0.3465999823113	0.0489492229811444	-0.696600046674667	0.191219087184932	0.628965533288154
ENST00000651587.1	0.0462118039534605	0.0825520220757966	-0.170692305420619	-0.387021636879337	0.519822789196803	0.920175258112279
ENST00000670204.1	0.0371740391155618	0.190474908309174	0.186314706233144	-0.903954379334656	0.0352121385820454	0.395096175767967
ENST00000657449.1	0.0321247611946606	0.311920684199682	0.0914082772963209	-0.0114717952751848	0.985393976983732	0.999844153236404
ENST00000664924.1	0.0258095775636072	0.451950356707609	0.18825101658537	-0.257057775443851	0.676345024336503	0.929974408462692
ENST00000658840.1	0.0240268887076004	0.351074985541842	0.22106744595014	-0.528532975335659	0.35984704834273	0.879193545617947
ENST00000656168.1	0.023748816675759	0.437091721840965	-0.0650386759098932	-0.835388853892026	0.0781623516532948	0.472845872167397
ENST00000521951.1	0.00303928931837658	0.336051856335612	0.100643171656395	-0.347188207264188	0.56699500122315	0.923669379798151
ENST00000658158.1	-0.0164655848366589	0.695875137154634	-0.129032133655897	-0.430339278967059	0.469490887403253	0.920175258112279
ENST00000653990.1	-0.0281985673382166	0.168051016728948	-0.171299841085652	0.51779139311845	0.371502600091139	0.879193545617947
ENST00000667305.1	-0.0291770033721806	0.281077500982634	-0.0365321492136249	-0.131267120200559	0.833346743909281	0.956875709238153
ENST00000651568.1	-0.0336583231700219	0.247004374524398	0.0142595433200815	0.289162227289666	0.637024354387146	0.923669379798151
ENST00000652695.1	-0.0491112729172377	0.298258270136772	-0.19738108679386	0.451814980176547	0.444951474976612	0.920175258112279
ENST00000662766.1	-0.0545702361607781	0.234214817411427	-0.276552704473405	-0.571497675939527	0.314167681573444	0.82282011840664
ENST00000656077.1	-0.0548947586392985	0.0283711243759623	-0.0834902426402755	-0.0411527538963571	0.947617479694732	0.999844153236404
ENST00000652993.1	-0.0582118753875775	0.0928716325477332	0.0994745884343815	-0.291965458833578	0.633609160796797	0.923669379798151
ENST00000668619.1	-0.0657011210020006	0.0669905038210362	-0.149165096177988	-0.430548291897748	0.469250679679765	0.920175258112279
ENST00000659326.1	-0.0757086358849879	0.372447055105632	-0.0949423998878478	-0.353748215129842	0.559172316001904	0.923669379798151
ENST00000524165.6	-0.0759219895302711	0.117240981172064	0.0794685441993876	0.147830062716151	0.8124647459473	0.956875709238153
ENST00000657693.1	-0.0838091061044807	0.428537623116438	-0.0725949464682501	-0.318351993578222	0.601616406735224	0.923669379798151
ENST00000670009.1	-0.0862722385443391	0.449257287668029	-0.0920825225544858	-0.26658584128765	0.664636757958781	0.925443587031214
ENST00000523190.7	-0.0967862452863247	0.143294271243694	0.0680207128743393	-0.513984003556476	0.375655424036759	0.879193545617947
ENST00000660631.1	-0.112872369727922	-0.00843403747205773	-0.0534066231440525	-0.917175666476416	0.0282553306956294	0.395096175767967
ENST00000667418.1	-0.116224900363796	0.174041038666647	0.0391472341186279	-0.906538425827267	0.0338142255193442	0.395096175767967
ENST00000670602.1	-0.126229605642684	0.243951052881942	0.111852946148096	-0.467144994263095	0.427615399058307	0.904571036469496
ENST00000656693.1	-0.132129788978588	0.495993974515969	0.0859889161179388	0.00466868397575588	0.994055668534724	0.999844153236404
ENST00000657356.1	-0.14387309434514	0.428052860036659	-0.0375896985065997	0.109240240268388	0.861188138314338	0.956875709238153
ENST00000657297.1	-0.149256983269995	0.289059841573811	0.0684471881683814	-0.880220285056512	0.0488593678866601	0.435370222967111
ENST00000665737.1	-0.154760008721427	0.011136410042909	0.0238576459779548	0.339883395134586	0.57572970282721	0.923669379798151
ENST00000665856.1	-0.181994434540807	-0.0469635758616098	-0.116734174002856	-0.423563397483237	0.477292331668659	0.920175258112279
ENST00000653497.1	-0.198754382095197	0.218590982227244	-0.0572132756200531	-0.316017406164617	0.604435406873586	0.923669379798151
ENST00000654091.1	-0.218143911204358	0.172566001054069	-0.0044144077295383	-0.902662389249922	0.0359178341607243	0.395096175767967
ENST00000518528.2	-0.233172468203526	0.363928022717246	0.0600934760229996	-0.550858752232569	0.335917271376671	0.859323252358927
ENST00000690350.1	-0.235989694585945	0.219812828398741	-0.022287231488491	-0.762573850536337	0.133819917323676	0.507592789848425
ENST00000659892.1	-0.23625406586667	-0.0216210101052479	-0.0794279384614239	0.117357274768426	0.850919784899879	0.956875709238153
ENST00000654105.1	-0.241326200309439	0.0234209406735861	-0.243916588802486	-0.693117860162065	0.194407528470884	0.628965533288154
ENST00000664214.1	-0.254694742300416	0.189014462238466	-0.129016720059499	-0.151455060882134	0.807901227238245	0.956875709238153
