Gene	mirnaTG
ENSG00000078674.20	yes
ENSG00000205269.6	no
ENSG00000235043.3	no
ENSG00000188486.4	no
ENSG00000135698.10	no
ENSG00000079462.8	no
ENSG00000161551.15	no
ENSG00000109790.18	yes
ENSG00000135766.9	yes
ENSG00000175756.14	no
ENSG00000101236.17	no
ENSG00000108107.15	no
ENSG00000131778.20	no
ENSG00000288559.1	no
ENSG00000204498.11	no
ENSG00000211459.2	no
ENSG00000172216.6	no
ENSG00000198406.7	no
ENSG00000164542.13	no
ENSG00000007080.11	no
ENSG00000270157.1	no
ENSG00000231822.1	no
ENSG00000091039.17	yes
ENSG00000125995.16	no
ENSG00000226396.1	no
ENSG00000230359.5	no
ENSG00000197603.16	no
ENSG00000225131.2	no
ENSG00000259305.6	no
ENSG00000183828.15	no
ENSG00000162924.16	no
ENSG00000210196.2	no
ENSG00000226763.5	no
ENSG00000254783.1	no
ENSG00000291035.1	no
ENSG00000185324.22	no
ENSG00000076944.18	yes
ENSG00000187961.15	no
ENSG00000183011.14	no
ENSG00000238000.1	no
ENSG00000171163.16	no
ENSG00000127914.19	yes
ENSG00000170421.13	no
ENSG00000113790.11	no
ENSG00000272269.2	no
ENSG00000172292.15	yes
ENSG00000214973.3	no
ENSG00000188185.13	no
ENSG00000166341.9	no
ENSG00000279696.1	no
ENSG00000198886.2	no
ENSG00000166343.10	no
ENSG00000102931.8	no
ENSG00000009724.18	no
ENSG00000289443.1	no
ENSG00000283498.1	no
ENSG00000213398.8	no
ENSG00000163191.6	no
ENSG00000228393.6	no
ENSG00000119900.9	yes
ENSG00000279348.1	no
ENSG00000218891.5	no
ENSG00000236675.1	no
ENSG00000257086.1	no
ENSG00000133816.19	no
ENSG00000176593.8	no
ENSG00000198711.5	no
ENSG00000244932.2	no
ENSG00000133812.18	no
ENSG00000183723.13	yes
ENSG00000105619.14	no
ENSG00000169682.18	no
ENSG00000099860.9	no
ENSG00000151693.11	yes
ENSG00000273058.2	no
ENSG00000152117.18	no
ENSG00000263272.1	no
ENSG00000188931.4	no
ENSG00000134352.21	no
ENSG00000167508.12	no
ENSG00000248643.5	no
ENSG00000131055.5	no
ENSG00000166025.18	no
ENSG00000272009.1	no
ENSG00000235865.2	no
ENSG00000274211.6	no
ENSG00000174276.7	no
ENSG00000111665.12	no
ENSG00000260257.2	no
ENSG00000276148.1	no
ENSG00000286223.1	no
ENSG00000166086.13	no
ENSG00000203668.3	yes
ENSG00000188559.16	no
ENSG00000264577.1	no
ENSG00000185046.21	no
ENSG00000101439.9	no
ENSG00000220749.4	no
ENSG00000235065.1	no
ENSG00000198804.2	no
ENSG00000286181.1	no
ENSG00000284770.2	yes
ENSG00000104903.5	no
ENSG00000272455.1	no
ENSG00000144395.18	no
ENSG00000261326.4	no
ENSG00000070669.17	no
ENSG00000160352.16	no
ENSG00000260853.2	no
ENSG00000205730.7	no
ENSG00000280138.1	no
ENSG00000198563.14	no
ENSG00000234771.3	no
ENSG00000214093.3	no
ENSG00000145675.16	yes
ENSG00000255585.3	no
ENSG00000139908.15	no
ENSG00000270728.1	no
ENSG00000225855.7	no
ENSG00000120500.19	no
ENSG00000099624.8	no
ENSG00000198840.2	no
ENSG00000095015.6	yes
ENSG00000248905.10	no
ENSG00000092098.18	no
ENSG00000249751.4	no
ENSG00000261663.1	no
ENSG00000160072.20	no
ENSG00000266718.2	no
ENSG00000168010.11	no
ENSG00000285728.3	no
ENSG00000184381.20	no
ENSG00000150995.21	no
ENSG00000197989.15	no
ENSG00000206417.8	no
ENSG00000254064.1	no
ENSG00000157193.18	no
ENSG00000213888.3	no
ENSG00000051523.12	no
ENSG00000176046.9	no
ENSG00000204380.4	no
ENSG00000214207.2	no
ENSG00000223551.1	no
ENSG00000133315.12	yes
ENSG00000187240.17	no
ENSG00000108679.13	yes
ENSG00000260285.1	no
ENSG00000267904.1	no
ENSG00000279759.1	no
ENSG00000268218.1	no
ENSG00000290003.1	no
ENSG00000172915.20	no
ENSG00000281183.1	no
ENSG00000286977.1	no
ENSG00000288945.1	no
ENSG00000244879.10	no
ENSG00000184361.13	no
ENSG00000276529.1	no
ENSG00000210140.1	no
ENSG00000287855.1	no
ENSG00000250899.3	no
ENSG00000276248.1	no
ENSG00000105379.10	no
ENSG00000274422.1	no
ENSG00000214021.18	no
ENSG00000260855.1	no
ENSG00000278987.1	no
ENSG00000242028.8	no
ENSG00000180096.13	no
ENSG00000280063.1	no
ENSG00000280407.3	no
ENSG00000220201.8	no
ENSG00000188015.10	no
ENSG00000130748.7	no
ENSG00000161960.16	no
ENSG00000230084.8	no
ENSG00000224543.4	no
ENSG00000180089.6	no
ENSG00000242951.1	no
ENSG00000104447.13	yes
ENSG00000248367.2	no
ENSG00000244459.4	no
ENSG00000269737.2	no
ENSG00000104549.12	no
ENSG00000232931.6	no
ENSG00000250397.2	no
ENSG00000247735.2	no
ENSG00000233967.7	no
ENSG00000119737.6	no
ENSG00000167874.7	no
ENSG00000260005.6	no
ENSG00000285676.3	no
ENSG00000064309.16	yes
ENSG00000271207.1	no
ENSG00000210176.1	no
ENSG00000232656.10	no
ENSG00000033867.17	yes
ENSG00000291027.1	no
ENSG00000279041.1	no
ENSG00000108465.15	no
ENSG00000272010.1	no
ENSG00000279203.1	no
ENSG00000260317.1	no
ENSG00000290947.1	no
ENSG00000230216.1	no
ENSG00000290682.1	no
ENSG00000215788.11	no
