	ss34	ss32	ss33	ss26	ss31	ss17	ss19	ss30	ss25	ss18	ss11	ss24	ss23	ss28	ss22	ss21	ss20	ss27	ss8	ss15	ss14	ss29	ss16	ss7	ss4	ss13	ss12	ss3	ss5	ss2	ss6	ss10	ss1	ss9	label	IntronRet
cf5fba05-4996-4f62-adcf-a2ee1f4c65d3	0.7671232876712328	0.7727272727272727	0.9830508474576272	0.9142857142857144	0.9629629629629628	0.918918918918919	1.0	0.979591836734694	0.9411764705882352	1.0	0.9	1.0	0.9393939393939394	0.9791666666666666	0.9393939393939394	1.0	1.0	0.9791666666666666	0.8823529411764706	0.972972972972973	1.0	1.0	0.9761904761904762	0.8823529411764706	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	Control	0.55593029792018
316d8a79-9084-4355-9de7-e29503bf0864	0.7083333333333334	0.71875	1.0	0.9333333333333332	0.9583333333333334	1.0	0.9375	0.9545454545454546	1.0	1.0	0.9473684210526316	0.8235294117647058	0.875	1.0	0.875	1.0	1.0	1.0	1.0	0.9565217391304348	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	Control	0.601310483870968
75525261-bd54-4e19-9f86-ab7b9cea3388	0.7288135593220338	0.813953488372093	1.0	0.9722222222222222	0.9210526315789472	1.0	0.8888888888888888	0.9705882352941176	0.9722222222222222	1.0	0.890625	0.9722222222222222	1.0	0.9428571428571428	1.0	1.0	1.0	0.945945945945946	0.925925925925926	0.9722222222222222	0.971830985915493	1.0	1.0	1.0	1.0	0.9857142857142858	1.0	1.0	0.9615384615384616	1.0	1.0	1.0	1.0	1.0	Control	0.364335664335664
1b87d18e-4b47-47d0-a6de-1bb9eedb04c9	0.85	0.8604651162790697	0.9230769230769232	1.0	0.9487179487179488	0.967741935483871	1.0	1.0	1.0	1.0	0.935483870967742	0.9393939393939394	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9433962264150944	1.0	0.9743589743589745	0.96875	1.0	1.0	0.9777777777777776	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	Control	0.520114942528736
8aed99b7-de49-4e7e-8fb3-17d897c03e00	0.7352941176470589	0.6756756756756757	0.8857142857142857	0.95	0.8387096774193549	0.8181818181818182	1.0	0.96	0.95	1.0	0.9090909090909092	0.9047619047619048	1.0	1.0	1.0	1.0	1.0	1.0	0.9166666666666666	1.0	1.0	0.96	1.0	0.9166666666666666	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	Control	0.671559633027523
217558e4-a5f5-4c72-91b7-b430a17f457a	0.7704918032786885	0.8775510204081632	0.925925925925926	0.9772727272727272	1.0	0.981132075471698	1.0	0.975609756097561	0.9772727272727272	0.975609756097561	0.9863013698630136	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9859154929577464	0.9736842105263158	0.9594594594594594	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	Control	0.49852665416555
52064107-3c37-45b1-aa6b-a14a98352f9d	0.8717948717948718	0.7777777777777778	0.9230769230769232	0.9761904761904762	0.9148936170212766	1.0	1.0	1.0	1.0	1.0	0.925925925925926	0.9545454545454546	1.0	1.0	1.0	1.0	1.0	1.0	0.9791666666666666	0.9866666666666668	0.9864864864864864	0.975609756097561	1.0	1.0	0.9787234042553192	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	Control	0.609179415855355
064d1578-9fb7-439c-9644-d4cb6389ec9d	0.8181818181818182	0.8484848484848485	0.9333333333333332	0.9230769230769232	0.9655172413793104	0.9615384615384616	1.0	0.9310344827586208	0.96	1.0	0.9411764705882352	0.96	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9375	1.0	1.0	1.0	0.9428571428571428	1.0	1.0	1.0	1.0	1.0	1.0	1.0	Control	0.619081272084806
c6a90de3-979b-46b0-9f84-2875c1e38742	0.7222222222222222	0.65625	0.9	0.85	0.8076923076923077	0.95	1.0	1.0	0.8947368421052632	1.0	0.9583333333333334	0.9444444444444444	1.0	1.0	1.0	0.8	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9583333333333334	1.0	Control	0.636995827538248
d83bb114-c175-4fd5-aac0-5dc04b9218b0	0.7096774193548387	0.8181818181818182	0.92	1.0	0.9	0.9473684210526316	1.0	0.9090909090909092	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.875	0.9473684210526316	0.9473684210526316	0.9090909090909092	1.0	0.8787878787878788	1.0	0.9473684210526316	1.0	1.0	1.0	1.0	1.0	0.96875	1.0	1.0	Control	0.735967236810407
922ac2aa-8619-47ef-99d8-160e19861f57	0.6666666666666666	0.8148148148148148	0.8636363636363636	1.0	0.92	0.8214285714285714	0.9583333333333334	0.9545454545454546	1.0	1.0	0.8260869565217391	0.9583333333333334	1.0	1.0	1.0	1.0	0.9583333333333334	1.0	1.0	1.0	0.9090909090909092	1.0	1.0	1.0	1.0	1.0	1.0	0.9473684210526316	1.0	1.0	1.0	1.0	1.0	1.0	Control	0.61849710982659
078f6959-adcf-44a5-91d2-2581ba3c8e62	0.8148148148148148	0.7704918032786885	0.951219512195122	0.9215686274509804	0.8928571428571429	0.9824561403508772	0.9347826086956522	0.9423076923076924	0.9791666666666666	0.9772727272727272	0.918032786885246	0.94	0.9787234042553192	1.0	0.9787234042553192	1.0	1.0	1.0	0.9423076923076924	0.9726027397260274	1.0	0.98	0.9305555555555556	0.9423076923076924	1.0	1.0	1.0	0.9803921568627452	0.979591836734694	1.0	1.0	1.0	1.0	1.0	Control	0.599045346062053
4f3fa7c5-fe72-4b99-8a4f-9f487efc1ef1	0.8378378378378378	0.75	1.0	1.0	0.9	0.8571428571428571	1.0	0.9047619047619048	1.0	1.0	1.0	0.9230769230769232	0.75	1.0	0.75	1.0	1.0	1.0	1.0	1.0	1.0	0.8636363636363636	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9230769230769232	1.0	1.0	1.0	1.0	Control	0.654518408330234
d6cc88bd-b0ba-4606-955d-2dc32e6d2d97	0.78125	0.8857142857142857	0.8918918918918919	0.9696969696969696	0.9142857142857144	1.0	1.0	1.0	0.9696969696969696	1.0	0.9444444444444444	0.9696969696969696	1.0	0.9736842105263158	1.0	1.0	0.9696969696969696	0.9736842105263158	1.0	1.0	1.0	0.9736842105263158	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	Control	0.505248091603053
fb3713b9-fad5-4d66-b419-8f53530b14cd	0.9696969696969696	0.8888888888888888	0.9705882352941176	0.8620689655172413	0.918918918918919	0.9642857142857144	1.0	1.0	0.8928571428571429	0.9629629629629628	0.95	0.8928571428571429	1.0	0.9666666666666668	1.0	1.0	1.0	0.9666666666666668	1.0	0.953125	0.9838709677419356	1.0	0.975609756097561	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9824561403508772	0.9827586206896552	1.0	1.0	Control	0.533471181183768
11ed8e05-8f30-460a-b502-01ae09504315	0.7090909090909091	0.8983050847457628	0.8043478260869565	0.951219512195122	1.0	0.975609756097561	0.9736842105263158	0.9818181818181818	1.0	1.0	1.0	1.0	0.975	0.9818181818181818	0.975	1.0	1.0	0.9818181818181818	1.0	0.972972972972973	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	Tumor	0.524054351817848
ce098c6d-1b12-48df-bbbb-4f1ea8788942	0.9	0.8	0.918918918918919	0.9393939393939394	0.9714285714285714	0.935483870967742	0.9393939393939394	1.0	1.0	1.0	0.9393939393939394	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.967741935483871	1.0	1.0	1.0	0.9615384615384616	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	Tumor	0.478396263137408
5e4626c1-dcf9-4781-a2e7-f6afca7e2ee7	0.7777777777777778	0.8225806451612904	0.9433962264150944	0.9629629629629628	0.9464285714285714	0.9285714285714286	0.9615384615384616	0.9827586206896552	0.9814814814814816	0.9814814814814816	0.9692307692307692	1.0	1.0	1.0	1.0	1.0	0.9814814814814816	1.0	0.95	0.9846153846153848	1.0	1.0	1.0	0.9827586206896552	1.0	1.0	0.9852941176470588	1.0	1.0	1.0	1.0	1.0	1.0	1.0	Tumor	0.537273476112026
707fad7d-f284-456a-abfa-17289b40579f	0.8	0.8642857142857143	0.9290780141843972	0.9732142857142856	0.9219858156028368	0.9753086419753086	0.9823008849557522	0.984251968503937	0.9823008849557522	0.9473684210526316	1.0	0.9649122807017544	0.9734513274336284	0.9838709677419356	0.9734513274336284	1.0	1.0	0.991869918699187	0.942528735632184	0.956896551724138	0.9910714285714286	1.0	0.968421052631579	0.9879518072289156	1.0	0.9910714285714286	1.0	1.0	0.9797979797979798	1.0	0.9642857142857144	1.0	1.0	1.0	Tumor	0.518558312170346
5a277308-f1bc-47b3-a397-aeabe9db8dc6	0.7941176470588235	0.9076923076923076	0.8983050847457628	0.8367346938775511	0.9672131147540984	0.9142857142857144	1.0	1.0	0.8367346938775511	1.0	0.9736842105263158	0.9534883720930232	1.0	0.9824561403508772	1.0	1.0	1.0	0.9824561403508772	0.9743589743589745	0.9090909090909092	0.9230769230769232	1.0	0.9666666666666668	0.975	1.0	0.9411764705882352	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	Tumor	0.540413793103448
