Gene	aver_adj_r_sq	max_adj_r_sq	mean_cor	cor_value	cor_pvalue	cor_padj_BH
ENSG00000259163.2	0.00456631449641398	0.0148958054747739	0.0179100773558235	-0.874902110771439	0.000918853485158257	0.00155715064172518
ENSG00000125804.14	0.00455937320572209	0.0146434681091214	0.0742521091290038	-0.828563380079475	0.00305585192332356	0.00435742109578019
ENSG00000179750.16	0.00455148075511505	0.0194224743960335	0.0135170535683087	-0.981537588100016	4.97138451481572e-07	1.41464883632884e-05
ENSG00000257654.1	0.00454580220304765	0.013587701915991	1.25011581680147e-05	-0.932324068428827	8.45281611536175e-05	0.000245701234100488
ENSG00000290976.1	0.00454424036155233	0.0151118236295672	-0.04783478906343	-0.582011506176728	0.0775315537273507	0.0853752851073308
ENSG00000101938.15	0.0045430270859802	0.0166642752224335	0.0334585852273519	-0.968100350750885	4.35912357419085e-06	3.91851716635718e-05
ENSG00000198042.11	0.00453939203377267	0.0177427132711986	0.0305103945557349	-0.647951333383743	0.0427676161670461	0.0486524754355844
ENSG00000289550.1	0.00453853043755277	0.0174009274439599	0.016781150679593	-0.962514316846981	8.25598008794793e-06	5.60321812736646e-05
ENSG00000198131.15	0.0045329641555252	0.0198454666764895	-0.00705293544476562	-0.871771981896046	0.00101034062165634	0.00168328339074921
ENSG00000235904.3	0.00453228140309553	0.0148462453414939	0.0227473737472824	-0.841399070348755	0.00227539863353763	0.00337463927754138
ENSG00000264943.1	0.00452302468101371	0.017982234771134	0.0450246532724787	-0.907076803651281	0.00029120950974401	0.000619760774992298
ENSG00000179796.13	0.00452218419865853	0.0159931371318026	0.0286666306142284	-0.937915884148364	6.02797515515144e-05	0.000194243499777998
ENSG00000243244.7	0.00452075073152728	0.0191851686785778	-0.00571440220804864	-0.92014603030376	0.000161409104113423	0.000395768916454837
ENSG00000145248.7	0.00451892741129174	0.00918447983730863	0.0644368282850267	-0.892771040123866	0.000507246657240648	0.000956900232223289
ENSG00000291130.1	0.00451559717532242	0.0126461796946408	-0.00960522835223794	-0.676838437573179	0.0315880517307376	0.0366321301271793
ENSG00000155760.3	0.00451340372171162	0.0161720335589404	-0.0245539579313962	-0.95459247685617	1.76045967443423e-05	8.72898188880669e-05
ENSG00000279730.2	0.00451264589908439	0.0152723879915584	-0.0168419847725888	-0.794575223953954	0.00602995245549532	0.00798213438018618
ENSG00000287225.1	0.00450974807572546	0.016695623330275	0.028226848590533	-0.937840850019074	6.05661134184497e-05	0.00019484486461365
ENSG00000158966.16	0.00450737068518284	0.0158155263063109	0.0115739038044753	-0.933876312914131	7.71830500780572e-05	0.000231047961597301
ENSG00000271569.1	0.00450608620647742	0.0132142448696716	-0.0425701497232269	-0.817555438940667	0.00386465118507074	0.00536579525097906
ENSG00000170476.16	0.00450375232084316	0.0111894008268516	0.0390662312474194	-0.917570925223457	0.000182675650622701	0.000434090076995182
ENSG00000099840.14	0.00449946606104887	0.0189221693141001	-0.0424303048566429	-0.883623620748191	0.000695761307752335	0.0012371181574202
ENSG00000132972.19	0.00449718391478967	0.0166514057751268	0.0151331087478784	-0.931665270608835	8.77967175201949e-05	0.000252869937900621
ENSG00000215186.7	0.00449220090002149	0.0104375964909451	-0.0871427752186806	-0.71893660591797	0.0191288051607163	0.0229582826889079
ENSG00000227706.4	0.00449013465131473	0.0174701653473679	0.0205389520848891	-0.935721166151889	6.90797210500331e-05	0.000212919403659552
ENSG00000290999.1	0.00448901760291057	0.0310166307619439	-0.00177447638797785	-0.775172840121075	0.00843586911537419	0.0108232403990431
ENSG00000259417.3	0.00448795464859998	0.0255473813811314	0.0518716361374617	-0.699010773065781	0.0244945625423522	0.0288718962507604
ENSG00000179855.9	0.00448612438116318	0.014950146750386	-0.00765754365486009	-0.824014865200879	0.00337358409315054	0.00475559727466299
ENSG00000277893.2	0.0044818095875952	0.0219688814241825	0.0989743836636323	-0.919812031239247	0.000164058798886331	0.000400449195606298
ENSG00000198435.4	0.00447797130626443	0.018949725328419	0.0244134948601531	-0.840343537024609	0.00233344023440115	0.00345044851206187
ENSG00000079335.20	0.00447305189372446	0.0177493601674845	0.0618448088027752	-0.861963896486674	0.00134009228340052	0.00213702486568883
ENSG00000267530.5	0.00446784123447609	0.020285081433566	-0.0052932092934828	-0.912606226370115	0.000229409155171042	0.000515214323183372
ENSG00000186314.12	0.00446627033377788	0.0200699682621069	-0.0398414970700525	-0.985557919625554	1.87046918838686e-07	1.01488618277295e-05
ENSG00000180537.13	0.00445592906442224	0.024623838127433	-0.0273289440700487	-0.318838767596107	0.36922266284025	0.380875705936371
ENSG00000284070.1	0.00444842269843582	0.0226563720498235	-0.0563685627820473	0.17482479748692	0.629046426205276	0.638136991040246
ENSG00000257275.6	0.00444766654175649	0.0144470799355827	-0.0069621859440423	-0.926177188919697	0.000118778615364342	0.000314797930188061
ENSG00000204934.10	0.00444373287550209	0.0180364456324051	-0.0113485486360882	-0.817708399315559	0.00385246433801301	0.00535007715517323
ENSG00000138867.17	0.00443667191793817	0.0163034971492393	0.0687267271655365	-0.697504427103231	0.0249379606746948	0.0293420742584777
ENSG00000267544.1	0.00443567381120975	0.0379875070295828	-0.00490704983241252	-0.720409047632019	0.0187679600177709	0.0225479785704963
ENSG00000276573.1	0.00443395368147664	0.0196622353007976	0.00346830891980042	-0.863653561212584	0.00127839788237789	0.0020540953749678
ENSG00000255966.1	0.00443345353850317	0.0117786615647397	-0.0354407346884728	-0.431437952941242	0.213151580084482	0.224275689118358
