id	filename	md5	size	state
f1d392a3-2c7f-4b06-bdfc-f1fb49d6d7f5	14cc8662-ddd1-4fb8-a582-7b8092325774.wxs.MuTect2.aliquot.maf.gz	5366941e0712d7b69b1e280192853187	2238422	released
1c85c9c3-79e4-468b-80f9-f87585a188ac	c8cf463c-062f-48c4-86fc-13a242121bd1.wxs.MuTect2.aliquot.maf.gz	88f8a5e654db1b08dc3abd52e5653d84	6694008	released
ddc92ab0-c080-42f0-bf68-7cf781c3dc53	886dd1bd-eaef-416e-a961-50ab2614b310.wxs.MuTect2.aliquot.maf.gz	beaddc950dc921960f02ef8f217ff7a3	2401845	released
6a171188-c496-4790-9ad2-9d589d9c543f	20a6d833-1759-4ad5-8563-4bdbadbf22a9.wxs.MuTect2.aliquot.maf.gz	dfc9459f74e1c106f2a767eb159fe00f	1436060	released
4c0b5b25-63d6-4e94-8459-a6d32153faff	ba0a375f-32b0-48b4-a803-e3bba0487aec.wxs.MuTect2.aliquot.maf.gz	b55fdb68bde5cb7e220a868bb072d86c	1741907	released
b86993da-e34a-4552-b5ae-d0aacf5f1ab3	b2773833-dfe7-4e8c-86f7-575c65473f78.wxs.MuTect2.aliquot.maf.gz	2d93682fc0cdb5ab52b71c16a907ac70	2266654	released
34bd4451-7622-4ec7-ac26-66f41815f161	278625b7-96ae-41d2-b7e2-239b0532cc26.wxs.MuTect2.aliquot.maf.gz	6222022c36ccb4bdc6aedd4babbd32ce	901058	released
af9cd81e-4ef5-4bc0-a1c1-35e0bd8ac499	200afb77-f182-44ec-87b6-9eae1c1137fc.wxs.MuTect2.aliquot.maf.gz	f93c3cd38cef1c181b0d9e8c9925d0e7	4948269	released
c72fed37-f272-4d31-816f-51eb0c136864	47d492ae-6b6f-482f-828c-6b6309671d85.wxs.MuTect2.aliquot.maf.gz	ccdc5b637364cf105b493e9b1b40ce96	1376479	released
aee5c518-a31e-425d-89c6-a644efdafad0	19a53957-0638-416b-a9ac-17d79da594df.wxs.MuTect2.aliquot.maf.gz	619dce04bc78d464c1b59560b70cf4be	2510959	released
0fd615cf-cf62-4c68-b7c1-42bf5244866c	a87523c6-5a43-47c6-b6fe-028a911186f2.wxs.MuTect2.aliquot.maf.gz	dd75362fd479bef9f3a2c8eb138a8766	1148856	released
b7f84e9f-52e1-4237-8274-a74f693bd9ed	47871fd7-51bd-4f3d-88cc-eeec03498a8d.wxs.MuTect2.aliquot.maf.gz	d43bbc5b76f320bd43f116cd9185adff	3400153	released
b670ff4b-b0b7-4836-8a56-984dd3efde34	f0ffc317-37eb-431e-aec1-bd985e4e8dd3.wxs.MuTect2.aliquot.maf.gz	dbaf3db9378c2e2daa36c0b52442f81f	2869439	released
76fd0f8c-d2a2-405b-bcfe-9ff2b97aa896	e1ca658d-e57c-4c36-9e09-b9aa93255549.wxs.MuTect2.aliquot.maf.gz	079237d9166c30556e6cd51c1bb0f0a1	3383292	released
671dad79-53ed-4991-a8bd-ed978a579813	2545ab8c-9aee-4202-8f31-ecb583275b19.wxs.MuTect2.aliquot.maf.gz	3a1d1d2ce6f9511ccfdacf952daa1aac	1239639	released
af60c65c-a65f-4767-bb49-9b30e2086709	ecb0f7b7-847e-48d7-a485-33e12dd40654.wxs.MuTect2.aliquot.maf.gz	c6452fd6059c885525dd2e3d418b89bc	2011990	released
c44faf4c-f883-488b-9536-2bc2af745571	207e80bc-d4a8-4fd9-be71-ac02e10e3731.wxs.MuTect2.aliquot.maf.gz	6411db1e67722b6c3d7f34eafcceae21	3358812	released
