Gene	RMSE	R_squared
ENSG00000128524.5	0.357888603115828	0.197183002855985
ENSG00000215908.12	0.803795982932208	0.197057599186051
ENSG00000116586.12	0.479951597670991	0.19439122258186
ENSG00000273449.1	0.588576599418425	0.189612442654649
ENSG00000172336.5	0.440468249043425	0.170429189812539
ENSG00000290682.1	0.784307446609136	0.168892486896167
ENSG00000087460.29	0.482629207326705	0.167422986170589
ENSG00000241343.10	0.456150916333567	0.16731197383677
ENSG00000005075.16	0.546152100533439	0.162753500134807
ENSG00000244398.1	0.70819739790656	0.15437601585183
ENSG00000261326.4	0.640864699809916	0.152445502242171
ENSG00000156050.10	0.625733296006839	0.151213757366401
ENSG00000103363.16	0.46492083802531	0.150978274942859
ENSG00000119421.7	0.448425198562007	0.148601413900174
ENSG00000230224.1	0.747071306615989	0.14357334117821
ENSG00000279382.1	0.760051775505973	0.140240630742445
ENSG00000244124.1	5.21510001305675	0.139249579993099
ENSG00000198218.12	0.540347364662598	0.137302072317201
ENSG00000269737.2	0.8069611545655	0.135764429563547
ENSG00000274105.1	0.71596966388966	0.133151977517349
ENSG00000168275.16	0.502361738886753	0.1320459666317
ENSG00000205544.4	0.903718053991476	0.131384870405612
ENSG00000213139.8	0.608087928085458	0.130333350564394
ENSG00000198258.11	0.447720258249651	0.130137789568047
ENSG00000168701.19	0.577778847032896	0.126836722122544
ENSG00000267838.2	0.73402305937629	0.126654983017085
ENSG00000176248.9	0.40291465907741	0.1265983340977
ENSG00000106588.12	0.55720556480349	0.125830054362762
ENSG00000269929.6	0.581619094937066	0.125428796409366
ENSG00000279926.1	0.782461277027841	0.125305258952937
ENSG00000198711.5	0.756779474526148	0.124912468722148
ENSG00000179091.5	0.443959355292113	0.12448854468362
ENSG00000143545.10	0.643892790263993	0.124151683934623
ENSG00000198146.4	0.862676969210506	0.122496602293001
ENSG00000106330.12	0.464467832034714	0.122444225550839
ENSG00000106992.19	0.676144215534476	0.122156513256482
ENSG00000205085.13	0.896992719913337	0.121957042088085
ENSG00000226824.8	0.602545171047104	0.12162472612488
ENSG00000163463.13	0.543513841178938	0.121512230744168
ENSG00000240970.1	0.830851905208667	0.117640844462711
ENSG00000154370.16	0.437965553066636	0.116793880797368
ENSG00000119608.15	1.00302593533995	0.116631999890938
ENSG00000285693.2	0.673000984587097	0.116345470455735
ENSG00000254162.1	1.07409877215461	0.115697002813886
ENSG00000266967.7	0.565590950054445	0.115620574199322
ENSG00000266472.6	0.641729225233851	0.115401847488015
ENSG00000138081.22	0.504431267654103	0.115333838462297
ENSG00000158716.9	0.867502121171631	0.114548316251257
ENSG00000272871.1	0.730298435338245	0.113678426121072
ENSG00000290600.1	0.82192034504383	0.113217751584735
ENSG00000244313.3	0.564847315600728	0.1128864812815
ENSG00000126088.14	0.408676415892281	0.111736812204305
ENSG00000089693.11	0.419052623284713	0.111082711843558
ENSG00000214253.9	0.506573351402222	0.110857321158787
ENSG00000238227.8	0.497034042689014	0.109585971402837
ENSG00000163156.12	0.500809919405267	0.109481807288204
ENSG00000258515.1	0.731431422917822	0.109335370156086
ENSG00000246451.2	0.675558560768757	0.10932722941377
ENSG00000105404.11	0.640380559014296	0.109149348767831
ENSG00000172354.10	0.391442715995256	0.109117892395187
ENSG00000184209.15	0.426090056548395	0.10847845589658
ENSG00000165689.17	0.435672994033638	0.108447790550741
ENSG00000248643.5	0.600077500273522	0.107233765105433
ENSG00000198938.2	0.697948534814535	0.106838753883683
ENSG00000241468.8	0.617093820897941	0.106754976718013
ENSG00000008324.12	0.487539040746799	0.106205632462804
ENSG00000159352.16	0.486747439940008	0.106120530363297
ENSG00000135404.12	0.49320540045626	0.105810666809971
ENSG00000174744.14	0.498410602652712	0.104967372619951
ENSG00000241685.10	0.687719879912053	0.104685633628319
ENSG00000239264.9	0.76585049948298	0.104576721748574
ENSG00000264112.1	0.690111808731892	0.104476307781965
ENSG00000123444.14	0.589054968460864	0.103375450680383
ENSG00000239282.8	0.691462303279399	0.102572362502617
ENSG00000131174.7	0.513749698240292	0.102457535020142
ENSG00000125356.7	0.607014177476868	0.101821668975541
ENSG00000132405.19	0.760844927402649	0.100468448868396
ENSG00000168872.17	0.439431383725594	0.100320667035223
ENSG00000184983.11	0.478954032921635	0.100306958765105
