	Basal	Her2	LumA	LumB	Normal
05ea028e-6b8a-4352-88aa-057494cf5e80	0	0	0.753147615743036	0.222365420838703	0.0244869634182611
063a4886-ee4d-43a9-95c1-25a0c0b2d85d	0	0	0.679966871285199	0	0.320033128714801
06ce7b93-1264-4219-8a2f-d8f0d295e45f	0	0	0.635611291632819	0	0.364388708367181
071e21e7-a494-4d87-ab48-1cb334e0d992	0	0	0.557804490012374	0	0.442195509987626
073939c1-c857-4340-8a5f-a7b87d2349c3	0.0837025698864094	0.767662934020785	0	0.148634496092806	0
081b4937-85e7-44b3-9124-a612f4f2e0ca	0.000501169395255596	0.999498830604744	0	0	0
096761b0-f4ca-448d-b78f-58469a508798	0	0.245910020449898	0	0.754089979550102	0
09cf8de3-bb0f-434d-8cb3-9f5eeb264b6b	0	0	0.6539175856065	0	0.3460824143935
09f906ba-fa4b-487f-9631-fbd97d9db8f9	0.143647798742138	0.714213836477987	0	0	0.142138364779874
0a133c47-fae8-4e3b-8f4d-cbf357f5e2fc	0	0.477454642475987	0	0.522545357524013	0
0a430a9a-7e63-41d6-8cd0-1dda1e1df975	0	0.239617744218971	0	0.760382255781029	0
0a72c39e-889a-4990-bf96-6c7b9b8c1124	0	0.639065696749261	0	0.360934303250739	0
0b36289c-6835-414d-9f86-4cc4a812af87	0	0	0	1	0
0b59b278-d2f6-4aa6-bf6d-b8d743ae83af	0.921759039949471	0	0	0	0.078240960050529
0c087071-89ba-4fc8-ab47-c4f1c60fa24c	0.800922198638659	0.180999780428896	0	0.0180780209324453	0
0c311d42-5038-4408-ac4a-5ffbb02817e4	0.784021145975443	0	0	0	0.215978854024557
0cf58c62-a75d-413b-8ce3-4d90f4688b04	0	0	0.588121520898198	0	0.411878479101802
0d6fbefe-4e21-4762-a476-9c899d4a94b7	0	0	0.942645074224022	0.0573549257759784	0
0d71189d-6801-4d6b-b306-22efcaa2564a	1	0	0	0	0
0dacd83e-7fab-4064-a25c-c1de66be5305	0.999429316810696	0.000570683189303766	0	0	0
0e062eef-29b8-4622-afd9-0d3f0d1c37d6	0	0.0560701125385918	0.248082860272881	0.695847027188527	0
0ef46de9-c9e7-42f0-92bf-c17dc2ede102	0	0	0.495324244013284	0	0.504675755986716
0f168687-6f42-4d92-8f91-13efde785a0c	0	0	0.556782173157518	0.19411223551058	0.249105591331902
0f382cf1-3e52-4078-bf12-cc6ba998ed3f	0.997516025641026	0.00248397435897436	0	0	0
0f3b932e-de72-483f-9ef6-74ae972637bd	0	0.389122388808732	0.201304811492378	0.40957279969889	0
0f669396-2dc4-4305-aa35-c6fbd82ee7df	0	0.143080087961978	0.254167553380152	0.60275235865787	0
0f9b8032-b21a-4480-8434-d174760a7ddd	0	0.102527500209925	0.428835334620875	0.4686371651692	0
1008e8d8-a93c-4779-80b6-1272322e7c52	0	0.70403616826104	0	0.29596383173896	0
10376443-40df-451a-91e5-6be34850558c	0	0.693412543239585	0	0.306587456760415	0
13d6ae6d-1662-4e0a-a10b-a733efc216b2	0	0	0.697194367399189	0	0.302805632600811
13fc37db-3160-4e82-bd63-52fc295e0e19	0	0	0.617705079730396	0.382294920269604	0
1453285a-717a-4ae3-a537-57df2b8e65e2	0	0.412816210635003	0	0.587183789364997	0
16bd1ebb-5bf9-4839-99bd-5a4d3dcad7b8	0	0.269276799452898	0.130791588305693	0.599931612241409	0
1729f18b-f4d7-4e1c-af9f-2c651023e7fc	0	0.0367706422018349	0.594422018348624	0.368807339449541	0
17985496-652a-4034-997b-b888d97316e3	0	0.980266125394678	0.0197338746053225	0	0
17dfa221-f092-45ed-a2e4-5798ddfc0ce9	0.138262510106909	0.720240769023448	0	0.141496720869643	0
18cbd510-bce2-4370-a00f-939d562ba7de	0	0.210153042179918	0.288789349259674	0.501057608560408	0
18e5bf73-efdd-4c75-957c-68a94f6cb396	0	0	0.529296340239117	0	0.470703659760883
1924888b-3b46-4079-a403-d758975a37bd	0	0	0.729393339927465	0	0.270606660072535
1a3e846b-4c7f-4aac-8c26-bb5e25f226ae	0	0	0.531336307626939	0.0809432759719567	0.387720416401105
1babcd23-5abc-4f27-b367-a093590e9f6d	0	0.104097584083373	0	0.895902415916627	0
1bc678a3-1850-4ab6-874b-d68992fddc7b	0	0.0203568735863282	0.375219904498618	0.604423221915054	0
1bd6dff8-ad21-4a45-b496-2d52ba995e5e	0	0	0.566329811667432	0	0.433670188332568
1be6a56c-a7b1-45e5-b96c-db20337073b8	0	0.670287505404237	0	0.329712494595763	0
1c3dbd2f-1c07-48cb-a844-0b1b3eb14e0d	0	0.672498380079608	0.216884198833657	0.110617421086735	0
1cb7f73e-af63-4d6a-b6a1-fe289435a93f	0	0	0.628737077395921	0	0.371262922604079
1d18e4b7-83a5-4c40-94ef-f77c1ba2fdbb	0	0.237286758732738	0	0.762713241267262	0
1d468785-141d-40ca-acb1-d6d85a8c9d7b	0	0.248763657274296	0.0389879240943071	0.712248418631397	0
1dd10557-4e50-4af0-87c6-b4b3f6fa3a15	0	0.324226180183296	0.225661421407574	0.45011239840913	0
1e742dad-8e44-452a-bf2b-9b8ae1ed8bb2	0.884969839142091	0	0	0	0.115030160857909
1ec0a33c-5b2e-4078-8226-48026f7d5c82	0.888535031847134	0	0	0	0.111464968152866
1fc52882-bc89-4a45-a96e-5e051420c513	1	0	0	0	0
204cf188-2162-43ac-bad4-8304622f3090	0	0.026400728295953	0.427625589671439	0.545973682032608	0
207b5c1c-3710-47bd-be2c-e1307631b28f	0	0	0.213196033562166	0.786803966437834	0
20ef7196-2274-44e1-a105-0761f80c893c	0	0.338010204081633	0	0.661989795918367	0
2100a159-27a6-47f2-a2f2-58f5343e88b0	0.881066617457095	0.118933382542905	0	0	0
216e4f8a-be1a-41d6-b413-fa4645423caa	0.820363588804604	0	0	0	0.179636411195396
222dd9b5-4187-45b9-8cb1-fd16ba14425b	0	0.692621612797911	0	0.307378387202089	0
2244c5e8-a873-4e29-abb7-e869a7d79e3f	0	0	0.624014522821577	0	0.375985477178423
22c90647-bf63-49e1-972a-0ff9000b674b	0.901678445229682	0.098321554770318	0	0	0
22e623b3-2c82-4283-bd28-2cf1777b0179	0.892328494164532	0	0	0	0.107671505835468
231b4ae3-8543-47f4-a9f6-0ac26210b26d	0	0	0.77924709395329	0.0977924709395329	0.122960435107177
23b6c182-bb01-403a-9844-560518d059ac	0	0	0.811714312319583	0.0855759381692895	0.102709749511128
23f366c0-41f3-4159-86f0-5fa3d0059761	0	0	0.515698587127159	0	0.484301412872842
265fc9bf-8f99-4422-b78d-78ecf09b0e53	0	0	0.449812222601571	0.55018777739843	0
273bc6c8-f5a9-44df-a707-5274fcba8362	0	0	0.728188478188478	0	0.271811521811522
27c65ed6-9e9d-4a9d-9b6f-76d2a12f7699	1	0	0	0	0
27f20469-cbf5-417f-922a-19cf9e8b790c	0	0	0	1	0
281a89c1-e817-49d4-afa1-2894c2747919	0	0.346033358733384	0.335365337397341	0.318601303869274	0
287f70d5-cb97-459f-963b-68408f92c0f3	1	0	0	0	0
28f1b708-bd3c-4ae7-935f-3282f75304a7	0	0	0.463036234902124	0.536963765097876	0
28f3a34c-f73a-4d10-8c0a-23e578866289	0	0	0.810686359687228	0.189313640312772	0
29246ea5-44e5-43d3-be04-c038c20db027	1	0	0	0	0
2966096f-4a35-4dca-ab38-ac86074fa29e	0	0.303056699398163	0	0.696943300601837	0
2973fc8f-d20c-4cf3-b183-2ac32df73ae7	0	0	0.546105072463768	0.453894927536232	0
29ce926f-d72e-4064-8a7f-359d86cb9d11	0	0.359004018020212	0	0.640995981979788	0
2ae456c7-57fa-4146-9b29-2d4129f0cf7c	0	0	0.526909617473151	0	0.473090382526849
2b67c3b5-330e-41e4-95cf-028d37fe91e1	0	0	0.616950757575758	0	0.383049242424242
2b9e2225-fb4d-4bc5-8c9a-58cd993627f9	0	0	0.380871886120996	0	0.619128113879004
2bbbdb50-4486-473c-a158-6b1656bdb242	0	0.437190304004286	0	0.562809695995715	0
2c1b1cbb-6e9f-4416-8faa-abb31d6b4e0e	0	0.397796024200519	0	0.602203975799481	0
2cfbc50e-e38d-41ad-8809-a3ed9685ddf1	0	0.673325865073438	0	0.326674134926562	0
2d4c2aed-34ae-4232-9b42-29b1a821f791	0	0	0.336929800600929	0	0.663070199399071
2dc9eaca-6dfc-4e7f-a12b-1495986e1ad4	0	0.261958543715121	0	0.738041456284879	0
2dd0b954-db3e-402d-9c06-6160e199dedb	0.841918911413496	0	0	0	0.158081088586504
2e36839f-3155-4e05-9ed3-404522fdb04f	0.9376345532831	0	0	0	0.0623654467168999
2e41a573-7a9d-4f96-873f-48aa12b3ab96	0.151533805273417	0.274853801169591	0	0.573612393556992	0
2e64abe2-6024-4d28-9e09-560ce2a9fd15	0	0.480988593155893	0	0.519011406844107	0
2ed88c3e-bf61-4e2f-b06c-0b93c9f9402e	0	0	0.623579359895493	0	0.376420640104507
30285113-d411-475a-a8ed-1fb66be72f28	0	0.152299641971909	0.261176902597999	0.586523455430093	0
3099b2a6-0d46-4404-88b0-a3689b019c38	0	0.187160100809126	0.128001061148693	0.684838838042181	0
315f3deb-74b5-4b71-afe5-759c85a0a6cc	0	0	0.677529267866504	0.322470732133496	0
32fdc0ce-d263-4622-8f8c-3df009bf2535	0.89440244490912	0.10559755509088	0	0	0
3334577a-8045-4613-9a1b-e79fd62d5d6d	1	0	0	0	0
33527fe8-7215-45bd-8520-b290995b839d	0	0.806492005393951	0	0.193507994606049	0
343c349a-57ce-4599-8185-3ed2e15c6fdd	0	0	0.71337627889352	0.213338385752179	0.0732853353543009
35120b68-e618-46a1-9641-1e635f633372	0	0	0.740599567322551	0.106624085711342	0.152776346966107
352ec91a-6c0a-4d6e-b6bd-4237f5eebde9	0.992429770156877	0.00757022984312295	0	0	0
35da5f48-1c64-488b-8330-01e5fcbd9801	0	0.248897656068693	0	0.751102343931306	0
3621ce2e-a1eb-4a45-ac06-779a780b0b99	0	0	0.14774444204619	0.85225555795381	0
3628bc49-6968-47a8-96e4-e47421a7152a	1	0	0	0	0
36998e69-e955-49da-b859-2092caff19cb	0	0	0.379269636392256	0.620730363607744	0
36bbebb5-ba1e-4ac6-83b2-67ccd05e4939	0	0	0.591730638421922	0	0.408269361578078
3823e741-c29c-431e-9397-4d16a30ec473	0	0	0.667564372044141	0	0.332435627955859
38387a4f-c65d-4075-8133-fdf259e919ed	0	0.200797355114741	0.646538311940879	0.118922598210813	0.0337417347335667
39eaa466-f50c-402e-b127-b6b016d0480d	0	0.491644385026738	0	0.508355614973262	0
3a6cc4be-eff8-4725-a416-46ed35316192	0.534584918605376	0.313291336618225	0	0.152123744776399	0
3a814d3d-749f-4066-b33b-3faf503d84bb	0	0.238552915766739	0	0.761447084233261	0
3c3c4741-8eda-46fe-8d36-2cd683f4a987	0	0	0.477762893503014	0	0.522237106496986
3ccab1b1-39f2-4947-bbac-1c25750f0464	0.268374431410103	0.58774239885085	0	0.143883169739047	0
3cd924c3-5000-49de-a253-92d1cfa9a09a	0.847205438066465	0.152794561933535	0	0	0
3cf6f0ec-e11f-4a59-8d86-3e0bbc01f8e9	0.824931880108992	0	0	0	0.175068119891008
3d1bf8fc-c86b-436e-ab0c-3734af129b09	0	0.557322404371585	0	0.442677595628415	0
3d2bf709-b8ab-41c5-a8a0-dd42e7846c25	0	0	0.843291689299294	0	0.156708310700706
3d31d7a9-76b8-41f4-a037-0dfe6a4ecb0c	0	0	0.746374008895765	0.253625991104235	0
3ef3fd4b-ed5b-41e1-8096-c573cf609bd3	0	0	0.556524856596558	0.443475143403442	0
3f3b6a7b-94f0-40a3-9f16-32bab2854678	0	0	0.78297021366172	0.13398589622145	0.0830438901168298
3f4afc9c-562a-4ef4-a6cb-ff426357a614	0	0	0.69702925391186	0.0145891601783959	0.288381585909744
3f91fef1-b62c-4884-a882-c99bb6ca9613	0	0	0.700332096112522	0.0547633001237221	0.244904603763756
3f94086c-9e16-403e-b191-e03e9b6e3ce2	0.86244616709733	0.13755383290267	0	0	0
3fd9c506-ed43-45db-bff4-6e968ac19564	0	0.578786151873486	0	0.421213848126514	0
40a31ab3-71fa-4f7b-a3b1-22e15ff0f358	0	0	0.680334029227557	0.0251356993736952	0.294530271398747
420197bd-db07-4df9-8f72-3d7d509ae1d0	0	0	0.572911392405063	0.427088607594937	0
42b32308-71f1-4f21-935f-7e4e5751e332	0	0.36991254624958	0	0.630087453750421	0
42ed2e82-e41d-4e2e-8bf3-8dfc324b040f	0.268092105263158	0	0	0.731907894736842	0
4331397f-eaf9-4e43-8fa2-e30ad3643aca	0	0.449498287568347	0.225380039656312	0.325121672775341	0
4387a2a8-5011-44c4-8027-61d5ab3792a0	0	0.522797787670309	0	0.477202212329691	0
43d15c49-f348-48a8-b00f-7f6a7b605a04	0	0	0.64428450465707	0	0.35571549534293
444d0a78-82fe-4a80-9b41-d7daf98506ca	0.0353911350360783	0.757187034703929	0	0.207421830259993	0
4541a5e4-240b-466d-bbc4-3904581490f3	0	0	0.690870973889842	0.0299218601105394	0.279207165999619
458ad47a-9fbc-4508-8ff5-5a8e5c71ae6a	0.758697591436218	0.241302408563782	0	0	0
465928c5-ab56-46ff-acb5-76e36c97ebda	1	0	0	0	0
470b6305-67ca-487c-b9b1-9b74f673f9fd	0	0	0.662067235323633	0	0.337932764676367
4796719b-2fa2-40ee-9fa9-6a8caa703823	0	0	0.594416486939851	0	0.405583513060149
47e6db9a-52b4-4a3b-8c5f-1cb8fa48f7ea	0.489801121876594	0.510198878123406	0	0	0
48077485-61e6-4d16-a74c-ee216a9455f1	0	0	0.65353227771011	0	0.34646772228989
488d0d81-4872-4204-b8e8-745e64a35d65	0	0	0	1	0
490dfd10-0c85-48a9-b4ce-22b4445ed504	0	0	0.618241347053321	0.381758652946679	0
4937e136-52e6-4c33-9f53-36ce2a94c09e	1	0	0	0	0
49563aad-aeb3-4a9b-8849-a60c119cbaa4	0	0.430805638440169	0.205679596666324	0	0.363514764893508
49ec7f30-d687-4124-a3aa-17bffb48ce26	0.929178697465512	0.0708213025344883	0	0	0
4a88d54f-c88c-4ffd-84c9-069b53f2cb28	0	0	0.563945910720104	0.436054089279896	0
4b9da1a6-923c-4bc8-922a-620ac43e6f9b	0	0	0.428095566276131	0.571904433723869	0
4ba90a73-b2e0-415b-9cd2-fad805840aff	0.587933561309233	0.412066438690767	0	0	0
4c6cb929-293d-452e-b7f8-d535b48cf073	0	0.562439060976524	0.026625665641641	0.410935273381835	0
4c6f18b9-eb4c-4b7f-90ee-0c3194407be7	0	0	0.746882124178624	0	0.253117875821376
4d4d40f2-1f96-4d31-81aa-d44b17a217ed	1	0	0	0	0
4d7842e5-9d8b-433a-a768-7a40129bdd0d	0	0.616395014381592	0	0.383604985618408	0
4e01a01d-eded-4d02-b8aa-1920c6997726	0.981736242884251	0	0	0	0.0182637571157495
4e3fbf45-1a73-437b-8d85-29aa0c8ac6b0	0	0	0.516046906341614	0.483953093658386	0
4e75f67b-99df-4ad5-a2ca-1877a3d45655	0.275402494935494	0.306109393325514	0	0.418488111738991	0
