	Basal	Her2	LumA	LumB	Normal
7eb5f037-355b-4a38-b22b-a5e1f41ff1e9	0	1	0	0	0
7ee4348d-9975-42ba-b258-2334e089395c	0	1	0	0	0
7fa3f262-b786-4b89-b38f-505bff13c382	0	0	1	0	0
7faebca5-c36a-4a24-b785-5e673cf5a0ed	0	0	0	1	0
8087339c-4fdc-42e4-94ff-299a59ae88a3	0	0	1	0	0
8095ebc6-d293-4668-9d83-8b3f35dd198d	0	0	1	0	0
80982d2d-ce35-4251-a545-391c0d6295d8	0	0	1	0	0
80de2366-cd3c-4b51-9957-06ac3e152cf0	0	0	0	1	0
81395cc8-c7d5-4ea7-957a-b5cb8d6bfd1a	0	0	1	0	0
824f5b0a-44d4-4ccf-9277-1ef752462bb3	0	0	0	1	0
8319b13e-475e-440f-855a-bdba3036db73	1	0	0	0	0
83834ecf-bc98-416a-98c0-824229e6cfe0	0	0	1	0	0
839aaefe-1755-4131-9b89-2610481a13c4	0	1	0	0	0
8411b896-9d24-47d3-8a28-1c9cd6313939	1	0	0	0	0
85237b9e-67a3-46a2-9c19-3818522994b2	0	0	0	1	0
8563d0ce-646e-4992-897d-5634f023ecba	1	0	0	0	0
8634f872-177a-481f-ba51-62864c569001	0	0	0	1	0
86538c2f-7f41-4a9b-bea5-f6126772f322	0	0	0	1	0
87506e5d-4ebe-4f0c-a124-ea0add72d2ac	0	0	1	0	0
87c074cd-bcd8-4280-a12e-b205f50e139c	0	0	1	0	0
8832d658-24d2-4d12-a025-959d5eed1271	1	0	0	0	0
88d14d8e-cbbe-4157-b3ae-f1ddcb5e9551	0	0	1	0	0
8923da54-2f7c-4315-9fc2-a1d6502df55b	0	0	1	0	0
89424841-6b5a-4f5f-b5c2-209630c6f597	0	0	0	1	0
8997a81b-4046-4c31-91f6-7c1519f1d2ec	0	0	0	1	0
8a27980e-a506-4cb3-91f2-3f0e5a19acfe	1	0	0	0	0
8afeab3f-89ee-4901-8a32-d13587dbcab5	0	0	1	0	0
8b5be676-9118-4038-9d54-6b80b14e43dc	0	1	0	0	0
8b629c3d-0f28-4740-b681-6f064354f794	1	0	0	0	0
8c147a31-a1be-4464-9606-12b14fbdf8d3	0	0	1	0	0
8cf6a0f3-9dfb-41f5-b855-c313c583e707	0	1	0	0	0
8d0f534a-a0b1-4d8e-9ca5-042f8a0a4e52	0	0	1	0	0
8d1641ea-7552-4d23-9298-094e0056386a	0	0	1	0	0
8d3d544f-6d1a-4cdc-8091-490311487ebd	1	0	0	0	0
8d66b5ac-4ceb-40a3-b2b9-4d0c24be01a7	0	1	0	0	0
8f51e90d-f617-4ed2-bbc7-7bcd92d1963d	1	0	0	0	0
8fff7b55-a9c5-4179-a86a-80bff4fed1b0	0	0	0	1	0
9053485e-19f7-4d2b-b4b6-361d908cc708	0	0	1	0	0
90950125-1b6b-499d-97e2-5d6b78b3e6fe	1	0	0	0	0
914508e1-ccc8-47ff-a225-7aca326a54dd	0	0	1	0	0
91941243-48d2-4416-b104-0affb8c46316	0	0	1	0	0
92914efd-97af-48e2-b097-e91129f8c1b2	1	0	0	0	0
92b7faad-a817-4464-a074-9b64bf25fad5	0	0	0	1	0
92e1baff-0f43-4841-aab9-fdda0078673a	0	0	1	0	0
934807ee-e303-43b7-938a-1721c6c31584	1	0	0	0	0
93cc1307-7138-4547-a9a2-8a5398815c01	0	1	0	0	0
93f8d395-2512-41fc-992e-236b706dd281	0	0	0	1	0
948f1e9e-702b-4f42-a766-fb6b4976b14d	0	0	0	1	0
94e93460-c9fc-48f9-a2de-3722231f54b6	0	1	0	0	0
951bac30-0a85-4dd8-8470-c1a3b84817f9	0	0	1	0	0
952e9924-3a48-4572-bf4c-95e5049e452d	0	0	1	0	0
956570e5-7ed4-4d17-a830-f1bc67a7af15	0	0	0	1	0
95bb2613-9194-434c-801b-fd18aa183f6a	0	0	1	0	0
960df455-dab8-4c59-9a99-579cdabe4d19	0	0	0	1	0
9634f770-bc93-4dfa-949c-98a6da30a102	0	0	1	0	0
967f7008-e212-4114-ab43-dc2a6295f80c	0	0	1	0	0
96cd848e-50fc-4244-beec-8d18b1703fff	0	0	0	1	0
97a50d88-e662-43d5-9cef-2915545e8968	0	0	0	1	0
9899646e-d5be-4429-a7f2-0251bed9721d	0	0	1	0	0
98f3d2d7-edc4-40aa-b09a-63f8abd2b528	1	0	0	0	0
9907c264-961c-46b4-94a8-bf7e234621d8	0	0	1	0	0
990f1383-2ef6-426a-a650-e182010a8281	0	0	0	1	0
9918029c-763f-4458-b929-a4db95fd5e1a	0	0	1	0	0
99296d22-e605-49cd-b37f-a1b900be5d53	0	0	0	1	0
9935bf3a-de25-401c-bf1b-5225a62b24f7	0	0	1	0	0
99d31369-3db2-4631-bc62-1aa6927476ad	0	0	0	1	0
9ae5c03c-326d-4492-9cc3-4ba17beb09ad	1	0	0	0	0
9b7c81c7-d03c-446c-9d25-8c966058b0e3	1	0	0	0	0
9ba7cd75-a96c-4220-9f57-c9f0fb545a95	1	0	0	0	0
9c1779d3-6e10-413b-9df9-a9378862d8c4	0	0	0	1	0
9c2ed2bb-8ee1-441e-9f3b-ffbb4def2673	0	0	1	0	0
9d0f51bf-a66d-4ea1-8599-2aee772c165b	0	1	0	0	0
9d2a209e-f610-4bde-8265-ef7e7e7ac0c4	0	0	1	0	0
9da89066-8d82-4ace-80e1-889d3c73c8eb	0	0	1	0	0
9de4575c-0d10-4548-8881-fd4a5a46a5ac	0	1	0	0	0
9dffaff8-a482-4940-b53a-527e5a510740	0	1	0	0	0
9dffcc09-6ccd-4f12-ae6a-1b8b93fcf29c	0	0	0	1	0
9e94e2ce-f6a9-4358-b96e-266207b9ce34	0	0	0	1	0
9eb69ff7-492b-4ed3-8762-c25c3dffa1fe	1	0	0	0	0
9fb65d01-d51d-4cbb-99f3-a09f5d6c206b	0	1	0	0	0
a068f661-e689-4e30-9572-3103039981aa	0	0	1	0	0
a0707dab-b8bd-4a57-a890-69a3f4daacf6	1	0	0	0	0
a0ea30b4-a6e0-4f46-a0ee-5d552c8b6d68	1	0	0	0	0
a12e5c24-f0ea-4770-9888-20e1c562e436	0	0	0	1	0
a29c8616-0f82-4515-870e-68887a628c92	1	0	0	0	0
a2a798c5-3b1e-4192-8c6a-8c627cd0879e	0	0	0	1	0
a2b214c2-a5d4-4ce6-b505-e1438027236d	0	0	1	0	0
a31cd337-8f1a-451d-9b90-b722590d3105	0	0	0	1	0
a32190c5-a193-4e90-ac98-38a600bb10f0	0	0	1	0	0
a3624554-07c8-41d7-9b6b-f4cbf9de9301	0	0	1	0	0
a37d7ef3-0840-4114-acec-ce9e29bb54e9	0	0	0	1	0
a455069c-8869-4af8-949c-edfee0a05f51	1	0	0	0	0
a5e348aa-d0fd-40fb-a171-b51a36e53612	0	0	1	0	0
a5ecc76e-a696-4e90-8bb4-7a9965e2f8a8	0	1	0	0	0
a615ef14-a590-45b2-91c9-74a3cae19619	0	0	1	0	0
a740aa2d-a410-443f-99f4-3a123deb2f41	0	0	1	0	0
a78e7939-a1ea-4b9d-ae55-3c1dc985bbd8	0	0	0	1	0
a7b067c9-a62a-4d3d-8c4e-668830f7441f	0	0	0	1	0
a7bca7c2-8c54-4ad1-9deb-7f77c962bb07	1	0	0	0	0
a852a227-c31f-410f-baee-81135917a7d2	1	0	0	0	0
a854c368-6e81-4ade-9ea9-afbee1c4c448	0	0	1	0	0
a8e0466b-d106-44b7-b846-c4fb666715f5	0	0	1	0	0
a95ecb1b-9dd9-4916-9b73-b967278f3d85	0	0	1	0	0
aa3d8e3d-68cb-47dc-80c0-d50917cb4878	0	0	1	0	0
aae57dd0-eae8-48b0-855f-2cd17c9f524d	0	1	0	0	0
ab3b04d0-d1fb-48f4-aae2-9ef96c9f5fb2	0	0	0	1	0
abb411d3-1474-4e6e-afa9-23b974d9a557	0	0	1	0	0
ac175796-57dc-4de1-b6a2-eb71416e4c47	0	0	1	0	0
acb1bf8e-f597-4f67-b19d-bb737109d9cd	0	0	1	0	0
acda1855-14ba-4e05-89f7-50f7823f38b3	1	0	0	0	0
ad502a9c-1f1a-4118-a8f9-2cffb9b0c610	0	0	0	1	0
ad8c55ae-46df-43cd-8cb5-c049e3019959	0	0	0	1	0
ad930bd1-0026-4f83-92e2-23170c1965aa	0	0	0	1	0
ae4a5866-347f-4850-b4c8-a009d0765021	0	0	0	1	0
ae8996bd-b0b7-4f9b-91fa-606f95d49f8c	0	0	1	0	0
af58b506-df1d-4221-964d-76dbade6ab85	0	0	0	1	0
af83a9af-a11f-4c29-a61f-8f0d2b5868c1	0	0	0	1	0
afd15ee9-ef38-4d14-b1c1-7f4267fe6a04	0	0	1	0	0
b02ec16a-9dff-4b98-9960-73175454082a	1	0	0	0	0
b0a1f575-657f-4277-95dd-0e02e77279fe	0	0	1	0	0
b1d64529-4f34-4644-b0e7-20606827ccd4	1	0	0	0	0
b1e1ae0d-4558-4d30-9b20-79aa40fa5a2a	0	0	0	1	0
b22d3e38-c370-4719-bea6-3dcbd9590935	0	0	0	1	0
b25117ce-5a14-4b43-bbfe-513b957464d0	1	0	0	0	0
b2bcfd01-9662-4730-96de-1e51b4038802	0	0	0	1	0
b31c9e1c-be79-4264-81a3-40b67f1f0bde	0	0	0	1	0
b3d432d6-0b86-4407-98e2-99c1971283a8	0	0	1	0	0
b3ea108e-0ab7-4340-9da9-b7a8bc3b942c	1	0	0	0	0
b44be803-b398-4e93-b459-40ecdf2cb130	1	0	0	0	0
b47b2efb-02e1-4729-95ad-de05fb551bc7	0	0	0	1	0
b4a9422c-ed5b-435f-aa13-e8a8f2484e97	0	0	1	0	0
b4b81763-61bc-469b-a048-eba733193262	0	0	1	0	0
b4e60c29-6c4d-49b4-878e-b91e20e17dad	0	0	1	0	0
b6df0d7c-1c41-4b7d-8685-ce6fba4e7ab3	0	0	1	0	0
b707621f-1f89-4058-be18-33020b9ebec3	0	0	1	0	0
b72689a1-2c14-49db-b489-f1627353a024	0	1	0	0	0
b73f749f-eafa-460d-b921-f12e7f8d6609	0	1	0	0	0
b773c30d-f37b-4aee-8330-a159d42d3019	0	0	1	0	0
b793fa3a-f197-409f-b630-2dcba3290cce	0	0	1	0	0
b7c49a13-6b0f-411a-940e-b35c17818aaa	1	0	0	0	0
b85209a5-128a-4aff-83d4-1ab336d82b95	0	0	1	0	0
b8542fa9-5521-48bc-ae1b-4e12a1744e0d	0	0	1	0	0
b87ce383-9333-420c-9184-62d9d1eadabc	1	0	0	0	0
b9e82597-fdf2-4479-a764-29193ddbd58f	0	0	1	0	0
ba2e1bd2-56f5-4dfb-94b5-92c50c58b31e	0	0	1	0	0
ba6e6579-8858-467a-9d0b-b8df38cd5d62	0	0	0	0	1
bae57be0-48af-438d-88fa-cbaaf16b3d33	0	1	0	0	0
baf9135d-d8dd-4e04-9115-4055b81fae05	0	0	0	1	0
bb7098ae-862b-488c-b67e-01ed682ec783	0	0	1	0	0
bce4dcd7-d9e8-408a-8ab0-f993f9297a68	0	0	1	0	0
bd35c087-9a96-4f86-99f2-1a2a8936471a	0	0	0	1	0
bdba14fb-88aa-43b0-8c25-53948b9935b7	1	0	0	0	0
be813beb-9b35-4063-9d61-9f49a7fd7706	0	0	0	1	0
be880db8-920f-4bd8-9f67-34e3ddd61f2c	0	0	0	1	0
be8e200c-dced-4b24-a70d-6b6baecb7300	0	0	0	1	0
bf121f27-c765-4f64-8a9f-73c30427217b	0	1	0	0	0
bf2a1913-2806-4b97-bcc6-e7038b900e15	0	0	0	1	0
c07a2fe2-d51d-4fd6-a36e-9f04fc3b6c05	1	0	0	0	0
c091a9db-8d3f-4dfb-8658-b6b8020c1d5c	1	0	0	0	0
c102587f-0390-4dd5-8b35-d819e0083134	0	0	0	1	0
c1f95e8e-aaaa-4090-8f64-c619aa543d1b	0	0	0	1	0
c23d56d0-f27a-48db-b10a-f572b50ef245	0	0	1	0	0
c2628a29-fe4e-493b-a324-ed402ad54a26	0	0	0	1	0
c28b080d-8eb9-46b7-9e40-c37409820e17	0	0	0	1	0
c2e73efe-8112-48fc-9dbd-29b4b5b89ad0	0	0	0	1	0
c2fe2d79-efb1-4e4d-a297-bd6b15703d10	0	0	1	0	0
c32e3393-3a51-4d72-aa60-e8e6e8c083f0	0	0	1	0	0
c33ecc28-d5ba-4416-b93d-445b7883b6e8	0	0	1	0	0
c48d2d0e-5626-42b3-b508-75b3cceb053f	0	1	0	0	0
c4eb8167-4c62-4a41-b9a7-f3259f945d9d	0	1	0	0	0
c50adee7-f053-484e-8a2f-f66c94a14fd3	0	0	1	0	0
c50bf088-8ad3-495c-b7b5-1eca9bb546ba	1	0	0	0	0
c54b98cc-521e-4790-b67d-9dcc20af8c76	0	0	0	1	0
c568f4a0-601e-4b45-b69e-cde40d94bb3d	0	0	1	0	0
c58a5583-7b04-4b67-9372-e161e18d7de1	0	0	0	1	0
c5c93338-4046-4247-b5c2-ef133609797e	0	0	1	0	0
c5d4a1ed-8fd3-4435-96f5-ea5e56326f20	0	0	1	0	0
c5d73777-b7f3-4107-9efc-afde92f70469	0	0	0	1	0
c63a27ff-1844-4b4f-9bc7-ac4d00dc0de8	0	0	0	1	0
c6683fc6-49f4-4e53-94ac-251799c2c638	1	0	0	0	0
c7066edf-43fc-4bcf-bb63-ab75860d2410	1	0	0	0	0
c861f2ac-61fd-45cc-9e14-f775f9eed494	0	0	1	0	0
c8c4129c-48ca-4df9-9ef8-bab2a794ebbf	0	1	0	0	0
c8e8f4e7-7aae-41f7-9d36-5938d2c2fc04	0	0	1	0	0
c93e78f6-1c35-4139-a6b4-c29c229c8b68	0	0	1	0	0
ca34cd1c-026e-4641-a9dd-ac1a9b4f243b	0	1	0	0	0
ca701a41-b397-48b7-bad4-09ef8b4eb462	0	0	0	1	0
ca823082-ede5-4bfd-8498-7e492f39bcd6	0	0	1	0	0
ca8b34fa-ab70-42c1-8e81-8b28ba1a8f3a	1	0	0	0	0
cae39998-47d3-4a80-8acb-67d3a9518306	1	0	0	0	0
cafc9e36-c5f0-45df-ad03-16210ff0d870	0	0	1	0	0
cc66d11a-33c0-4247-9072-6e7c0d0b6112	0	1	0	0	0
cd215363-3f4a-4928-9dbb-60735f4c27ce	0	1	0	0	0
cd23ba96-cc18-428d-ae3d-67a7a2dd3c91	1	0	0	0	0
ce362483-60b7-4654-b201-834c60e38690	0	1	0	0	0
ce52c9b2-ab83-4efa-8abf-97475dcf892d	0	0	0	1	0
cf4160bb-9ef4-43c1-ac83-f6ca897101ee	0	0	0	1	0
cf86835f-2bd2-4b15-a9a9-66fe369a560d	0	0	0	1	0
cfba3fd3-4d84-46e6-9c12-8bf8481b35aa	0	0	0	0	1
cfbfbac5-7f44-4537-9a1c-088075a936e6	0	0	1	0	0
d0d2b8fc-6915-49fe-ae4a-f80e2d090cf5	0	0	0	1	0
d0dc0f54-e23f-40fb-a0ac-56fbd55108f0	0	0	1	0	0
d1adf0be-5afe-4df7-8f88-dbf7521bcdac	0	0	0	1	0
d1f1743c-5fd9-4ae8-90c2-8c3e2d475d1b	0	0	1	0	0
d1f7678a-8106-46c9-95b7-5ec5d940f08c	0	1	0	0	0
d244c9fe-f289-417a-af42-85591ef4fdc6	0	1	0	0	0
d32c4662-2b0b-4f78-b031-e6ff5286664c	0	0	0	1	0
d33cdca5-78ec-4d34-be08-51efd97e8bfb	1	0	0	0	0
d474de4c-c01d-46f5-92a6-7513f7a38eed	0	0	1	0	0
d4bca8f9-f63e-43bb-ab6b-7529a86afac5	0	0	1	0	0
d61a8ec1-aa99-41c3-8633-018cdb0ccb1a	1	0	0	0	0
d6450e34-ebf4-4749-a27e-8e3139960afb	0	0	1	0	0
d681e327-7e74-4f6a-811f-e006470e568f	0	1	0	0	0
d702ead2-f1df-43e1-b1a4-c506902b14df	0	0	0	1	0
d76cd13a-0481-442a-bfe6-ad322fc3851a	1	0	0	0	0
d78126ec-68b1-4d77-bf7a-19a47678a5fb	0	0	1	0	0
d820ac02-a30e-437b-b20a-3e92705b7b81	1	0	0	0	0
d826d551-cb0f-4d0e-b21d-a7b0c9010a62	0	1	0	0	0
d898e588-a74d-435c-b930-b96c266ff580	1	0	0	0	0
d89a84a4-4f45-4aab-ab6a-131bf3b359bd	1	0	0	0	0
d8d139e8-6e6f-4771-b624-69518f847b85	1	0	0	0	0
d9666e09-51bb-49a4-b289-0e6b69636858	0	0	1	0	0
daff3e2d-69ea-4c1d-bbad-8f6cca9bdc1f	1	0	0	0	0
db01aba1-3a00-4bf9-9f24-8fba144144f3	0	0	1	0	0
db360c44-bf72-41f4-8ca4-01c9973fce95	0	0	1	0	0
db70cd04-821e-43a7-bac1-815a30172be1	0	0	0	1	0
db998871-01ff-4a39-ba06-fe3fb1183584	0	0	1	0	0
dbb2f12c-e200-412a-9023-0126d6d69a52	1	0	0	0	0
dbb3747a-aafe-421c-bb21-84a0b82c6a75	0	0	1	0	0
dbc4f72a-3937-4092-92b8-d52c6b0c3340	0	0	1	0	0
dc76c717-eaa0-49d7-a228-2fce7a536e42	1	0	0	0	0
dda806cc-67a1-406b-8957-ffdb5f9087c8	0	0	0	1	0
de57eef8-932d-4e4f-a67d-835a87d72116	1	0	0	0	0
deb14c1d-474c-4d6f-bb8a-2b6df5dce5c9	1	0	0	0	0
deba354e-fcc8-4a00-aa1b-63afc9cf2861	1	0	0	0	0
df45fb41-4511-4dab-b865-fcdfcda0400a	0	1	0	0	0
df6189e5-bd61-4be2-9d31-efef56cb4739	0	0	1	0	0
df6af593-6a85-4f5f-8dbe-c32df5a85ef6	1	0	0	0	0
e06580e9-0b4a-48f7-9522-d54229aefb2d	0	0	0	1	0
e0e050cc-5e2a-41fc-8394-b4816a9dc8a2	0	0	0	1	0
e17707f9-a0db-473f-9dc6-608b62e74689	0	1	0	0	0
e1edc70f-0307-4283-9efc-77feb465c9df	0	0	1	0	0
e1ef10f3-a1e2-4391-bfec-ac6b0231ae5d	0	0	0	1	0
e20191d9-fddf-47a3-9ff9-d4a36af7d762	0	0	1	0	0
e22c6b51-c27e-468f-883c-f71918330eb0	0	0	1	0	0
e3142cf7-334f-4f34-a5da-53ffa4e1ba33	0	0	1	0	0
e38d31b7-ad89-4fff-93d5-05f49998727b	0	0	1	0	0
e4559121-091f-41f2-9559-2abb1bbfd229	0	0	0	1	0
e4e983eb-2aa3-4858-b67f-9cc70452768c	1	0	0	0	0
e558015e-969b-4354-9bc9-219a60092734	0	0	0	1	0
e590db5d-2577-43ec-9d39-45a257be5562	0	0	0	1	0
e5bcd6f9-680e-4d57-81f3-c8e6b40bb2af	1	0	0	0	0
e614fbb4-7574-4704-9525-c0aea4c10fc6	0	1	0	0	0
e619e3c8-f6eb-4b0a-bf17-005ccbe269bb	0	0	1	0	0
e627254f-65f9-4939-add4-bb77bfd92e16	1	0	0	0	0
e6ac5ada-4358-4ca3-b1cf-05d3e0cf0597	0	0	0	1	0
e6e7d36e-b6c6-4e54-95ee-ee20e6f1f80e	0	0	0	1	0
e7a1cdcf-ec99-44fd-a13b-604cf15b2bd4	0	0	0	1	0
e7e4c883-af18-41bf-9383-e5b9f354bc8d	1	0	0	0	0
e88a6a51-24b3-4b52-bd5a-f306f1c9e0d9	0	0	1	0	0
e8909d26-a289-4dc7-a819-5883c621efac	0	1	0	0	0
e90c1051-744f-46e5-bcec-f95d34f59e0a	0	1	0	0	0
e96b0282-8ff5-4390-9466-119534a50628	0	0	1	0	0
ea1ff936-0327-419f-b104-008511b8af5d	0	0	1	0	0
ea43014e-5b51-4b3c-b16b-6d58df9f4a1d	1	0	0	0	0
ea55206b-29c6-4a8b-9219-cfd28c29117a	0	0	0	1	0
eb44c266-8b8f-4012-ad67-f4ac40698391	0	0	1	0	0
eb805bd1-e1d5-47b1-8bbd-31f91fcee225	1	0	0	0	0
ecdac97e-eec5-4753-a572-8aff707178e5	0	0	1	0	0
ed178c34-0b29-4f65-bdf5-a39969111ca8	0	0	0	1	0
ed1fa4ae-5e58-465c-b106-379f7456656e	0	1	0	0	0
ed9b3b6b-c2c2-41a2-ac61-dd2cfbb321ba	0	0	1	0	0
ee6709eb-718c-4a0e-8b57-3068e0e0fbaf	1	0	0	0	0
eecb45f4-ea57-4aea-814e-9895d42034e9	0	0	0	1	0
eed349c6-a5ed-4543-ae8d-67b394b26c7a	0	0	0	1	0
ef2a6bd9-fe3b-4b67-942c-89f3a34813ad	0	0	0	1	0
f0024165-4df2-454e-a0cb-17720455c0c9	1	0	0	0	0
f04a6a90-d4d9-4b17-afaa-f97044ff4b6a	0	0	0	1	0
f084874a-f9a8-4858-a858-d9b80871755b	1	0	0	0	0
f0bc4292-6662-460a-8bf8-a3c9fa2fd7be	0	1	0	0	0
f2ab4258-222d-4a08-a805-3628048ebf1c	0	0	1	0	0
f2dda955-5a39-43c1-93a2-83953b2b91d1	0	0	0	1	0
f383e1a0-2847-49e0-bede-abe5ce5147ce	1	0	0	0	0
f3c13192-fe4d-45c5-9d12-5294799bd7f8	0	0	1	0	0
f3d3848c-9ff7-4e84-a35c-f6b6e3a57605	0	0	0	1	0
f3eb5b26-5414-454f-a01f-a282b0369596	1	0	0	0	0
f4847715-a3e0-49a4-bcc9-95175d0be463	1	0	0	0	0
f4bbad06-fb0c-4064-8a05-18b30a16207a	0	0	1	0	0
f4cecad7-2cca-4990-9d88-115b6b201cc5	0	0	0	1	0
f518ad50-78d8-4b0f-a6b0-07bad20462ce	0	0	1	0	0
f532a6be-de3e-420c-960a-23627589e7ad	1	0	0	0	0
f5b3a6d0-3b56-4ad2-b520-8bcaadb6bd0e	0	0	1	0	0
f602fb69-df50-4b19-8e14-c1979a120119	0	0	0	1	0
f6c907ac-5dc9-4bdc-b7c6-3bac9f9059d3	0	0	1	0	0
f6ec2075-052d-4677-8423-378ae45593ba	0	0	0	0	1
f79d6a7e-eaaa-4382-a5ed-600cf8d45824	0	0	0	1	0
f7efa9c4-e7e2-406a-98e5-596f787c810e	0	0	0	1	0
f8efdeb0-a8f8-4e2d-a52e-43d033e4ce6f	0	0	1	0	0
f9203ebe-d6c3-423b-ad65-28db38612f89	0	0	1	0	0
f9506da9-20a3-4124-a614-eb525787ea45	1	0	0	0	0
f9683515-b944-4c7b-b41d-ea105bd37a5a	1	0	0	0	0
f9a27067-7485-4c9f-986b-878aa6cd132c	0	0	1	0	0
fb120cb4-2cee-4848-a60e-6c1fba723dc9	0	0	1	0	0
fb1c09a7-660e-4585-85b8-5acc456563cf	0	0	0	1	0
fb27491d-a418-4957-a387-9a4e4de84b06	0	1	0	0	0
fb9c23f2-8694-41ca-a126-a5a131abeac1	0	1	0	0	0
fc5b682e-c00d-4840-8c11-f17abe059fa8	0	0	1	0	0
fc70931f-4a97-4538-b055-8ed988ab601c	0	0	1	0	0
fc801acd-4b1f-46e7-bc1e-47752fb08779	0	0	0	1	0
fcc2a5c0-ec23-43b5-b616-9b03c8ff4129	0	1	0	0	0
fd6f4c9b-ee43-4939-8cfa-2e447aedbcf3	0	0	0	1	0
fdadb011-0da3-458f-8b4e-d09e4c847a5b	0	0	1	0	0
fe00aecb-7b06-4e76-b999-99ee41ad20ea	0	0	1	0	0
fe15bb7d-6469-4778-9dc8-9e4c5877942c	1	0	0	0	0
fe8166b9-08e8-477b-9122-0e9194f34818	0	0	0	1	0
fead73ce-2e66-4647-8b6c-b8bbdaaf30fe	1	0	0	0	0
fefb685b-91fc-4837-b612-73be3c4d941e	1	0	0	0	0
ff0feb3e-6d14-4297-ac23-1eb397663ec3	0	0	1	0	0
ff93cbad-7bdf-4e5d-81c7-95aacaa3bee9	1	0	0	0	0
fff3f42f-5e42-4653-b91b-1676f914e9fa	1	0	0	0	0
