	Basal	Her2	LumA	LumB	Normal
59fe0f14-0415-43b7-87c7-1098e4b434ea	0	0	0	1	0
5a3d1b74-f904-44ef-94a0-b38291e30be6	0	0	1	0	0
5b6b8058-474f-4a6a-84c6-0eab99e3b2d3	0	0	0	1	0
5b858b45-79a5-4857-b59e-8c56a8b04320	1	0	0	0	0
5bd46a5d-2390-421c-a7aa-90ba77fed60d	0	0	0	1	0
5c66dcbd-024b-4a7b-b3aa-bbbaaf91ae78	0	0	1	0	0
5c957f54-8c46-4f13-a22b-49c175e8af3a	1	0	0	0	0
5cc4350c-416e-4f2c-be73-12af68ad1ee4	0	0	1	0	0
5cf049e5-d45c-4601-8f67-1fdc0b1918a9	0	1	0	0	0
5d5bb9d2-2244-4673-99db-653609cf5de2	1	0	0	0	0
5dc7afc5-90d0-4286-a6f9-c2548f930e35	0	0	1	0	0
5e50611e-9e98-480c-bc47-28070e9edeea	0	0	0	1	0
5ea12b9b-56ac-4d0c-8761-bf172b2f23e0	1	0	0	0	0
5ee2f830-f808-4e6c-89c1-6c90859958e1	0	1	0	0	0
5ef81653-adf0-4286-9f43-218490539508	0	0	1	0	0
61325789-0b1e-473d-8b71-5ec13ec1dcb7	0	0	0	1	0
61348250-68d8-4cef-b6f9-68a68d35508f	0	0	1	0	0
61ad862c-0bd2-4fcd-a9e1-f42e8099bd81	0	0	1	0	0
628501d9-94e5-440e-b39f-df0e3ea09986	0	0	0	1	0
62aa3903-4f3b-4693-b5e5-fc5abce184de	0	0	0	1	0
62ca3ce8-77f9-4e02-ace4-af79519b53fd	1	0	0	0	0
62e41b20-5f83-43c2-9887-809e97794f04	1	0	0	0	0
631a9df0-9d81-4b15-9ee6-3ae9f31dcba6	1	0	0	0	0
6365a756-2e65-42cb-be4f-1f726915ca94	0	0	1	0	0
647221bc-8100-4bb5-86a5-973fb67fde0b	0	1	0	0	0
64b12ba7-a481-4fdb-9c74-38c94c7ef3c9	0	0	0	0	1
650319bc-20e1-4451-bcb5-a35c360060ef	0	0	1	0	0
6542e1dd-afee-40e9-a16e-aa9a448963b3	0	0	1	0	0
65b4f81a-4439-4d82-ae25-68d63309b053	1	0	0	0	0
65ba302c-51a9-4493-8d28-e7bc076bca54	1	0	0	0	0
66116a4d-210d-45f8-8dba-3f8c79566ecc	0	0	1	0	0
666548b5-7b80-42af-80f3-207063c35b3b	0	0	0	1	0
668e1e67-cc4f-40fd-b921-23aec5078635	0	0	1	0	0
66941b24-9c8f-4657-a4eb-8cc267e38bdc	0	0	0	1	0
671bc03b-e3a8-45f6-88e4-ce138c716886	0	0	1	0	0
676cce88-9f6e-4490-8e73-c0e88bd00075	0	0	1	0	0
6798cbfe-7aca-4f33-b4fc-162bf579a303	0	1	0	0	0
68503654-dd77-48f1-abab-aca55258dca4	1	0	0	0	0
687d5cbd-0877-4e31-86d7-9fcb32a82f10	0	0	0	1	0
689ba70a-9664-459e-aee5-fd16b3b993a8	0	0	0	1	0
691c297b-b48d-4e65-84d4-cb4fcdf03fc0	1	0	0	0	0
692ea666-b4ac-4e92-b712-96a67edaef56	0	0	0	1	0
694ca3d8-9748-4c0f-9021-d599d81a325e	1	0	0	0	0
697cb422-6fda-499a-b808-9ca2357b9b51	0	0	1	0	0
698e64da-61aa-4d7b-9f33-21d627cb4721	0	0	1	0	0
69d12077-db51-4a74-a090-9b26e0368ee8	1	0	0	0	0
6a8e570e-dd05-4c06-9ed0-52ba0727faec	0	0	1	0	0
6c40b30a-d103-4397-997f-9b2bda66793a	0	0	0	1	0
6cc59c3f-0de5-4232-ab7a-7195a92e7d89	0	1	0	0	0
6db579c1-ef18-42a1-9921-d0456b90ff6f	0	0	1	0	0
6ddab78f-8bf5-43ef-847b-f68c15475d46	0	0	1	0	0
6e24acde-7dd0-46b9-b3c5-b0b617912910	0	0	1	0	0
6e6eeb9a-6437-4e53-9fb7-c283f738d3bd	1	0	0	0	0
6e8eeaae-cc26-4db8-85f6-5c975b06bf45	0	0	0	1	0
6fb7c578-dec9-4fe8-a9bf-3888bb765658	0	0	1	0	0
70532e65-df18-4e1d-beaf-08fbf349bec0	0	0	1	0	0
7135f14b-e84f-4ebf-8d95-b2a3c843fd4d	0	0	0	1	0
713df9b5-ea25-464c-b13e-fe8b61fe363d	0	1	0	0	0
723ed50c-2c78-4a3a-9f6e-9f9e8e264f6b	0	0	1	0	0
7289e7d5-65af-4d53-a4de-2691991d90d6	0	0	0	1	0
74179e5e-2d3c-417e-8844-6740ea9fb2e5	0	0	1	0	0
74d50556-5de8-4eff-82e6-a3ad9c70020a	0	0	1	0	0
754df69c-2fab-4037-8673-fd3be673fc09	0	0	0	1	0
75668632-f0c7-495b-ba34-cd4b00aa9450	0	0	1	0	0
7647345c-1654-490f-9a18-b43005225bce	0	0	1	0	0
768e0380-9183-4600-849b-0d315ba502fc	1	0	0	0	0
7733c059-09bd-40b4-9812-4bedd68d9d01	0	0	1	0	0
774f5688-bad0-4a78-b26a-7aceb353e603	0	0	1	0	0
784a9c63-9b40-4f6c-8147-93d0ed523867	0	0	0	1	0
7b7c91b5-0358-4d09-af89-26a791d7a23a	0	0	1	0	0
7c9a2493-5667-48ec-8998-81e13722b4ab	0	0	0	1	0
7d2b6ff4-8f35-41cf-b078-3e78d0b81800	1	0	0	0	0
7d736f2b-b73e-4fc1-8d3f-9f350f88171a	1	0	0	0	0
7d746ed3-9bfa-4f66-9c5a-594284ecd811	0	0	1	0	0
7d787768-efb1-462d-b5aa-5cbf6fc543d4	0	0	1	0	0
7dc54973-bfae-4811-b947-f98a6ac24b25	0	1	0	0	0
7e48e080-0ec9-4589-ba1d-6f7a1f60a010	1	0	0	0	0
7e6ed4fc-b4bf-46c7-9f31-24a0c32c039e	0	0	0	1	0
