Gene	RMSE	R_squared
ENSG00000290796.1	0.751955028832681	0.225727494965138
ENSG00000271533.1	0.688973341507427	0.224670199973839
ENSG00000242588.7	0.568996575177527	0.207125079542866
ENSG00000245275.9	0.528135673037253	0.207114247466747
ENSG00000106588.12	0.632759457952219	0.205647456102763
ENSG00000241484.10	0.678699326497753	0.20508686841143
ENSG00000261326.4	0.778543245507174	0.20260881583264
ENSG00000272054.1	0.576837478723052	0.199321051739758
ENSG00000251143.1	0.799528039932689	0.156681027374182
ENSG00000053438.11	0.795330808331591	0.156385759156779
ENSG00000245532.11	0.872102022459275	0.155942987554767
ENSG00000289443.1	0.578770200443453	0.144583564337499
ENSG00000121454.6	0.69761761067005	0.1441533410897
ENSG00000224086.6	0.547211816247587	0.144047638605693
ENSG00000235865.2	0.790141541655989	0.142802743078709
ENSG00000272037.1	0.777138940872182	0.141329540792261
ENSG00000164776.11	0.500625439797282	0.140996754416425
ENSG00000130684.14	0.663630445818545	0.14072641877934
ENSG00000167766.21	0.51970368457009	0.14055769588476
ENSG00000003756.17	0.407434852795551	0.140230444783995
ENSG00000198590.12	0.628513096095945	0.140067270764536
ENSG00000228486.11	0.714312584338755	0.138148836370449
ENSG00000226803.9	0.598889960110104	0.13707528982772
ENSG00000272374.1	0.806063151757995	0.132261379257882
ENSG00000260565.9	0.517989459648024	0.127563054655066
ENSG00000286584.3	0.550806379207353	0.126156438487521
ENSG00000224660.2	0.697900971051555	0.117783464194455
ENSG00000273759.1	0.73144067726222	0.116016820547643
ENSG00000249915.9	0.588910816185595	0.112295473089019
ENSG00000279662.1	1.82455966659839	0.111760699798708
ENSG00000283236.1	0.773102425038863	0.111453581192046
ENSG00000258441.1	0.678897823527137	0.111150550895392
ENSG00000108465.15	0.78466895114997	0.110766478293144
ENSG00000261474.1	0.586716507586823	0.110254724522511
ENSG00000249669.12	0.833192036243816	0.109541275162911
ENSG00000228315.12	0.716896675208972	0.108107371839219
ENSG00000279233.1	0.743519558195683	0.106941746846789
ENSG00000286599.1	0.522362914092124	0.106749956840799
ENSG00000268205.1	0.485948329974527	0.105487950486545
ENSG00000266922.1	6.06120857843034	0.104440127350484
ENSG00000132424.17	0.498201503225757	0.103963384878126
ENSG00000004779.10	0.411961874268021	0.103845279838167
ENSG00000037241.7	0.444870415183712	0.102040493935759
ENSG00000197670.6	0.755736600450768	0.101792419977222
ENSG00000140543.15	0.718022423643935	0.101321261936597
ENSG00000258682.1	1.21318568344745	0.101005286387628
ENSG00000168002.12	0.374995905166373	0.0996054876355155
ENSG00000163319.11	0.339620116527071	0.0989674069897515
ENSG00000164406.8	0.753435061146355	0.098282021769962
ENSG00000268705.1	7.29955719601453	0.0979788379653716
ENSG00000246451.2	0.663622528750528	0.0974967815595644
ENSG00000263272.1	0.712023036814272	0.0974659028065062
ENSG00000266967.7	0.619366389841295	0.0974220568495228
