Gene	mean_raw_r_sq	best_raw_r_sq	mean_rmse	min_rmse	cor_value_R2_RMSE	cor_pvalue	cor_padj_BH
ENSG00000104267.10	0.0350192481402535	0.0147279668737111	0.963610619511034	0.766902093505182	-0.1966058906563	0.751295768220426	0.933413321851073
ENSG00000231482.3	-0.268491824296546	-2.22044604925031e-16	2.06803256493417	0.766933365004802	-0.999933693898345	6.48126502593155e-07	0.000422853442449413
ENSG00000168282.6	-0.0690818682230933	0	1.06626844179269	0.766941935888461	NA	NA	NA
ENSG00000277369.2	0.00137693085724517	0	1.68613781148684	0.766976754902886	NA	NA	NA
ENSG00000226701.1	-4.44089209850063e-17	0	1.98071932909993	0.766987456260105	NA	NA	NA
ENSG00000280339.1	-0.0226545284889031	-0.113272642444516	0.822192871584026	0.767177779087517	NA	NA	NA
ENSG00000136010.14	-0.0426763131460283	0	0.843304677238762	0.767238082836684	-0.905842532849682	0.0341889041333215	0.212864981489419
ENSG00000270225.1	-0.0602647327921618	0	1.01963770835597	0.767387252974806	-0.528814963709693	0.359542287288446	0.753856056900315
ENSG00000078900.15	-0.00625617874510405	0	1.07696425400209	0.767429714701217	-0.270331148337086	0.660043140050417	0.904770732316302
ENSG00000164398.15	-0.130490379556979	0	1.21219853556017	0.767506694819512	NA	NA	NA
ENSG00000167371.21	0.0872306601976316	0.203351553650036	0.924010427210252	0.767623048993292	0.0647883495551026	0.917566657505226	0.98000275964775
ENSG00000236942.1	-8.88178419700125e-17	-4.44089209850063e-16	2.17304880213542	0.767698572268601	NA	NA	NA
ENSG00000129048.7	-0.166480320871841	0	0.932479273084016	0.767834424353821	0.358661718025452	0.553326606385671	0.86609658269241
ENSG00000261342.1	-0.198200509562103	0.0420214151969951	1.02788774203039	0.767887754039829	-0.893582619125916	0.0410011408325441	0.242030124744358
ENSG00000249641.2	-0.0505691612120793	0.0485418631330976	0.877828377970371	0.767923803296427	-0.199498129966827	0.747686201142177	0.932327544149495
ENSG00000188596.11	0	0	0.859219571084492	0.767954851665731	NA	NA	NA
ENSG00000176771.18	-0.0219676753439779	0	0.933163873611534	0.768121959501318	NA	NA	NA
ENSG00000275993.4	0.0125474193327981	-0.0228024278977017	1.11357497249815	0.768165037476597	-0.471408130211072	0.422822208788617	0.799595706776646
ENSG00000109944.11	-0.047809170508154	0.0024087170397824	0.913251811747367	0.768257992376366	-0.342541656932975	0.572548223014568	0.872548952071534
ENSG00000005187.12	0	0	0.955612636467594	0.768325686804013	NA	NA	NA
ENSG00000160838.14	0.000353215791816508	0	2.50871886844718	0.768383681526803	NA	NA	NA
ENSG00000091129.22	-0.0244538234715424	-0.0381491021788098	0.967411218086113	0.768458938686512	0.242470242629639	0.694329614214197	0.917972940752821
ENSG00000065989.16	-0.0146098469741194	0	0.850066519665038	0.768490093005855	0.278197882509732	0.650411011765647	0.902970511376319
ENSG00000153790.12	-0.0371885088226826	0	1.70760675701964	0.768493288891942	0.21059055266221	0.733863049589735	0.928014149467807
ENSG00000262823.1	-0.0618963993435662	0	0.967516558143265	0.768498007758776	-0.67120769505086	0.21480431548844	0.62127404448942
ENSG00000172575.14	-0.0257938966643054	0	1.00981490468285	0.76856877481802	0.341809520381122	0.573424137798225	0.87268125304275
ENSG00000273987.1	-0.114422137939416	-0.35178424652843	0.992200019735972	0.768720458164968	0.577490419984558	0.307922317924882	0.716013338905142
ENSG00000101194.18	0.00607780001697873	0	0.90604418925463	0.76876818652755	-0.213350958288516	0.730428260228196	0.927138335261942
ENSG00000227617.9	0	0	2.37205444143738	0.768824775346969	NA	NA	NA
ENSG00000261335.1	-0.00834024232120121	0	1.67139341001634	0.768870284414009	-0.99743629004162	0.000155765083336356	0.00393617634299501
ENSG00000248664.3	0.000769161110949446	0	1.920757516287	0.768941155661475	NA	NA	NA
ENSG00000042832.12	-0.0159347857287089	0	0.983890673053559	0.768946351427741	-0.676850798386728	0.209496729668228	0.615226692792144
ENSG00000168427.9	0	0	0.957511477797258	0.768961054761919	NA	NA	NA
ENSG00000258884.3	-0.0131673460727406	0	1.07698591091204	0.769069934547843	0.305210313795178	0.61751472325413	0.89101092662024
ENSG00000149571.12	0.00104582878305597	0	2.45065477976217	0.769231089813162	NA	NA	NA
ENSG00000104177.20	-0.104420412105319	-0.119900237617307	1.04644305065358	0.769281179612686	0.716110904426932	0.173635610616443	0.564368160714374
ENSG00000258227.7	0.0291573648010697	0.079321851796513	1.00288319658629	0.769337011685031	-0.198023326070429	0.749526514250444	0.933007970155646
ENSG00000216863.11	0	0	2.03471257953917	0.769366346012044	NA	NA	NA
ENSG00000237943.8	-0.000114953324346878	-1.8915843692735e-05	1.08430766364319	0.76941068288455	-0.546957458217876	0.340069330929701	0.741004719362787
ENSG00000170006.13	0.0331566002277309	-0.0761637462729892	0.792681654998577	0.7694482377598	0.34022362944536	0.575322319120636	0.873409218069899
ENSG00000165140.12	-0.10933288526382	0	0.898324761633623	0.769514636812142	0.115664853723512	0.853059966152879	0.964457476000871
ENSG00000214184.3	0	0	1.96264870367832	0.769876839588861	NA	NA	NA
ENSG00000146267.12	-3.34183701457059	0	3.82196011343603	0.769899900592801	-0.999803912938095	3.29605531856675e-06	0.000745700443286513
ENSG00000163263.7	-5.51932659371394	-0.0343702407397202	2.37450515869463	0.769948822721372	-0.996376560479397	0.000261685221034543	0.00539663104298249
ENSG00000279801.1	-0.0156646487168424	-0.0270587510650515	0.962250235071466	0.769955099212149	0.145939728023227	0.814845488794571	0.952764928758901
ENSG00000050628.21	-0.134194611445931	0	0.991563206236085	0.769959890549611	-0.347562511075509	0.566548101177916	0.870687619445705
ENSG00000119535.20	0.00111787829800758	0	0.868540142985878	0.770045981370461	NA	NA	NA
ENSG00000268941.2	-0.0434901120913246	0	0.905308762220087	0.770050431248721	NA	NA	NA
ENSG00000231351.2	-0.0371749592752081	0	2.30006851780701	0.77005380222855	-0.649959808295562	0.235113703961756	0.647066093096842
ENSG00000130783.14	-0.00542004346700464	0	1.57893747207765	0.770189343171643	NA	NA	NA
ENSG00000159208.16	0	0	1.0176856679521	0.770258963865131	NA	NA	NA
ENSG00000232004.1	-0.0352146315548461	0.0267478171638492	0.880392303277642	0.770261271773409	0.284211555321038	0.643063149346869	0.900146258724275
ENSG00000159228.13	0	0	0.855751882273147	0.770304919816073	NA	NA	NA
