Gene	mean_raw_r_sq	best_raw_r_sq	mean_rmse	min_rmse	cor_value_R2_RMSE	cor_pvalue	cor_padj_BH	RMSE	R_squared
ENSG00000004059.11	0.0815497491069719	0.213912851680954	0.396652847837233	0.36022660242014	-0.430981553114544	0.213690171980223	0.79294464415278	0.311614972136329	0.209052786925014
ENSG00000004142.12	0.0211298803611568	0.0853465534486194	0.387942517826558	0.339038621039382	-0.137560274176457	0.704716669256189	0.962434988326949	0.178497425252186	0.312237682761603
ENSG00000007047.16	0.0360532996750068	0.156219986985774	0.366624720790109	0.32446858541469	-0.845450948883416	0.00206224006777994	0.176983111481669	0.221284642051749	0.135575789092695
ENSG00000007080.11	0.111713898794826	0.0866649406606419	0.544135255315641	0.471826959702132	0.0824138580526687	0.820939175407656	0.982303367108954	0.390642220896924	0.202082278923281
ENSG00000007376.8	0.0669608679669155	0.176536673182742	0.455408385119204	0.379905869505087	-0.605312480070327	0.0636869594140178	0.61620090349946	0.376145258561965	0.192011134849882
ENSG00000007541.17	-0.000990698791586986	0.00862906002817776	0.571420794644713	0.496384916402468	0.0118819435062634	0.974011917799799	0.998656990724446	0.359753856837566	0.132306949591006
ENSG00000008018.9	0.0804109903094096	0.10492681569952	0.358619068760518	0.316493543603072	-0.0832626315435656	0.819120444860615	0.982185171958032	0.243893756937039	0.197979457119035
ENSG00000009724.18	0.0691173202505756	0.112819995198553	0.648238468637839	0.543343276493567	-0.00683734368173322	0.985044009890882	0.998938949831705	0.572294782386168	0.137464303382378
ENSG00000011451.21	0.057620394875553	0.293983309102419	0.35266548525278	0.292952322986271	-0.234535653609399	0.51425518863467	0.925781994802995	0.240080293004481	0.224631089602802
ENSG00000011485.15	0.0289954791812452	-0.056104176230491	0.292780149785314	0.240204339470753	0.24564463524408	0.493919561507365	0.919378380548126	0.198887613477127	0.189344792250125
ENSG00000025770.19	0.0238983641241658	0.0211555050454827	0.463901196793054	0.379036280357952	-0.137448483445211	0.704947601079996	0.962434988326949	0.287447039482341	0.182318754190696
ENSG00000031698.13	0.00147987858907027	0.0438170722738173	0.298099189535171	0.229943629953857	-0.64741390290001	0.0429975979046779	0.559751182321259	0.200233139330926	0.1283632093163
ENSG00000032389.13	0.0231615229623929	0.0402145789089835	0.316523115274251	0.269869074164687	0.0240885068830944	0.947336956340933	0.995863607231116	0.205686654551198	0.169519857352869
ENSG00000032444.17	0.00654107824014036	0.015075398566981	0.405264611577078	0.34122663440716	-0.0140499386461261	0.969271825456039	0.998403057427754	0.272523711529937	0.158898523643398
