file_name	ENST00000670009:1	ENST00000664214:1	ENST00000692980:1	ENST00000658840:1	ENST00000517838:6	ENST00000665372:1	ENST00000665737:1	ENST00000658305:1	ENST00000690350:1	ENST00000667305:1	ENST00000667714:1	ENST00000657289:1	ENST00000668098:1	ENST00000671092:1	ENST00000667630:1	ENST00000520913:2	ENST00000666147:1	ENST00000656999:1	ENST00000662766:1	condition	pam50_subtype
990f1383-2ef6-426a-a650-e182010a8281	83.113795	33.877244	0	206.284426	124.134577	0	45.49458	0	0	60.562864	35.478021	58.817743	65.826295	73.874576	78.015769	0	0	48.453113	0	Tumor	LumB
9918029c-763f-4458-b929-a4db95fd5e1a	213.339337	27.526795	0	85.812832	119.036661	0	0	0	19.537191	46.048116	0	0	68.930047	47.671463	37.681279	0	0	15.895901	0	Tumor	LumA
99296d22-e605-49cd-b37f-a1b900be5d53	126.284204	158.022512	0	74.807905	36.920051	0	0	0	7.669376	37.117229	53.701008	0	0	42.353669	37.417763	13.483182	52.767713	11.162359	0	Tumor	LumB
9935bf3a-de25-401c-bf1b-5225a62b24f7	204.596977	84.348344	0	19.46998	6.547081	0	0	0	0	0	0	17.69102	0	27.055207	13.129481	0	0	7.49601	6.018559	Tumor	LumA
99d31369-3db2-4631-bc62-1aa6927476ad	108.956338	65.652152	0	159.14451	114.541204	0	53.58206	0	3.09006	45.409962	23.009887	56.643447	37.148658	37.084378	48.655584	0	41.12091	24.657151	17.710113	Tumor	LumB
9ae5c03c-326d-4492-9cc3-4ba17beb09ad	313.619799	46.728542	3.933706	31.713577	20.724538	0	0	0	0	79.698119	22.138979	0	43.302122	53.507031	38.946886	9.025479	13.719971	26.323317	15.980993	Tumor	Basal
9b7c81c7-d03c-446c-9d25-8c966058b0e3	122.658697	0	0	13.895975	0	0	0	0	0	23.099049	0	22.398872	0	17.040878	8.25433	0	3.150919	3.020161	0	Tumor	Basal
9ba7cd75-a96c-4220-9f57-c9f0fb545a95	149.43495	68.807438	14.138458	21.684466	0	0	0	0	0	39.663031	18.691062	0	0	15.442563	12.048257	0	0	7.7664	0	Tumor	Basal
9c1779d3-6e10-413b-9df9-a9378862d8c4	93.517572	0	0	17.362923	15.588143	0	0	0	0	0	0	0	25.231518	26.218953	23.693226	30.839537	0	5.179718	0	Tumor	LumB
9c2ed2bb-8ee1-441e-9f3b-ffbb4def2673	87.34384	18.639839	0	53.629768	21.318163	0	21.661006	0	0	20.508616	10.098508	0	0	10.288109	9.564759	0	0	2.425957	7.847116	Tumor	LumA
9c706e45-00da-42cd-933f-1f42f0b6942e	92.070949	283.149311	5.703042	28.087755	0	4.67972	0	2.643341	7.646267	0	0	0	10.643773	19.848298	23.662453	29.037845	0	6.394276	8.169102	Tumor	LumA
9d0f51bf-a66d-4ea1-8599-2aee772c165b	61.809244	9.747842	0	44.703438	45.009247	0	40.89405	0	0	0	0	13.400186	0	19.998158	22.93487	0	16.505596	6.82783	14.376006	Tumor	Her2
9d2a209e-f610-4bde-8265-ef7e7e7ac0c4	276.986782	0	0	40.286029	206.423746	0	32.459332	0	0	0	0	0	115.151631	54.398844	27.897885	20.433614	8.204743	7.291498	0	Tumor	LumA
9da89066-8d82-4ace-80e1-889d3c73c8eb	0	0	0	52.408987	0	0	0	0	0	0	17.46908	11.575952	0	11.648837	18.979039	0	0	3.959426	0	Tumor	LumA
9de4575c-0d10-4548-8881-fd4a5a46a5ac	87.097397	69.99836	0	20.191732	15.56523	0	35.889157	0	0	0	0	0	0	9.573534	14.209151	11.977193	0	2.193828	0	Tumor	Her2
9dffaff8-a482-4940-b53a-527e5a510740	0	20.532769	0	26.868303	0	0	0	0	0	0	0	15.501797	13.263099	16.474441	8.686629	0	12.494398	0	0	Tumor	Her2
9dffcc09-6ccd-4f12-ae6a-1b8b93fcf29c	441.329229	73.687443	2.969156	63.641666	31.80038	0	81.151312	0	0	2.7e-05	0	66.949084	0	67.440157	55.494002	42.138788	0	55.977977	19.790632	Tumor	LumB
9e785594-f00c-4805-8901-66c73fe2588d	90.86313	85.475547	0	44.118676	52.135213	0	0	0	0	5.119961	0	0	23.505022	34.362705	19.916871	0	31.181434	39.056239	22.690927	Tumor	Basal
9e94e2ce-f6a9-4358-b96e-266207b9ce34	184.575448	53.831676	0	110.754079	85.241442	0	24.498513	0	35.551658	61.917113	0	84.983962	0	23.809861	15.651807	0	0	22.756724	60.800088	Tumor	LumB
9eb69ff7-492b-4ed3-8762-c25c3dffa1fe	0	0	0	12.738259	12.151134	0	8.451239	0	5.800014	0	13.954152	8.609517	0	7.416872	3.125916	16.064351	0	6.834795	12.484912	Tumor	Basal
