"Target","Evidence"
"A1BG","predicted (union)"
"A1CF","predicted (intersection) + predicted (union)"
"A2ML1","predicted (intersection) + predicted (union)"
"AAGAB","predicted (union)"
"AAK1","predicted (intersection) + predicted (union)"
"AARD","predicted (union)"
"AARS2","predicted (intersection) + predicted (union)"
"AASDH","predicted (union)"
"AASDHPPT","predicted (intersection) + predicted (union)"
"ABAT","predicted (union)"
"ABCA10","predicted (union)"
"ABCA12","predicted (union)"
"ABCA5","predicted (union)"
"ABCA6","predicted (union)"
"ABCB10","predicted (intersection) + predicted (union)"
"ABCB11","predicted (intersection) + predicted (union)"
"ABCC1","predicted (union)"
"ABCC12","experimental (all) + predicted (union)"
"ABCC3","predicted (intersection) + predicted (union)"
"ABCC5","predicted (union)"
"ABCC9","predicted (intersection) + predicted (union)"
"ABCD2","predicted (union)"
"ABCD4","predicted (union)"
"ABCE1","predicted (intersection) + predicted (union)"
"ABCF2","predicted (union)"
"ABCF3","predicted (union)"
"ABCG1","predicted (intersection) + predicted (union)"
"ABCG2","predicted (intersection) + predicted (union)"
"ABHD10","predicted (union)"
"ABHD11","predicted (union)"
"ABHD13","predicted (union)"
"ABHD5","predicted (intersection) + predicted (union)"
"ABHD8","predicted (intersection) + predicted (union)"
"ABITRAM","predicted (union)"
"ABL2","predicted (intersection) + predicted (union)"
"ABLIM1","predicted (intersection) + predicted (union)"
"ABLIM3","predicted (intersection) + predicted (union)"
"ABRACL","predicted (intersection) + predicted (union)"
"ABRAXAS1","predicted (intersection) + predicted (union)"
"ABRAXAS2","predicted (intersection) + predicted (union)"
"ABTB2","predicted (union)"
"ACACB","predicted (union)"
"ACAD8","predicted (intersection) + predicted (union)"
"ACADSB","predicted (union)"
"ACAN","predicted (union)"
"ACBD3","predicted (union)"
"ACBD4","predicted (union)"
"ACBD5","predicted (union)"
"ACBD7","predicted (union)"
"ACER1","predicted (union)"
"ACER2","predicted (intersection) + predicted (union)"
"ACER3","predicted (union)"
"ACHE","predicted (union)"
"ACO1","predicted (union)"
"ACOT11","predicted (intersection) + predicted (union)"
"ACOT4","predicted (union)"
"ACOT9","predicted (intersection) + predicted (union)"
"ACOX1","predicted (intersection) + predicted (union)"
"ACP1","predicted (union)"
"ACSBG1","predicted (union)"
"ACSL3","predicted (union)"
"ACSL6","predicted (intersection) + predicted (union)"
"ACSM2A","predicted (intersection) + predicted (union)"
"ACSM2B","predicted (intersection) + predicted (union)"
"ACSM3","predicted (union)"
"ACTC1","predicted (intersection) + predicted (union)"
"ACTG2","predicted (union)"
"ACTN4","predicted (intersection) + predicted (union)"
"ACTR3","predicted (union)"
"ACTR3B","predicted (union)"
"ACTR3C","predicted (union)"
"ACTR8","predicted (union)"
"ACTRT3","predicted (union)"
"ACVR1","predicted (intersection) + predicted (union)"
"ACVR1B","predicted (intersection) + predicted (union)"
"ACVR1C","predicted (intersection) + predicted (union)"
"ACVR2A","predicted (union)"
"ACVR2B","predicted (intersection) + predicted (union)"
"ACVRL1","predicted (intersection) + predicted (union)"
"ACY3","predicted (intersection) + predicted (union)"
"ADA2","predicted (intersection) + predicted (union)"
"ADAL","predicted (union)"
"ADAM12","predicted (union)"
"ADAM19","predicted (intersection) + predicted (union)"
"ADAM22","predicted (intersection) + predicted (union)"
"ADAM23","predicted (union)"
"ADAM28","predicted (intersection) + predicted (union)"
"ADAMTS1","predicted (union)"
"ADAMTS12","predicted (union)"
"ADAMTS14","predicted (union)"
"ADAMTS15","predicted (union)"
"ADAMTS19","predicted (intersection) + predicted (union)"
"ADAMTS2","predicted (intersection) + predicted (union)"
"ADAMTS20","predicted (union)"
"ADAMTS3","predicted (intersection) + predicted (union)"
"ADAMTS4","predicted (intersection) + predicted (union)"
"ADAMTS5","predicted (intersection) + predicted (union)"
"ADAMTS9","predicted (union)"
"ADAMTSL3","predicted (intersection) + predicted (union)"
"ADARB2","predicted (intersection) + predicted (union)"
"ADAT2","predicted (union)"
"ADCY1","predicted (intersection) + predicted (union)"
"ADCY2","predicted (union)"
"ADCYAP1","predicted (intersection) + predicted (union)"
"ADCYAP1R1","predicted (intersection) + predicted (union)"
"ADD1","predicted (union)"
"ADD2","predicted (intersection) + predicted (union)"
"ADD3","predicted (intersection) + predicted (union)"
"ADGRA3","predicted (intersection) + predicted (union)"
"ADGRE2","predicted (union)"
"ADGRF1","predicted (intersection) + predicted (union)"
"ADGRF3","predicted (intersection) + predicted (union)"
"ADGRG3","predicted (union)"
"ADGRG6","predicted (intersection) + predicted (union)"
"ADGRL1","predicted (intersection) + predicted (union)"
"ADGRL2","predicted (intersection) + predicted (union)"
"ADGRL3","predicted (intersection) + predicted (union)"
"ADGRV1","predicted (union)"
"ADH5","predicted (union)"
"ADH6","predicted (intersection) + predicted (union)"
"ADI1","predicted (union)"
"ADIPOR2","predicted (union)"
"ADM2","predicted (union)"
"ADNP","predicted (union)"
"ADO","predicted (intersection) + predicted (union)"
"ADORA2B","predicted (union)"
"ADORA3","predicted (union)"
"ADRA1A","predicted (intersection) + predicted (union)"
"ADRB1","experimental (all) + predicted (intersection) + predicted (union)"
"ADTRP","predicted (union)"
"AEN","predicted (intersection) + predicted (union)"
"AFAP1L1","predicted (intersection) + predicted (union)"
"AFAP1L2","predicted (intersection) + predicted (union)"
"AFDN","predicted (union)"
"AFF1","predicted (intersection) + predicted (union)"
"AFF2","predicted (intersection) + predicted (union)"
"AFF3","predicted (intersection) + predicted (union)"
"AFF4","predicted (intersection) + predicted (union)"
"AFG1L","predicted (intersection) + predicted (union)"
"AFTPH","predicted (union)"
"AGA","predicted (intersection) + predicted (union)"
"AGAP1","predicted (intersection) + predicted (union)"
"AGAP2","predicted (intersection) + predicted (union)"
"AGBL4","predicted (intersection) + predicted (union)"
"AGFG1","predicted (intersection) + predicted (union)"
"AGK","predicted (intersection) + predicted (union)"
"AGL","predicted (intersection) + predicted (union)"
"AGMO","predicted (intersection) + predicted (union)"
"AGO1","predicted (intersection) + predicted (union)"
"AGO2","predicted (intersection) + predicted (union)"
"AGO3","predicted (intersection) + predicted (union)"
"AGO4","predicted (intersection) + predicted (union)"
"AGPAT2","predicted (union)"
"AGPAT3","predicted (union)"
"AGPAT4","experimental (all) + predicted (intersection) + predicted (union)"
"AGPAT5","predicted (union)"
"AGPS","predicted (intersection) + predicted (union)"
"AGR2","predicted (union)"
"AGTPBP1","predicted (union)"
"AGTRAP","predicted (intersection) + predicted (union)"
"AGXT2","predicted (intersection) + predicted (union)"
"AHCTF1","predicted (union)"
"AHCY","experimental (all) + predicted (intersection) + predicted (union)"
"AHCYL2","predicted (intersection) + predicted (union)"
"AHI1","predicted (intersection) + predicted (union)"
"AHRR","predicted (union)"
"AICDA","predicted (union)"
"AIF1L","predicted (intersection) + predicted (union)"
"AIFM1","predicted (intersection) + predicted (union)"
"AIFM2","predicted (union)"
"AIFM3","predicted (union)"
"AIG1","predicted (intersection) + predicted (union)"
"AJAP1","predicted (intersection) + predicted (union)"
"AK4","predicted (intersection) + predicted (union)"
"AK5","predicted (union)"
"AK6","predicted (union)"
"AKAP11","predicted (intersection) + predicted (union)"
"AKAP2","predicted (union)"
"AKAP6","predicted (intersection) + predicted (union)"
"AKAP7","predicted (union)"
"AKAP8","predicted (intersection) + predicted (union)"
"AKIRIN1","predicted (intersection) + predicted (union)"
"AKNAD1","predicted (intersection) + predicted (union)"
"AKR1B1","predicted (union)"
"AKR1C1","predicted (intersection) + predicted (union)"
"AKR1C2","predicted (intersection) + predicted (union)"
"AKT2","predicted (intersection) + predicted (union)"
"AKTIP","predicted (intersection) + predicted (union)"
"ALB","predicted (union)"
"ALCAM","predicted (intersection) + predicted (union)"
"ALDH18A1","predicted (intersection) + predicted (union)"
"ALDH1A2","predicted (union)"
"ALDH1L1","predicted (intersection) + predicted (union)"
"ALDH1L2","predicted (union)"
"ALDH3A2","predicted (union)"
"ALDH6A1","predicted (union)"
"ALDH8A1","predicted (intersection) + predicted (union)"
"ALG11","predicted (intersection) + predicted (union)"
"ALG14","predicted (intersection) + predicted (union)"
"ALG6","predicted (intersection) + predicted (union)"
"ALG9","predicted (intersection) + predicted (union)"
"ALKBH1","predicted (intersection) + predicted (union)"
"ALKBH3","predicted (intersection) + predicted (union)"
"ALKBH4","predicted (union)"
"ALKBH8","predicted (intersection) + predicted (union)"
"ALOX15B","predicted (union)"
"ALOX5AP","predicted (union)"
"ALPK3","predicted (union)"
"ALS2","predicted (intersection) + predicted (union)"
"ALS2CL","predicted (intersection) + predicted (union)"
"ALX1","predicted (intersection) + predicted (union)"
"AMACR","predicted (intersection) + predicted (union)"
"AMBRA1","predicted (intersection) + predicted (union)"
"AMER2","predicted (intersection) + predicted (union)"
"AMIGO1","predicted (intersection) + predicted (union)"
"AMIGO2","predicted (union)"
"AMIGO3","predicted (intersection) + predicted (union)"
"AMMECR1","predicted (intersection) + predicted (union)"
"AMMECR1L","predicted (intersection) + predicted (union)"
"AMOT","predicted (intersection) + predicted (union)"
"AMPD3","predicted (union)"
"AMPH","predicted (intersection) + predicted (union)"
"AMZ1","predicted (intersection) + predicted (union)"
"ANAPC1","predicted (union)"
"ANAPC10","predicted (union)"
"ANG","predicted (union)"
"ANGEL2","predicted (intersection) + predicted (union)"
"ANGPTL1","predicted (union)"
"ANGPTL3","predicted (union)"
"ANK2","predicted (union)"
"ANKDD1A","predicted (union)"
"ANKDD1B","predicted (union)"
"ANKEF1","predicted (union)"
"ANKFY1","predicted (intersection) + predicted (union)"
"ANKH","predicted (intersection) + predicted (union)"
"ANKMY1","predicted (intersection) + predicted (union)"
"ANKMY2","predicted (union)"
"ANKRD1","predicted (union)"
"ANKRD10","predicted (union)"
"ANKRD12","predicted (union)"
"ANKRD13C","predicted (union)"
"ANKRD16","predicted (union)"
"ANKRD17","predicted (union)"
"ANKRD20A2","predicted (union)"
"ANKRD20A4","predicted (union)"
"ANKRD22","predicted (union)"
"ANKRD29","predicted (union)"
"ANKRD30BL","predicted (intersection) + predicted (union)"
"ANKRD33","predicted (intersection) + predicted (union)"
"ANKRD34B","predicted (union)"
"ANKRD34C","predicted (union)"
"ANKRD37","predicted (union)"
"ANKRD40","predicted (intersection) + predicted (union)"
"ANKRD44","predicted (intersection) + predicted (union)"
"ANKRD45","predicted (union)"
"ANKRD46","predicted (intersection) + predicted (union)"
"ANKRD49","predicted (union)"
"ANKRD50","predicted (intersection) + predicted (union)"
"ANKRD52","predicted (union)"
"ANKRD54","predicted (intersection) + predicted (union)"
"ANKRD6","predicted (union)"
"ANKS1A","predicted (union)"
"ANKS4B","predicted (intersection) + predicted (union)"
"ANKZF1","predicted (intersection) + predicted (union)"
"ANO1","predicted (union)"
"ANO4","predicted (union)"
"ANO5","predicted (union)"
"ANO6","predicted (union)"
"ANOS1","predicted (union)"
"ANP32B","predicted (intersection) + predicted (union)"
"ANP32E","predicted (union)"
"ANTXR1","predicted (intersection) + predicted (union)"
"ANTXR2","predicted (union)"
"ANXA11","predicted (intersection) + predicted (union)"
"ANXA4","predicted (union)"
"ANXA5","predicted (union)"
"AOPEP","predicted (intersection) + predicted (union)"
"AOX1","predicted (intersection) + predicted (union)"
"AP1AR","experimental (all) + predicted (union)"
"AP1S2","predicted (intersection) + predicted (union)"
"AP3M1","predicted (intersection) + predicted (union)"
"AP3S2","predicted (union)"
"AP4S1","predicted (intersection) + predicted (union)"
"AP5B1","predicted (union)"
"AP5M1","predicted (union)"
"APAF1","predicted (union)"
"APBA1","predicted (union)"
"APBB2","predicted (union)"
"APC2","predicted (union)"
"API5","predicted (union)"
"APLF","predicted (intersection) + predicted (union)"
"APLN","predicted (union)"
"APLP2","predicted (intersection) + predicted (union)"
"APOBEC3C","predicted (union)"
"APOBEC3F","predicted (union)"
"APOBEC4","predicted (union)"
"APOC3","predicted (union)"
"APOL2","predicted (union)"
"APOL3","predicted (union)"
"APOL4","predicted (union)"
"APOL6","predicted (union)"
"APOOL","predicted (intersection) + predicted (union)"
"APP","predicted (union)"
"APPBP2","predicted (intersection) + predicted (union)"
"APPL1","predicted (intersection) + predicted (union)"
"APTX","predicted (intersection) + predicted (union)"
"AQP4","predicted (intersection) + predicted (union)"
"AQP7","predicted (intersection) + predicted (union)"
"AQP9","predicted (intersection) + predicted (union)"
"AQR","predicted (intersection) + predicted (union)"
"AR","predicted (union)"
"AREL1","predicted (intersection) + predicted (union)"
"ARF3","predicted (union)"
"ARFGAP2","predicted (intersection) + predicted (union)"
"ARFGAP3","predicted (intersection) + predicted (union)"
"ARFGEF1","predicted (union)"
"ARFGEF2","predicted (union)"
"ARFGEF3","predicted (intersection) + predicted (union)"
"ARFIP1","predicted (union)"
"ARFIP2","predicted (union)"
"ARGFX","predicted (union)"
"ARGLU1","predicted (union)"
"ARHGAP11A","predicted (intersection) + predicted (union)"
"ARHGAP12","predicted (intersection) + predicted (union)"
"ARHGAP18","predicted (intersection) + predicted (union)"
"ARHGAP19","experimental (all) + predicted (intersection) + predicted (union)"
"ARHGAP24","predicted (union)"
"ARHGAP28","predicted (intersection) + predicted (union)"
"ARHGAP29","predicted (union)"
"ARHGAP31","predicted (intersection) + predicted (union)"
"ARHGAP45","predicted (union)"
"ARHGAP5","predicted (intersection) + predicted (union)"
"ARHGEF12","predicted (union)"
"ARHGEF15","predicted (union)"
"ARHGEF16","predicted (intersection) + predicted (union)"
"ARHGEF3","predicted (union)"
"ARHGEF37","predicted (union)"
"ARHGEF38","predicted (intersection) + predicted (union)"
"ARHGEF39","predicted (union)"
"ARHGEF4","predicted (union)"
"ARHGEF40","predicted (union)"
"ARHGEF6","predicted (union)"
"ARHGEF7","predicted (intersection) + predicted (union)"
"ARHGEF9","predicted (union)"
"ARID3A","predicted (intersection) + predicted (union)"
"ARIH1","predicted (intersection) + predicted (union)"
"ARIH2","predicted (intersection) + predicted (union)"
"ARL10","predicted (union)"
"ARL11","predicted (union)"
"ARL13B","predicted (union)"
"ARL14EP","predicted (union)"
"ARL17A","predicted (union)"
"ARL17B","predicted (union)"
"ARL4A","predicted (intersection) + predicted (union)"
"ARL4C","predicted (union)"
"ARL5A","predicted (intersection) + predicted (union)"
"ARL5B","predicted (intersection) + predicted (union)"
"ARL6IP1","predicted (union)"
"ARMC10","predicted (union)"
"ARMC7","predicted (intersection) + predicted (union)"
"ARMC8","predicted (intersection) + predicted (union)"
"ARMCX3","predicted (intersection) + predicted (union)"
"ARMCX6","predicted (union)"
"ARMH4","predicted (union)"
"ARMT1","predicted (intersection) + predicted (union)"
"ARNT","predicted (intersection) + predicted (union)"
"ARNTL2","predicted (intersection) + predicted (union)"
"ARPC2","predicted (union)"
"ARPC4-TTLL3","predicted (intersection) + predicted (union)"
"ARPIN","predicted (union)"
"ARPIN-AP3S2","predicted (union)"
"ARPP19","predicted (intersection) + predicted (union)"
"ARRB1","predicted (intersection) + predicted (union)"
"ARRDC3","predicted (union)"
"ARRDC4","predicted (union)"
"ARSA","predicted (union)"
"ARSB","predicted (union)"
"ARSD","predicted (union)"
"ARSE","predicted (union)"
"ARSG","predicted (union)"
"ARSJ","predicted (intersection) + predicted (union)"
"ARSK","predicted (union)"
"ART4","predicted (union)"
"ASAH2","predicted (intersection) + predicted (union)"
"ASAH2B","predicted (intersection) + predicted (union)"
"ASAP1","predicted (union)"
"ASB1","predicted (intersection) + predicted (union)"
"ASB4","predicted (intersection) + predicted (union)"
"ASB5","predicted (intersection) + predicted (union)"
"ASB6","predicted (intersection) + predicted (union)"
"ASB8","predicted (intersection) + predicted (union)"
"ASCC1","predicted (union)"
"ASCC3","predicted (union)"
"ASDURF","predicted (intersection) + predicted (union)"
"ASF1B","predicted (intersection) + predicted (union)"
"ASPA","predicted (intersection) + predicted (union)"
"ASPH","predicted (union)"
"ASPHD2","predicted (union)"
"ASRGL1","predicted (union)"
"ASTN1","predicted (intersection) + predicted (union)"
"ASTN2","predicted (intersection) + predicted (union)"
"ASXL2","predicted (intersection) + predicted (union)"
"ASXL3","predicted (intersection) + predicted (union)"
"ATAD1","predicted (intersection) + predicted (union)"
"ATAD2B","predicted (intersection) + predicted (union)"
"ATAD3A","predicted (union)"
"ATAD3B","predicted (union)"
"ATAD3C","predicted (union)"
"ATAD5","predicted (intersection) + predicted (union)"
"ATCAY","predicted (intersection) + predicted (union)"
"ATF1","predicted (union)"
"ATF2","predicted (union)"
"ATF3","predicted (union)"
"ATF5","predicted (intersection) + predicted (union)"
"ATF7","predicted (intersection) + predicted (union)"
"ATF7IP2","predicted (union)"
"ATG10","predicted (union)"
"ATG12","predicted (union)"
"ATG14","predicted (union)"
"ATG16L1","predicted (union)"
"ATG2B","predicted (intersection) + predicted (union)"
"ATG4B","predicted (union)"
"ATG4C","predicted (union)"
"ATG5","predicted (intersection) + predicted (union)"
"ATG7","predicted (union)"
"ATIC","predicted (intersection) + predicted (union)"
"ATL2","predicted (union)"
"ATL3","predicted (intersection) + predicted (union)"
"ATM","predicted (union)"
"ATMIN","predicted (union)"
"ATP10B","predicted (union)"
"ATP10D","predicted (intersection) + predicted (union)"
"ATP11A","predicted (intersection) + predicted (union)"
"ATP11B","predicted (intersection) + predicted (union)"
"ATP11C","predicted (union)"
"ATP1B4","predicted (union)"
"ATP2A1","predicted (union)"
"ATP2A3","predicted (intersection) + predicted (union)"
"ATP2B1","predicted (intersection) + predicted (union)"
"ATP2B4","predicted (intersection) + predicted (union)"
"ATP2C1","predicted (intersection) + predicted (union)"
"ATP5F1A","predicted (union)"
"ATP5F1B","predicted (union)"
"ATP5F1E","predicted (intersection) + predicted (union)"
"ATP5IF1","predicted (union)"
"ATP5MC3","predicted (intersection) + predicted (union)"
"ATP5PB","predicted (intersection) + predicted (union)"
"ATP6V0A1","predicted (intersection) + predicted (union)"
"ATP6V0A2","predicted (intersection) + predicted (union)"
"ATP6V0B","predicted (union)"
"ATP6V0E1","predicted (union)"
"ATP6V1A","predicted (union)"
"ATP6V1C2","predicted (intersection) + predicted (union)"
"ATP6V1G3","predicted (intersection) + predicted (union)"
"ATP7A","predicted (union)"
"ATP8A2","predicted (union)"
"ATP8B3","predicted (intersection) + predicted (union)"
"ATP8B4","predicted (union)"
"ATP9B","predicted (union)"
"ATRAID","predicted (intersection) + predicted (union)"
"ATRN","predicted (intersection) + predicted (union)"
"ATRNL1","predicted (union)"
"ATRX","predicted (intersection) + predicted (union)"
"ATXN1","predicted (union)"
"ATXN10","predicted (union)"
"ATXN1L","predicted (union)"
"ATXN2","experimental (all)"
"ATXN2L","experimental (all) + predicted (intersection) + predicted (union)"
"ATXN7L1","predicted (union)"
"ATXN7L3B","predicted (intersection) + predicted (union)"
"AUTS2","predicted (union)"
"AVL9","predicted (intersection) + predicted (union)"
"AVPR1A","predicted (intersection) + predicted (union)"
"AWAT2","predicted (intersection) + predicted (union)"
"AXIN2","predicted (union)"
"AZIN1","predicted (intersection) + predicted (union)"
"AZIN2","predicted (intersection) + predicted (union)"
"B2M","predicted (union)"
"B3GALNT1","predicted (union)"
"B3GALNT2","predicted (intersection) + predicted (union)"
"B3GALT1","predicted (intersection) + predicted (union)"
"B3GALT5","experimental (all) + predicted (intersection) + predicted (union)"
"B3GALT5-AS1","predicted (intersection) + predicted (union)"
"B3GAT2","predicted (intersection) + predicted (union)"
"B3GLCT","predicted (intersection) + predicted (union)"
"B3GNT2","predicted (intersection) + predicted (union)"
"B3GNT5","predicted (union)"
"B4GALT4","predicted (union)"
"B4GALT6","predicted (union)"
"BACE1","predicted (union)"
"BACE2","experimental (all) + predicted (intersection) + predicted (union)"
"BACH1","predicted (intersection) + predicted (union)"
"BACH2","predicted (intersection) + predicted (union)"
"BAG2","predicted (union)"
"BAG4","predicted (union)"
"BAG5","predicted (union)"
"BAHD1","predicted (intersection) + predicted (union)"
"BAIAP2","predicted (intersection) + predicted (union)"
"BAIAP2L1","predicted (union)"
"BAK1","predicted (intersection) + predicted (union)"
"BAMBI","predicted (union)"
"BARHL2","experimental (all) + predicted (intersection) + predicted (union)"
"BATF2","predicted (union)"
"BAX","predicted (union)"
"BAZ1B","predicted (union)"
"BAZ2B","predicted (union)"
"BBIP1","predicted (union)"
"BBOF1","predicted (union)"
"BBS12","predicted (union)"
"BBS4","predicted (union)"
"BBX","predicted (intersection) + predicted (union)"
"BCAP29","predicted (union)"
"BCAS2","predicted (intersection) + predicted (union)"
"BCAS3","predicted (union)"
"BCAS4","predicted (intersection) + predicted (union)"
"BCAT1","predicted (intersection) + predicted (union)"
"BCCIP","predicted (union)"
"BCKDHB","predicted (intersection) + predicted (union)"
"BCL10","predicted (intersection) + predicted (union)"
"BCL11A","predicted (union)"
"BCL11B","predicted (intersection) + predicted (union)"
"BCL2L1","predicted (union)"
"BCL2L13","predicted (union)"
"BCL2L14","predicted (intersection) + predicted (union)"
"BCL2L15","predicted (union)"
"BCL2L2-PABPN1","experimental (all) + predicted (intersection) + predicted (union)"
"BCL3","predicted (union)"
"BCL7C","predicted (intersection) + predicted (union)"
"BCL9L","predicted (intersection) + predicted (union)"
"BCLAF1","predicted (intersection) + predicted (union)"
"BCLAF3","predicted (intersection) + predicted (union)"
"BDH2","predicted (union)"
"BDNF","predicted (intersection) + predicted (union)"
"BDP1","predicted (intersection) + predicted (union)"
"BEAN1","predicted (intersection) + predicted (union)"
"BEND2","predicted (intersection) + predicted (union)"
"BEND3","predicted (intersection) + predicted (union)"
"BEND6","predicted (union)"
"BEST1","predicted (intersection) + predicted (union)"
"BEST2","predicted (union)"
"BEST3","predicted (union)"
"BEST4","predicted (union)"
"BET1","predicted (intersection) + predicted (union)"
"BEX3","predicted (union)"
"BFAR","predicted (union)"
"BHMT","predicted (union)"
"BHMT2","predicted (union)"
"BICC1","predicted (intersection) + predicted (union)"
"BICD1","predicted (union)"
"BICRA","predicted (union)"
"BICRAL","predicted (union)"
"BID","experimental (all) + predicted (intersection) + predicted (union)"
"BIRC2","predicted (intersection) + predicted (union)"
"BIRC3","predicted (union)"
"BIVM","predicted (union)"
"BLACE","predicted (union)"
"BLMH","experimental (all) + predicted (intersection) + predicted (union)"
"BLNK","predicted (intersection) + predicted (union)"
"BLOC1S2","predicted (union)"
"BLOC1S5","predicted (union)"
"BLOC1S6","predicted (intersection) + predicted (union)"
"BLZF1","predicted (union)"
"BMF","predicted (union)"
"BMP10","predicted (intersection) + predicted (union)"
"BMP2","predicted (union)"
"BMP3","predicted (intersection) + predicted (union)"
"BMP5","predicted (union)"
"BMP6","predicted (intersection) + predicted (union)"
"BMP8A","predicted (intersection) + predicted (union)"
"BMP8B","predicted (union)"
"BMPER","predicted (union)"
"BMPR1A","predicted (intersection) + predicted (union)"
"BMPR1B","predicted (intersection) + predicted (union)"
"BMPR2","predicted (union)"
"BMS1","predicted (intersection) + predicted (union)"
"BNC1","predicted (intersection) + predicted (union)"
"BNC2","predicted (union)"
"BNIP2","predicted (union)"
"BNIP3","predicted (union)"
"BOD1","predicted (intersection) + predicted (union)"
"BOD1L1","predicted (union)"
"BOD1L2","predicted (union)"
"BOLA1","predicted (union)"
"BOLA3","predicted (union)"
"BORCS7","predicted (intersection) + predicted (union)"
"BPIFA1","predicted (intersection) + predicted (union)"
"BPIFB4","predicted (union)"
"BPTF","predicted (intersection) + predicted (union)"
"BRAP","predicted (union)"
"BRCA1","predicted (union)"
"BRCC3","predicted (union)"
"BRD4","predicted (intersection) + predicted (union)"
"BRD7","predicted (intersection) + predicted (union)"
"BRF1","predicted (intersection) + predicted (union)"
"BRI3BP","predicted (union)"
"BRINP1","predicted (union)"
"BRMS1","predicted (union)"
"BRMS1L","predicted (union)"
"BROX","predicted (intersection) + predicted (union)"
"BRPF3","predicted (union)"
"BRWD1","predicted (union)"
"BRWD3","predicted (intersection) + predicted (union)"
"BSCL2","predicted (intersection) + predicted (union)"
"BSDC1","predicted (intersection) + predicted (union)"
"BSPRY","predicted (union)"
"BTBD1","predicted (intersection) + predicted (union)"
"BTBD11","predicted (union)"
"BTBD18","predicted (union)"
"BTBD19","predicted (intersection) + predicted (union)"
"BTBD6","predicted (intersection) + predicted (union)"
"BTBD7","predicted (union)"
"BTBD9","predicted (union)"
"BTC","predicted (intersection) + predicted (union)"
"BTD","predicted (intersection) + predicted (union)"
"BTF3","predicted (union)"
"BTF3L4","predicted (union)"
"BTG1","predicted (union)"
"BTG2","predicted (intersection) + predicted (union)"
"BTG4","predicted (intersection) + predicted (union)"
"BTLA","predicted (union)"
"BTN2A1","predicted (intersection) + predicted (union)"
"BTN2A2","predicted (intersection) + predicted (union)"
"BTN3A1","predicted (intersection) + predicted (union)"
"BTN3A2","predicted (intersection) + predicted (union)"
"BTNL3","predicted (union)"
"BTNL9","predicted (union)"
"BTRC","predicted (intersection) + predicted (union)"
"BVES","predicted (union)"
"BYSL","predicted (intersection) + predicted (union)"
"BZW1","predicted (union)"
"C10orf105","predicted (union)"
"C10orf62","predicted (union)"
"C10orf67","predicted (intersection) + predicted (union)"
"C10orf82","predicted (intersection) + predicted (union)"
"C11orf21","predicted (intersection) + predicted (union)"
"C11orf45","predicted (intersection) + predicted (union)"
"C11orf49","predicted (union)"
"C11orf54","predicted (intersection) + predicted (union)"
"C11orf65","predicted (union)"
"C11orf72","predicted (union)"
"C11orf74","predicted (intersection) + predicted (union)"
"C11orf86","predicted (union)"
"C11orf87","predicted (intersection) + predicted (union)"
"C11orf98","predicted (union)"
"C12orf4","predicted (intersection) + predicted (union)"
"C12orf49","predicted (intersection) + predicted (union)"
"C12orf65","predicted (intersection) + predicted (union)"
"C12orf66","predicted (intersection) + predicted (union)"
"C12orf73","predicted (intersection) + predicted (union)"
"C12orf74","predicted (union)"
"C14orf119","predicted (union)"
"C14orf180","predicted (union)"
"C14orf39","predicted (union)"
"C15orf40","predicted (intersection) + predicted (union)"
"C15orf41","predicted (union)"
"C15orf62","predicted (intersection) + predicted (union)"
"C15orf65","predicted (union)"
"C16orf54","predicted (union)"
"C16orf72","predicted (intersection) + predicted (union)"
"C16orf87","predicted (union)"
"C17orf80","predicted (union)"
"C18orf21","predicted (union)"
"C18orf54","predicted (union)"
"C19orf12","predicted (union)"
"C19orf24","predicted (union)"
"C19orf44","experimental (all) + predicted (intersection) + predicted (union)"
"C19orf47","predicted (intersection) + predicted (union)"
"C19orf73","predicted (union)"
"C1D","predicted (intersection) + predicted (union)"
"C1GALT1","predicted (union)"
"C1orf115","predicted (intersection) + predicted (union)"
"C1orf116","predicted (intersection) + predicted (union)"
"C1orf174","predicted (union)"
"C1orf198","predicted (union)"
"C1orf21","predicted (intersection) + predicted (union)"
"C1orf216","predicted (union)"
"C1orf226","predicted (intersection) + predicted (union)"
"C1orf35","predicted (union)"
"C1orf50","predicted (union)"
"C1orf52","predicted (intersection) + predicted (union)"
"C1orf54","predicted (intersection) + predicted (union)"
"C1orf56","predicted (union)"
"C1orf74","predicted (union)"
"C1QTNF2","predicted (intersection) + predicted (union)"
"C1QTNF3","predicted (union)"
"C1QTNF7","predicted (intersection) + predicted (union)"
"C1QTNF8","predicted (union)"
"C1QTNF9","predicted (union)"
"C2","predicted (union)"
"C20orf144","predicted (union)"
"C20orf187","predicted (union)"
"C21orf58","predicted (union)"
"C21orf91","predicted (union)"
"C2CD2","predicted (intersection) + predicted (union)"
"C2CD3","predicted (union)"
"C2CD5","predicted (intersection) + predicted (union)"
"C2CD6","predicted (union)"
"C2orf49","predicted (intersection) + predicted (union)"
"C2orf50","predicted (union)"
"C2orf66","predicted (union)"
"C2orf68","predicted (intersection) + predicted (union)"
"C2orf72","predicted (union)"
"C2orf80","predicted (union)"
"C2orf88","predicted (union)"
"C3","predicted (union)"
"C3orf14","predicted (intersection) + predicted (union)"
"C3orf18","predicted (union)"
"C3orf52","predicted (union)"
"C3orf70","predicted (union)"
"C4orf19","predicted (intersection) + predicted (union)"
"C4orf3","predicted (intersection) + predicted (union)"
