"Target","Evidence"
"FASLG","predicted (intersection) + predicted (union)"
"FASN","predicted (union)"
"FASTKD1","predicted (union)"
"FASTKD2","predicted (intersection) + predicted (union)"
"FATE1","predicted (union)"
"FAXC","predicted (intersection) + predicted (union)"
"FBH1","predicted (union)"
"FBLIM1","predicted (intersection) + predicted (union)"
"FBLN1","predicted (intersection) + predicted (union)"
"FBLN7","predicted (intersection) + predicted (union)"
"FBXL16","predicted (intersection) + predicted (union)"
"FBXL18","predicted (union)"
"FBXL2","predicted (union)"
"FBXL20","predicted (intersection) + predicted (union)"
"FBXL22","predicted (union)"
"FBXL3","predicted (intersection) + predicted (union)"
"FBXL4","predicted (union)"
"FBXL7","predicted (union)"
"FBXO11","predicted (intersection) + predicted (union)"
"FBXO22","predicted (intersection) + predicted (union)"
"FBXO3","predicted (union)"
"FBXO30","predicted (intersection) + predicted (union)"
"FBXO31","predicted (intersection) + predicted (union)"
"FBXO32","predicted (intersection) + predicted (union)"
"FBXO33","predicted (intersection) + predicted (union)"
"FBXO40","predicted (intersection) + predicted (union)"
"FBXO41","predicted (union)"
"FBXO45","predicted (union)"
"FBXO47","predicted (intersection) + predicted (union)"
"FBXO48","predicted (union)"
"FBXO5","predicted (union)"
"FBXO9","predicted (union)"
"FBXW2","predicted (intersection) + predicted (union)"
"FBXW8","predicted (intersection) + predicted (union)"
"FCAR","predicted (union)"
"FCF1","predicted (intersection) + predicted (union)"
"FCGR1A","predicted (union)"
"FCGR1B","predicted (union)"
"FCGR2A","predicted (union)"
"FCGR2B","predicted (intersection) + predicted (union)"
"FCGR3A","predicted (union)"
"FCGR3B","predicted (union)"
"FCHSD1","predicted (intersection) + predicted (union)"
"FCMR","predicted (intersection) + predicted (union)"
"FCN2","predicted (intersection) + predicted (union)"
"FCRL1","predicted (intersection) + predicted (union)"
"FCRL2","predicted (intersection) + predicted (union)"
"FCRL5","predicted (intersection) + predicted (union)"
"FCRLA","predicted (union)"
"FDFT1","predicted (union)"
"FDX1","predicted (union)"
"FEM1A","predicted (union)"
"FEM1B","predicted (union)"
"FEN1","predicted (union)"
"FER","predicted (intersection) + predicted (union)"
"FER1L6","predicted (union)"
"FERMT1","predicted (union)"
"FGA","predicted (union)"
"FGB","predicted (union)"
"FGD3","predicted (union)"
"FGD4","predicted (intersection) + predicted (union)"
"FGD5","predicted (union)"
"FGD6","predicted (union)"
"FGF1","predicted (union)"
"FGF10","predicted (intersection) + predicted (union)"
"FGF11","predicted (union)"
"FGF12","predicted (union)"
"FGF14","predicted (union)"
"FGF16","predicted (union)"
"FGF18","predicted (union)"
"FGF20","predicted (union)"
"FGFBP2","predicted (union)"
"FGFR1","predicted (union)"
"FGFR1OP","predicted (intersection) + predicted (union)"
"FGFR1OP2","predicted (union)"
"FGFR2","predicted (union)"
"FGFR3","predicted (intersection) + predicted (union)"
"FGFRL1","predicted (union)"
"FGL2","predicted (union)"
"FGR","predicted (union)"
"FHDC1","predicted (intersection) + predicted (union)"
"FHL2","predicted (intersection) + predicted (union)"
"FIBIN","predicted (intersection) + predicted (union)"
"FIG4","predicted (union)"
"FIGN","predicted (intersection) + predicted (union)"
"FIGNL1","predicted (union)"
"FILIP1","predicted (union)"
"FILIP1L","predicted (union)"
"FJX1","predicted (intersection) + predicted (union)"
"FKBP14","predicted (intersection) + predicted (union)"
"FKBP1A","predicted (union)"
"FKBP4","predicted (intersection) + predicted (union)"
"FKBP5","predicted (intersection) + predicted (union)"
"FKBP7","predicted (intersection) + predicted (union)"
"FKRP","predicted (intersection) + predicted (union)"
"FKTN","predicted (intersection) + predicted (union)"
"FLAD1","predicted (union)"
"FLCN","predicted (union)"
"FLG2","predicted (intersection) + predicted (union)"
"FLJ13224","predicted (union)"
"FLJ22447","predicted (intersection) + predicted (union)"
"FLRT2","predicted (union)"
"FLRT3","predicted (union)"
"FLVCR1","predicted (intersection) + predicted (union)"
"FLVCR2","predicted (union)"
"FLYWCH1","predicted (union)"
"FMN1","predicted (intersection) + predicted (union)"
"FMNL2","predicted (union)"
"FMNL3","predicted (union)"
"FMO1","predicted (intersection) + predicted (union)"
"FMO3","predicted (union)"
"FMOD","predicted (intersection) + predicted (union)"
"FMR1","predicted (intersection) + predicted (union)"
"FN1","predicted (union)"
"FNBP1L","predicted (intersection) + predicted (union)"
"FNDC3A","predicted (union)"
"FNDC3B","predicted (union)"
"FNDC5","predicted (union)"
"FOCAD","predicted (intersection) + predicted (union)"
"FOPNL","predicted (intersection) + predicted (union)"
"FOSL1","predicted (union)"
"FOSL2","predicted (intersection) + predicted (union)"
"FOXA1","predicted (intersection) + predicted (union)"
"FOXD4L4","predicted (intersection) + predicted (union)"
"FOXD4L5","predicted (intersection) + predicted (union)"
"FOXE1","predicted (union)"
"FOXF2","predicted (intersection) + predicted (union)"
"FOXJ1","predicted (union)"
"FOXJ2","predicted (intersection) + predicted (union)"
"FOXK1","predicted (union)"
"FOXL1","predicted (union)"
"FOXL2","experimental (all)"
"FOXN2","predicted (union)"
"FOXN3","predicted (union)"
"FOXO1","predicted (union)"
"FOXP1","predicted (intersection) + predicted (union)"
"FOXP2","predicted (union)"
"FOXQ1","predicted (intersection) + predicted (union)"
"FPGT","predicted (union)"
"FPR1","predicted (union)"
"FPR2","predicted (intersection) + predicted (union)"
"FPR3","predicted (intersection) + predicted (union)"
"FRA10AC1","predicted (union)"
"FRAS1","predicted (intersection) + predicted (union)"
"FREM2","predicted (union)"
"FRK","predicted (intersection) + predicted (union)"
"FRMD3","predicted (intersection) + predicted (union)"
"FRMD4B","predicted (union)"
"FRMD5","predicted (union)"
"FRMD6","experimental (all) + predicted (intersection) + predicted (union)"
"FRMPD4","predicted (intersection) + predicted (union)"
"FRRS1L","predicted (union)"
"FRS2","predicted (union)"
"FRYL","predicted (union)"
"FSBP","predicted (intersection) + predicted (union)"
"FSCB","predicted (union)"
"FSD1L","predicted (intersection) + predicted (union)"
"FSHB","predicted (union)"
"FST","predicted (intersection) + predicted (union)"
"FSTL1","predicted (union)"
"FSTL3","predicted (union)"
"FSTL4","predicted (union)"
"FTCD","predicted (union)"
"FTCDNL1","predicted (union)"
"FTL","predicted (intersection) + predicted (union)"
"FTO","predicted (intersection) + predicted (union)"
"FUBP1","predicted (intersection) + predicted (union)"
"FUNDC2","predicted (intersection) + predicted (union)"
"FUS","predicted (intersection) + predicted (union)"
"FUT10","predicted (union)"
"FUT11","predicted (intersection) + predicted (union)"
"FUT2","predicted (union)"
"FUT4","predicted (intersection) + predicted (union)"
"FUT6","predicted (union)"
"FUT8","predicted (union)"
"FUT9","predicted (intersection) + predicted (union)"
"FXN","predicted (intersection) + predicted (union)"
"FXR1","predicted (intersection) + predicted (union)"
"FXR2","predicted (union)"
"FXYD6-FXYD2","predicted (union)"
"FXYD7","predicted (union)"
"FYB1","predicted (union)"
"FYN","predicted (intersection) + predicted (union)"
"FYTTD1","predicted (union)"
"FZD1","predicted (intersection) + predicted (union)"
"FZD2","predicted (intersection) + predicted (union)"
"FZD3","predicted (intersection) + predicted (union)"
"FZD5","predicted (intersection) + predicted (union)"
"FZD6","predicted (union)"
"FZD7","predicted (intersection) + predicted (union)"
"FZD8","predicted (intersection) + predicted (union)"
"FZD9","predicted (union)"
"FZR1","predicted (union)"
"G3BP1","predicted (intersection) + predicted (union)"
"G3BP2","predicted (union)"
"G6PC","predicted (intersection) + predicted (union)"
"GAA","predicted (union)"
"GAB1","predicted (intersection) + predicted (union)"
"GAB2","predicted (union)"
"GAB3","predicted (intersection) + predicted (union)"
"GABARAPL1","predicted (union)"
"GABARAPL2","predicted (union)"
"GABBR1","predicted (intersection) + predicted (union)"
"GABPB1","predicted (union)"
"GABRA1","experimental (all) + predicted (intersection) + predicted (union)"
"GABRA3","predicted (union)"
"GABRB1","predicted (intersection) + predicted (union)"
"GABRB3","predicted (union)"
"GABRP","predicted (intersection) + predicted (union)"
"GABRR1","predicted (intersection) + predicted (union)"
"GAD1","predicted (union)"
"GADD45G","predicted (intersection) + predicted (union)"
"GADD45GIP1","predicted (union)"
"GAGE1","predicted (union)"
"GALC","predicted (intersection) + predicted (union)"
"GALK2","predicted (union)"
"GALM","predicted (union)"
"GALNT1","experimental (all) + predicted (intersection) + predicted (union)"
"GALNT11","predicted (union)"
"GALNT12","predicted (union)"
"GALNT13","predicted (intersection) + predicted (union)"
"GALNT15","predicted (union)"
"GALNT17","predicted (union)"
"GALNT2","predicted (union)"
"GALNT4","predicted (intersection) + predicted (union)"
"GALNT5","predicted (intersection) + predicted (union)"
"GALNT6","predicted (intersection) + predicted (union)"
"GALNT7","predicted (union)"
"GALNT8","predicted (intersection) + predicted (union)"
"GALP","predicted (intersection) + predicted (union)"
"GALR1","predicted (intersection) + predicted (union)"
"GAN","experimental (all)"
"GANAB","predicted (union)"
"GANC","predicted (union)"
"GAPVD1","predicted (union)"
"GAR1","predicted (union)"
"GAREM2","predicted (intersection) + predicted (union)"
"GART","predicted (union)"
"GAS2L3","predicted (union)"
"GAS7","predicted (union)"
"GASK1B","predicted (union)"
"GATA3","predicted (intersection) + predicted (union)"
"GATA5","predicted (union)"
"GATA6","predicted (union)"
"GATAD2B","predicted (intersection) + predicted (union)"
"GATC","predicted (union)"
"GATD1","predicted (union)"
"GBP2","predicted (intersection) + predicted (union)"
"GBP3","predicted (union)"
"GBP4","predicted (union)"
"GBP6","predicted (intersection) + predicted (union)"
"GBP7","predicted (union)"
"GBX2","experimental (all) + predicted (intersection) + predicted (union)"
"GCA","predicted (union)"
"GCC1","predicted (intersection) + predicted (union)"
"GCDH","predicted (union)"
"GCFC2","predicted (intersection) + predicted (union)"
"GCLM","predicted (intersection) + predicted (union)"
"GCM1","predicted (union)"
"GCM2","predicted (union)"
"GCN1","predicted (intersection) + predicted (union)"
"GCNT1","predicted (intersection) + predicted (union)"
"GCNT2","predicted (union)"
"GCOM1","predicted (union)"
"GDAP1","predicted (intersection) + predicted (union)"
"GDAP1L1","predicted (union)"
"GDAP2","predicted (intersection) + predicted (union)"
"GDE1","predicted (intersection) + predicted (union)"
"GDF11","predicted (intersection) + predicted (union)"
"GDF6","predicted (intersection) + predicted (union)"
"GDI1","predicted (union)"
"GDNF","predicted (intersection) + predicted (union)"
"GDPGP1","predicted (union)"
"GEMIN2","predicted (union)"
"GEMIN4","predicted (union)"
"GEMIN5","predicted (intersection) + predicted (union)"
"GEMIN7","predicted (intersection) + predicted (union)"
"GEMIN8","predicted (union)"
"GEN1","predicted (intersection) + predicted (union)"
"GFAP","predicted (union)"
"GFI1","predicted (union)"
"GFM1","predicted (union)"
"GFM2","predicted (union)"
"GFPT1","experimental (all) + predicted (intersection) + predicted (union)"
"GFRA1","predicted (intersection) + predicted (union)"
"GFRA2","predicted (intersection) + predicted (union)"
"GGA2","predicted (intersection) + predicted (union)"
"GGCX","predicted (intersection) + predicted (union)"
"GGH","predicted (union)"
"GGT6","predicted (intersection) + predicted (union)"
"GHITM","predicted (union)"
"GHR","predicted (intersection) + predicted (union)"
"GID4","predicted (intersection) + predicted (union)"
"GID8","predicted (union)"
"GIMAP1","predicted (intersection) + predicted (union)"
"GIMAP4","predicted (union)"
"GIMAP5","predicted (intersection) + predicted (union)"
"GIMAP6","predicted (intersection) + predicted (union)"
"GIMAP8","predicted (union)"
"GIN1","predicted (union)"
"GINM1","predicted (union)"
"GINS1","predicted (intersection) + predicted (union)"
"GINS2","predicted (intersection) + predicted (union)"
"GINS3","predicted (intersection) + predicted (union)"
"GINS4","predicted (union)"
"GIPC2","predicted (intersection) + predicted (union)"
"GIT2","predicted (intersection) + predicted (union)"
"GJA3","predicted (union)"
"GJA9","predicted (union)"
"GJB2","predicted (intersection) + predicted (union)"
"GJB4","predicted (union)"
"GJB7","predicted (union)"
"GJC1","predicted (intersection) + predicted (union)"
"GJD2","predicted (union)"
"GJD3","predicted (union)"
"GK","predicted (intersection) + predicted (union)"
"GK5","predicted (intersection) + predicted (union)"
"GLG1","predicted (union)"
"GLI3","predicted (intersection) + predicted (union)"
"GLIPR1","predicted (union)"
"GLIPR2","predicted (union)"
"GLIS3","predicted (union)"
"GLO1","predicted (union)"
"GLP2R","predicted (intersection) + predicted (union)"
"GLRA2","predicted (union)"
"GLRA3","predicted (intersection) + predicted (union)"
"GLRA4","predicted (union)"
"GLRX2","predicted (union)"
"GLS","predicted (union)"
"GLT1D1","predicted (union)"
"GLT8D1","predicted (intersection) + predicted (union)"
"GLT8D2","predicted (union)"
"GLUD1","predicted (union)"
"GLUD2","predicted (union)"
"GLUL","predicted (intersection) + predicted (union)"
"GLYAT","predicted (intersection) + predicted (union)"
"GLYATL1","predicted (intersection) + predicted (union)"
"GLYR1","predicted (intersection) + predicted (union)"
"GM2A","predicted (intersection) + predicted (union)"
"GMCL1","predicted (union)"
"GMEB2","predicted (union)"
"GMFB","predicted (union)"
"GMNC","predicted (union)"
"GMPR","predicted (intersection) + predicted (union)"
"GMPR2","predicted (union)"
"GNA12","predicted (union)"
"GNA14","predicted (intersection) + predicted (union)"
"GNAI2","predicted (intersection) + predicted (union)"
"GNAI3","experimental (all) + predicted (intersection) + predicted (union)"
"GNAL","predicted (intersection) + predicted (union)"
"GNAQ","predicted (intersection) + predicted (union)"
"GNAS","predicted (intersection) + predicted (union)"
"GNAT1","predicted (intersection) + predicted (union)"
"GNB1L","predicted (union)"
"GNB4","predicted (intersection) + predicted (union)"
"GNB5","predicted (union)"
"GNG10","predicted (intersection) + predicted (union)"
"GNG11","predicted (intersection) + predicted (union)"
"GNG12","predicted (intersection) + predicted (union)"
"GNG2","predicted (intersection) + predicted (union)"
"GNG4","predicted (intersection) + predicted (union)"
"GNG7","predicted (union)"
"GNL1","predicted (intersection) + predicted (union)"
"GNL3","predicted (union)"
"GNL3L","predicted (intersection) + predicted (union)"
"GNMT","predicted (intersection) + predicted (union)"
"GNPDA2","predicted (intersection) + predicted (union)"
"GNPNAT1","predicted (intersection) + predicted (union)"
"GNPTG","predicted (union)"
"GNRHR","predicted (union)"
"GOLGA2","predicted (union)"
"GOLGA3","predicted (intersection) + predicted (union)"
"GOLGA6A","predicted (intersection) + predicted (union)"
"GOLGA6B","predicted (intersection) + predicted (union)"
"GOLGA6C","predicted (intersection) + predicted (union)"
"GOLGA6D","predicted (intersection) + predicted (union)"
"GOLGA6L2","predicted (union)"
"GOLGA6L4","predicted (union)"
"GOLGA7","predicted (union)"
"GOLGA7B","predicted (intersection) + predicted (union)"
"GOLGA8B","predicted (union)"
"GOLGA8F","predicted (union)"
"GOLGA8H","predicted (union)"
"GOLGA8K","predicted (union)"
"GOLGA8M","predicted (union)"
"GOLGA8N","predicted (union)"
"GOLGA8O","predicted (union)"
"GOLGA8R","predicted (union)"
"GOLM1","predicted (union)"
"GOLPH3L","predicted (union)"
"GOLT1A","predicted (union)"
"GOLT1B","predicted (union)"
"GON4L","predicted (union)"
"GON7","predicted (union)"
"GOPC","predicted (intersection) + predicted (union)"
"GORASP1","predicted (intersection) + predicted (union)"
"GOSR1","predicted (intersection) + predicted (union)"
"GP6","predicted (union)"
"GPANK1","predicted (union)"
"GPAT2","predicted (union)"
"GPAT3","predicted (union)"
"GPATCH11","predicted (union)"
"GPATCH2","predicted (union)"
"GPATCH2L","predicted (intersection) + predicted (union)"
"GPATCH4","predicted (union)"
"GPATCH8","predicted (intersection) + predicted (union)"
"GPC3","predicted (intersection) + predicted (union)"
"GPC4","predicted (intersection) + predicted (union)"
"GPC5","predicted (union)"
"GPCPD1","predicted (union)"
"GPD2","predicted (intersection) + predicted (union)"
"GPKOW","predicted (intersection) + predicted (union)"
"GPLD1","predicted (intersection) + predicted (union)"
"GPM6A","predicted (union)"
"GPM6B","predicted (intersection) + predicted (union)"
"GPN2","predicted (intersection) + predicted (union)"
"GPR135","predicted (intersection) + predicted (union)"
"GPR137B","predicted (intersection) + predicted (union)"
"GPR139","predicted (union)"
"GPR151","predicted (union)"
"GPR155","predicted (union)"
"GPR156","predicted (intersection) + predicted (union)"
"GPR158","predicted (intersection) + predicted (union)"
"GPR160","predicted (union)"
"GPR161","predicted (intersection) + predicted (union)"
"GPR173","predicted (union)"
"GPR174","predicted (intersection) + predicted (union)"
"GPR180","predicted (intersection) + predicted (union)"
"GPR183","predicted (union)"
"GPR26","predicted (union)"
"GPR34","predicted (union)"
"GPR37","predicted (intersection) + predicted (union)"
"GPR37L1","predicted (union)"
"GPR39","predicted (union)"
"GPR50","predicted (union)"
"GPR63","predicted (intersection) + predicted (union)"
"GPR78","predicted (union)"
"GPR83","predicted (union)"
"GPR85","predicted (intersection) + predicted (union)"
"GPRC5B","predicted (union)"
"GPRIN2","predicted (intersection) + predicted (union)"
"GPRIN3","predicted (intersection) + predicted (union)"
"GPSM2","predicted (union)"
"GPX3","predicted (union)"
"GPX5","predicted (union)"
"GPX6","predicted (union)"
"GPX8","predicted (intersection) + predicted (union)"
"GRAMD1B","predicted (union)"
"GRAMD1C","predicted (intersection) + predicted (union)"
"GRAMD2B","experimental (all) + predicted (intersection) + predicted (union)"
"GRAMD4","predicted (union)"
"GRAP2","predicted (intersection) + predicted (union)"
"GRAPL","predicted (intersection) + predicted (union)"
"GREM2","predicted (union)"
"GRHL1","predicted (union)"
"GRIA2","predicted (union)"
"GRIA4","predicted (intersection) + predicted (union)"
"GRID1","predicted (union)"
"GRIK2","predicted (union)"
"GRIK3","predicted (intersection) + predicted (union)"
"GRIK4","predicted (intersection) + predicted (union)"
"GRIN2A","predicted (union)"
"GRIN2B","predicted (intersection) + predicted (union)"
"GRIN3A","predicted (intersection) + predicted (union)"
"GRK1","predicted (intersection) + predicted (union)"
"GRK3","predicted (intersection) + predicted (union)"
"GRK5","predicted (union)"
"GRM1","predicted (union)"
"GRM4","predicted (union)"
"GRM6","predicted (union)"
"GRPEL1","predicted (intersection) + predicted (union)"
"GRPEL2","predicted (union)"
"GRSF1","predicted (union)"
"GRWD1","predicted (union)"
"GSC2","predicted (intersection) + predicted (union)"
"GSDMA","predicted (union)"
"GSG1","predicted (union)"
"GSK3B","predicted (intersection) + predicted (union)"
"GSKIP","predicted (intersection) + predicted (union)"
"GSR","predicted (union)"
"GSTCD","predicted (union)"
"GSTK1","predicted (intersection) + predicted (union)"
"GSTM2","predicted (union)"
"GSTO2","predicted (union)"
"GTDC1","predicted (intersection) + predicted (union)"
"GTF2A1","predicted (union)"
"GTF2A2","predicted (intersection) + predicted (union)"
"GTF2B","predicted (intersection) + predicted (union)"
"GTF2F2","predicted (union)"
"GTF2H1","predicted (union)"
"GTF2H3","predicted (intersection) + predicted (union)"
"GTF2H5","predicted (intersection) + predicted (union)"
"GTF3C4","predicted (intersection) + predicted (union)"
"GTPBP10","predicted (intersection) + predicted (union)"
"GTPBP4","predicted (intersection) + predicted (union)"
"GTPBP8","predicted (union)"
"GTSF1L","predicted (union)"
"GUCA1C","predicted (union)"
"GUCY1A1","predicted (union)"
"GUCY1A2","predicted (intersection) + predicted (union)"
"GUCY2C","predicted (union)"
"GUF1","predicted (intersection) + predicted (union)"
"GULP1","predicted (union)"
"GVQW3","predicted (intersection) + predicted (union)"
"GXYLT1","predicted (union)"
"GYG1","predicted (union)"
"GYPA","predicted (union)"
"GYS1","predicted (union)"
"H2AFJ","predicted (intersection) + predicted (union)"
"H2AFV","predicted (intersection) + predicted (union)"
"H2AFX","predicted (union)"
"H3F3B","experimental (all) + predicted (intersection) + predicted (union)"
"H3F3C","predicted (intersection) + predicted (union)"
"H6PD","predicted (intersection) + predicted (union)"
"HABP2","predicted (intersection) + predicted (union)"
"HACD1","predicted (intersection) + predicted (union)"
"HACD4","predicted (intersection) + predicted (union)"
"HACE1","predicted (union)"
"HADHA","predicted (union)"
"HAL","predicted (union)"
"HAND1","predicted (intersection) + predicted (union)"
"HAND2","predicted (intersection) + predicted (union)"
"HAP1","predicted (intersection) + predicted (union)"
"HAPLN1","predicted (intersection) + predicted (union)"
"HARBI1","predicted (intersection) + predicted (union)"
"HAS2","predicted (intersection) + predicted (union)"
"HAS3","predicted (intersection) + predicted (union)"
"HAUS3","predicted (union)"
"HAUS6","predicted (intersection) + predicted (union)"
"HAVCR1","predicted (union)"
"HAVCR2","predicted (union)"
"HBB","predicted (union)"
"HBEGF","predicted (union)"
"HBP1","predicted (union)"
"HBS1L","predicted (intersection) + predicted (union)"
"HCAR1","predicted (intersection) + predicted (union)"
"HCAR2","predicted (union)"
"HCAR3","predicted (union)"
"HCFC2","predicted (intersection) + predicted (union)"
"HCN1","predicted (union)"
"HCN4","predicted (union)"
"HDAC2","predicted (intersection) + predicted (union)"
"HDAC3","predicted (intersection) + predicted (union)"
"HDAC4","predicted (intersection) + predicted (union)"
"HDAC7","predicted (union)"
"HDAC8","predicted (intersection) + predicted (union)"
"HDAC9","predicted (union)"
"HDDC3","predicted (union)"
"HDGFL1","predicted (intersection) + predicted (union)"
"HDGFL3","predicted (union)"
"HDHD2","predicted (union)"
"HDHD5","predicted (union)"
"HEATR5A","experimental (all)"
"HEBP2","predicted (intersection) + predicted (union)"
"HECA","predicted (union)"
"HECTD1","predicted (union)"
"HECTD2","predicted (intersection) + predicted (union)"
"HECW1","predicted (union)"
"HECW2","predicted (union)"
"HEG1","predicted (union)"
"HELLS","predicted (intersection) + predicted (union)"
"HELZ","predicted (intersection) + predicted (union)"
"HEPH","predicted (union)"
"HERC3","predicted (union)"
"HERC4","predicted (intersection) + predicted (union)"
"HERC6","predicted (union)"
"HERPUD2","predicted (union)"
"HEY2","predicted (union)"
"HEYL","predicted (intersection) + predicted (union)"
"HFE","predicted (union)"
"HGD","predicted (union)"
"HGF","predicted (union)"
"HGFAC","predicted (intersection) + predicted (union)"
"HGSNAT","predicted (intersection) + predicted (union)"
"HHIP","predicted (union)"
"HHIPL1","predicted (union)"
"HHLA2","predicted (union)"
"HIBCH","predicted (intersection) + predicted (union)"
"HIC2","predicted (union)"
"HIF1A","predicted (union)"
"HIF1AN","predicted (intersection) + predicted (union)"
"HIGD1A","predicted (union)"
"HIKESHI","predicted (union)"
"HILPDA","predicted (union)"
"HINT3","predicted (intersection) + predicted (union)"
"HIP1","predicted (intersection) + predicted (union)"
"HIPK1","predicted (intersection) + predicted (union)"
"HIPK2","predicted (intersection) + predicted (union)"
"HIPK3","predicted (intersection) + predicted (union)"
"HIRIP3","predicted (intersection) + predicted (union)"
"HIST1H2AH","predicted (union)"
"HIST1H2AI","predicted (union)"
"HIST1H2BD","predicted (union)"
"HIST1H2BG","predicted (union)"
"HK2","predicted (intersection) + predicted (union)"
"HLA-DOA","predicted (union)"
"HLA-DPA1","predicted (intersection) + predicted (union)"
"HLA-DPB1","predicted (union)"
"HLA-DQA1","predicted (union)"
"HLA-DQA2","predicted (union)"
"HLA-DRA","predicted (union)"
"HLA-DRB1","experimental (all) + predicted (intersection) + predicted (union)"
"HLA-DRB5","experimental (all) + predicted (intersection) + predicted (union)"
"HLA-G","predicted (union)"
"HLF","predicted (union)"
"HM13","predicted (intersection) + predicted (union)"
"HMBOX1","predicted (union)"
"HMCES","predicted (union)"
"HMGB1","experimental (all) + predicted (intersection) + predicted (union)"
"HMGB2","predicted (union)"
"HMGB3","predicted (intersection) + predicted (union)"
"HMGCLL1","predicted (union)"
"HMGCR","predicted (intersection) + predicted (union)"
"HMGCS1","predicted (union)"
"HMGN1","predicted (union)"
"HMGN3","predicted (union)"
"HMGN4","predicted (union)"
"HMGXB4","predicted (intersection) + predicted (union)"
"HMMR","predicted (union)"
"HMSD","predicted (union)"
"HMX1","predicted (union)"
"HMX3","predicted (union)"
"HNF1A-AS1","predicted (union)"
"HNF4A","predicted (intersection) + predicted (union)"
"HNF4G","predicted (union)"
"HNMT","predicted (intersection) + predicted (union)"
"HNRNPA0","predicted (intersection) + predicted (union)"
"HNRNPA2B1","predicted (union)"
"HNRNPA3","predicted (union)"
"HNRNPD","predicted (union)"
"HNRNPF","predicted (union)"
"HNRNPR","predicted (union)"
"HNRNPU","predicted (union)"
"HOMER1","predicted (intersection) + predicted (union)"
"HOMER2","predicted (intersection) + predicted (union)"
"HOMEZ","predicted (intersection) + predicted (union)"
"HOOK1","predicted (intersection) + predicted (union)"
"HOOK3","predicted (intersection) + predicted (union)"
"HOPX","predicted (union)"
"HOXA1","predicted (union)"
"HOXA11","predicted (union)"
"HOXA13","predicted (intersection) + predicted (union)"
"HOXA3","predicted (intersection) + predicted (union)"
"HOXA9","predicted (intersection) + predicted (union)"
"HOXB13","predicted (intersection) + predicted (union)"
"HOXB4","predicted (union)"
"HOXB5","experimental (all) + predicted (union)"
"HOXB9","predicted (intersection) + predicted (union)"
"HOXC10","predicted (union)"
"HOXC11","predicted (union)"
"HOXC13","predicted (union)"
"HOXC6","predicted (union)"
"HOXC8","predicted (intersection) + predicted (union)"
"HOXD4","predicted (union)"
"HOXD9","predicted (union)"
"HP1BP3","predicted (union)"
"HPCAL4","predicted (union)"
"HPGD","predicted (union)"
"HPRT1","predicted (union)"
"HPS1","predicted (union)"
"HPS5","predicted (intersection) + predicted (union)"
"HPSE","predicted (intersection) + predicted (union)"
"HPSE2","predicted (intersection) + predicted (union)"
"HPX","predicted (intersection) + predicted (union)"
"HRG","predicted (union)"
"HRH1","predicted (union)"
"HRK","predicted (union)"
"HS1BP3","predicted (union)"
"HS2ST1","predicted (intersection) + predicted (union)"
"HS3ST1","predicted (intersection) + predicted (union)"
"HS3ST3A1","predicted (union)"
"HS3ST3B1","predicted (intersection) + predicted (union)"
"HS6ST3","predicted (intersection) + predicted (union)"
"HSBP1","predicted (intersection) + predicted (union)"
"HSCB","predicted (union)"
"HSD11B1","predicted (intersection) + predicted (union)"
"HSD17B12","predicted (intersection) + predicted (union)"
"HSD17B3","predicted (union)"
"HSDL1","predicted (intersection) + predicted (union)"
"HSDL2","predicted (intersection) + predicted (union)"
"HSF2BP","predicted (union)"
"HSFY1","predicted (union)"
"HSFY2","predicted (union)"
"HSP90AA1","experimental (all) + predicted (intersection) + predicted (union)"
"HSPA12A","predicted (intersection) + predicted (union)"
"HSPA13","predicted (intersection) + predicted (union)"
"HSPA14","predicted (intersection) + predicted (union)"
"HSPA1B","predicted (union)"
"HSPA2","experimental (all)"
"HSPA4","predicted (union)"
"HSPA4L","predicted (intersection) + predicted (union)"
"HSPA6","predicted (intersection) + predicted (union)"
"HSPB3","predicted (intersection) + predicted (union)"
"HSPB7","predicted (intersection) + predicted (union)"
"HSPBAP1","predicted (union)"
"HSPD1","predicted (union)"
"HSPE1-MOB4","predicted (union)"
"HSPG2","predicted (union)"
"HSPH1","predicted (union)"
"HTR1D","predicted (intersection) + predicted (union)"
"HTR1F","predicted (union)"
"HTR4","predicted (union)"
"HTR5A","predicted (intersection) + predicted (union)"
"HTR5A-AS1","predicted (intersection) + predicted (union)"
"HTT","predicted (intersection) + predicted (union)"
"HUNK","predicted (intersection) + predicted (union)"
"HUS1","predicted (intersection) + predicted (union)"
"HYI","predicted (union)"
"HYKK","predicted (union)"
"IAH1","predicted (union)"
"IAPP","predicted (union)"
"IARS","predicted (union)"
"IBA57","predicted (union)"
"IBTK","predicted (union)"
"ICA1","predicted (intersection) + predicted (union)"
"ICAM1","experimental (strong) + experimental (all) + predicted (union)"
"ICE2","predicted (intersection) + predicted (union)"
"ICK","predicted (union)"
"ICOSLG","predicted (intersection) + predicted (union)"
"ID4","predicted (union)"
"IDH1","predicted (union)"
"IDI2","predicted (intersection) + predicted (union)"
"IDO2","predicted (intersection) + predicted (union)"
"IDS","predicted (union)"
"IER5","predicted (intersection) + predicted (union)"
"IER5L","predicted (union)"
"IFFO2","predicted (union)"
"IFI44","predicted (union)"
"IFI44L","predicted (union)"
"IFIT1","predicted (union)"
"IFIT2","predicted (intersection) + predicted (union)"
"IFIT5","predicted (union)"
