Gene	mean_raw_r_sq	best_raw_r_sq	mean_rmse	min_rmse	cor_value_R2_RMSE	cor_pvalue	cor_padj_BH	RMSE	R_squared
ENSG00000008282.10	-0.00494884408279117	0.0572923387182569	0.421997044202777	0.396703184638968	-0.281751044130423	0.430309813927541	0.901948999751615	0.384865255314693	0.200841636263756
ENSG00000037637.11	0.0126410401216427	0.0279693366621365	0.22524995493858	0.185855982200212	-0.516587821913597	0.12631102333461	0.711260788523261	0.253862278652482	0.108350012205169
ENSG00000054523.20	0.0546931900916994	0.136110163395145	0.444354824166918	0.356044839843786	-0.212567308935391	0.555456077538779	0.933510055845613	0.369013227526717	0.109463900300094
ENSG00000064393.16	0.0412595337485703	0.127271610375184	0.729937667685038	0.606896327542493	-0.0426324508984232	0.906910828609106	0.992270391541076	0.603600717902852	0.101624963657863
ENSG00000070669.17	0.0158721688284014	0.0176436305616492	0.721500879596164	0.583033408741401	0.192855291828509	0.593472712788934	0.941641577096543	0.839393606923169	0.113622116236457
ENSG00000070718.13	0.0166355746874796	-0.00884786024614592	0.558535339590234	0.47076552297152	0.184128440614676	0.610599093592453	0.946839936457757	0.434809860394294	0.11496711116904
ENSG00000076108.12	0.140581918871136	0.332204164148654	0.399791993173968	0.328885260881462	-0.56549700885216	0.0884370853315654	0.663756729350388	0.38265825160014	0.115016403059873
ENSG00000082258.13	0.0132444096395235	0.0979507479410304	0.37578986092575	0.290720946807603	-0.22162857744499	0.538307486449285	0.930951560827598	0.248147141843582	0.133528752098188
ENSG00000088448.14	0.0470656089788511	-0.0675672726410397	0.45563532362198	0.417310110645899	0.120259182415031	0.740704684400233	0.970459093654276	0.355154905838533	0.203219385677514
ENSG00000088812.18	0.105606629178009	0.0571487275298389	0.391458968673937	0.349401614571085	0.190254805662271	0.598557767811157	0.943376822881621	0.382063781369309	0.167496254045878
ENSG00000092108.22	-0.00308228223833893	0.0051805185787801	0.304941649781422	0.267355542469426	-0.250109717899709	0.485844279644952	0.918561625046609	0.262051588838263	0.100102638638752
ENSG00000095464.10	0.0247195366107243	0.17846432082068	1.028528231804	0.517169981978262	-0.0141397776568069	0.969075419723947	0.998327942387525	0.852649862647706	0.106687728609495
ENSG00000100632.11	0.0839948335447084	0.213297512186894	0.340988851261524	0.286787681566973	-0.606500396410193	0.0630282513579358	0.614138178459634	0.389148209352582	0.149369406337651
ENSG00000101104.13	-0.0165197650992158	0.0265759828739731	0.851067538859027	0.763390964551496	-0.198936841171853	0.581642960268208	0.939122710135782	0.907298375172858	0.113123534315927
ENSG00000101849.18	0.020094277603641	-0.00948838296455623	0.554190182481724	0.49835444573643	-0.147601049225614	0.684065460140967	0.959265132237432	0.503002527950167	0.10281021491495
ENSG00000102189.17	0.123605550227431	0.205682283884565	0.493843975938261	0.406827646033717	-0.0837156324303754	0.818150083202163	0.981701972534761	0.461833075774584	0.148999666608772
ENSG00000102805.16	0.0378000132500936	0.0324846561538797	0.400279347983262	0.353257035702136	-0.184747963011306	0.609377539004669	0.946626099810962	0.423119234988	0.126430927797495
ENSG00000104728.16	0.0768861426808108	0.101738944417589	0.979315493455286	0.669668334109667	-0.234223719390395	0.514831155783963	0.925781994802995	0.85208302554487	0.153022267858133
ENSG00000106299.8	0.0876326776165926	0.16605293156817	0.355716769245941	0.307800405222636	-0.050378972266215	0.890075274745702	0.990823073112944	0.471733647573864	0.104650119450135
ENSG00000108799.13	0.044437697590859	0.0284765272964878	0.429131247102959	0.354667742303893	-0.0313344822031533	0.931523080630254	0.994720925482559	0.388301207721155	0.11056741343984
ENSG00000109762.17	0.0508818437097708	0.0203858949095901	0.531373034958811	0.486715770459904	-0.00749148863755399	0.983613288287618	0.998938949831705	0.479901032240737	0.112099783798624
ENSG00000111647.13	0.0826816102259256	0.108304440181739	0.467015891466475	0.40174496971335	-0.517256623749962	0.125735336008961	0.710842790136426	0.367184023602616	0.106303909469412
ENSG00000111752.11	0.0327187119632567	0.109599045530819	0.490007003483767	0.413783306069855	-0.199704932195629	0.580155167696535	0.938938499487062	0.485689893967084	0.166726547004012
ENSG00000113282.14	0.0865160086836805	0.0885349181554052	0.346898253295519	0.312914761480269	-0.204636530240437	0.570636814987187	0.936521836302965	0.466354382848077	0.13255974594379
ENSG00000113522.14	0.127497417767115	0.175529898260887	0.512879303573628	0.456654522974761	-0.451603379298874	0.190135164682927	0.779202428744279	0.497445440180031	0.13411153125333
ENSG00000113658.18	0.0823996501420165	0.0994577543888758	0.429811100454522	0.365166015917687	0.148799578819675	0.681612660412343	0.958833216162566	0.36728009220339	0.144927084513932
ENSG00000114735.10	0.0443470718915259	0.0485119085437721	0.493640391004159	0.430816292134209	-0.593134393813874	0.0707013939766699	0.63162229613187	0.391639174984846	0.101981102077177
ENSG00000120533.13	0.00879717209672945	0.0104361751776377	0.41704017793922	0.373482664414803	-0.414778639854795	0.233316532148412	0.809989409022023	0.271946928753701	0.126193124509673
ENSG00000120733.15	0.102277990335823	0.164116574276882	0.349552286668951	0.290602430002971	-0.250177592584093	0.48572196742201	0.918561625046609	0.408804295800205	0.172468337430838
ENSG00000122435.11	0.0425688035635524	0.0531034803064421	0.366459385898545	0.328122215762313	-0.500043129043258	0.141073482978227	0.732878322626594	0.352830688592121	0.158163518068073
ENSG00000126870.16	0.050632982044012	0.0697426729269227	0.414730913203759	0.355107263375974	-0.0801245905250707	0.825848371413132	0.982522930618688	0.447796716593259	0.130069677405935
ENSG00000128607.14	0.0632487456364615	0.0457315302581892	0.405138604701823	0.36405780757556	-0.068373928300296	0.851129302054751	0.986318822011152	0.377470653711931	0.13425654472018
ENSG00000130150.12	0.0617651883553112	0.00159509437924243	0.420005336539715	0.366066918764781	0.290471219466899	0.415546127397673	0.897082066422279	0.516696719787498	0.107667098134622
ENSG00000130244.13	0.0289750304693526	-0.0376966867107997	0.435029391725195	0.38212699940781	0.306467527912139	0.38909864712119	0.887739266824701	0.348761069076091	0.14988832405601
ENSG00000130684.14	0.0836522401692208	0.159059845876664	0.549417734211518	0.48291888216679	0.0904653858219156	0.803718585172883	0.980629694709592	0.734749709099695	0.192984277382754
ENSG00000132872.12	-0.0109764017310859	0	8.82591261320716	8.51116913705279	0.00841320491161522	0.981597416864671	0.998938949831705	8.61940306464187	0.107716920814235
ENSG00000134899.24	0.0841426931884473	0.167417304616068	0.499383532509988	0.440754482602696	-0.42743788978973	0.217898580993835	0.796646552515663	0.587197452603095	0.152855872727572
ENSG00000135164.19	0.0615776166973928	0.0411984107371547	0.386332261984219	0.3455573021554	-0.160201483852884	0.658415497958874	0.954103659444582	0.425042969733547	0.191590097415258
ENSG00000138380.18	0.0993236631448227	0.143284055567498	0.464886221835499	0.363954726508937	-0.507825361279735	0.13400445464481	0.721684170074787	0.381878693269384	0.169639189187797
ENSG00000141378.15	0.0374802383668785	0.0310118027407901	0.494217159420369	0.386255171418976	-0.10595178317564	0.770814790632123	0.97643336005419	0.391346698266879	0.162703101493823
ENSG00000146350.14	0.130562722606442	0.156892736549265	0.517385150969798	0.450298434591771	0.148846520816659	0.681516647728914	0.958833216162566	0.669171435845931	0.102084372134726
ENSG00000147162.15	0.0479233129507513	-0.0573769421983099	0.38986573954372	0.353425265302614	0.249816436962502	0.486372933463242	0.918846828343411	0.588399226891818	0.181024566391612
ENSG00000147437.10	-0.00122947059356714	0.0740551122399157	0.745064222238859	0.607957767799024	-0.450232244519706	0.191651756533053	0.780139395227224	0.640952254677572	0.118665279227148
ENSG00000149311.20	0.104240662305172	0.103497321486503	0.488749431898627	0.41733278780449	-0.00145565787209037	0.996815755152031	0.999722166142862	0.32402306231381	0.128904456509003
ENSG00000151208.17	0.0523433368132106	-0.237958621268623	0.706527333362256	0.627601061413092	0.627497686315501	0.0521150315300039	0.586927351074477	0.660819216443042	0.140544242398805
ENSG00000157999.6	0.167846552782285	0.217987613220799	0.60191424286468	0.480835009904332	-0.382986856155192	0.274664364772379	0.836931429311464	0.774930502786686	0.19506267713635
ENSG00000162367.12	0.01482487292595	0.0156112947091944	0.669025745104436	0.58767319738738	-0.328244165579169	0.354456905588815	0.873773803499421	1.01534036382273	0.106019532662992
ENSG00000163660.12	0.0202425992835501	0.0815328317769383	0.394758899271355	0.330262419501511	-0.438696924287474	0.204690429381625	0.789008245138889	0.393183110411226	0.154552137112447
ENSG00000164066.13	0.131266480596921	0.227953402453512	0.561637708931247	0.449927081003408	-0.184596260619704	0.609676580788342	0.946662814059999	0.653491849786249	0.141543767474756
ENSG00000164169.13	0.069860473478319	0.129432891478416	0.3422964099931	0.273706983812809	-0.110445281650039	0.761326503748982	0.974393983096431	0.399982824302664	0.107506114830885
ENSG00000164403.15	-0.00811490955322167	-0.0335774473590449	1.22587922403673	1.0284331484359	0.563724712807025	0.0896626509312461	0.665417188920794	0.660661693661047	0.204273030415032
ENSG00000165424.7	0.0198459618121678	0.0390149587176861	0.692035128083139	0.591348749863243	0.0376261670804983	0.917809185266305	0.992890980530622	0.446594378416408	0.297410287992303
ENSG00000166507.19	0.0402900792254235	0.102634002486187	0.556827855110603	0.452225351985625	-0.611716651937595	0.0601887772648661	0.607080690252356	0.510123237919683	0.127702090845228
ENSG00000168538.16	0.0894420746296359	0.0105448184915675	0.383722468557986	0.352117678182376	0.149399225858667	0.680386483876187	0.958820152584499	0.424572560884688	0.129114700510973
ENSG00000168970.22	0.0935581114898067	0.0546876822973867	0.696740623564165	0.609373586188755	-0.128429771478368	0.723648079997055	0.965754766501817	0.736010452876858	0.222929458288968
ENSG00000169203.18	0.0282510904635891	-0.0351710734562281	2.29823758437611	0.968576230134498	0.293969624027	0.409691206049216	0.894169378640407	0.990897304356804	0.219701848153302
ENSG00000169989.3	0.0432351853241689	0.00640272994011959	0.937643451690814	0.603548909211708	-0.02248737961387	0.95083372463566	0.996183055020943	1.15335391002474	0.112614707461601
ENSG00000174106.3	0.10695014855762	0.0684665456419287	0.365001478319593	0.314347831146387	-0.507514106423866	0.134282908001349	0.722223631623266	0.39311731021462	0.10666833093974
ENSG00000174483.20	0.00102193891333718	0.0863240855359959	0.50331914787464	0.451450776841389	-0.823448866116727	0.00341471506569815	0.235404157398022	0.639199566586209	0.108503939325449
ENSG00000174989.13	0.0643637643192093	0.0785517598449762	0.386099523149783	0.311143582824318	-0.450289359910858	0.191588441088998	0.780139395227224	0.346205005235939	0.160322316531727
ENSG00000175395.16	0.074122806845746	0.0932301553710315	0.40279067474362	0.354469299986125	0.0285245839737051	0.937653217643112	0.994776664525783	0.510852966831402	0.100990839264274
ENSG00000176183.8	-0.0282505431098548	-0.14811784894103	0.947270370020072	0.471998988730277	0.326163587740347	0.35769727946265	0.875102323939276	0.546632938951131	0.113389290861809
ENSG00000177600.9	0.130373958504249	0.159174096066481	0.497260202413592	0.40750389627203	-0.191612254906864	0.595901409455097	0.942593988948404	0.451507902602881	0.108487502866355
ENSG00000184465.16	0.0387540189650142	-0.032249260762016	0.541095141248451	0.452826470540504	0.728968878743361	0.0167631471585469	0.446584292995859	0.4669110528442	0.13400034276911
ENSG00000184863.11	0.0676203944755589	0.0187470300746604	0.283708661969927	0.24727916835951	0.254122306390199	0.47863639648169	0.916943816588858	0.219218840425137	0.211542619762243
ENSG00000185291.12	-0.00607593217538962	0.0345869611729125	0.547282332579212	0.475995777879945	-0.159504249684745	0.659826739738184	0.954103659444582	0.50100065913455	0.104422235243176
ENSG00000188177.15	0.113635661609475	0.163342906795324	0.487644625599637	0.433094897261392	-0.477325862457191	0.16299132448151	0.75759699777007	0.475387116893693	0.12802686399343
ENSG00000196387.10	0.0458746719262721	0.0533427381038131	0.534581341661226	0.35924633790795	-0.377503024947777	0.282172976342245	0.839808671122527	0.480591827718531	0.137122145167567
ENSG00000196792.12	0.032567512505464	-0.0418938394974546	0.454390704471876	0.386347765522596	-0.217979428614772	0.545187982394301	0.932374125969957	0.341159835968801	0.109481725585239
