Gene	mirnaTG
ENSG00000076108.12	no
ENSG00000114395.11	no
ENSG00000288701.1	yes
ENSG00000284862.3	no
ENSG00000101265.16	no
ENSG00000280355.1	no
ENSG00000258302.2	no
ENSG00000278616.1	no
ENSG00000235605.1	no
ENSG00000087085.16	no
ENSG00000186281.13	no
ENSG00000251991.1	no
ENSG00000230005.2	no
ENSG00000175513.10	no
ENSG00000277504.1	no
ENSG00000100604.13	no
ENSG00000207870.1	no
