Gene	mean_raw_r_sq	best_raw_r_sq	mean_rmse	min_rmse	cor_value_R2_RMSE	cor_pvalue	cor_padj_BH	mirnaTG
ENSG00000120948.19	0.110570686721714	0.577170011451559	0.150724492536086	0.127236600407237	-0.0980713476117757	0.787520404703359	0.977626027469024	no
ENSG00000135829.17	0.113477060268077	0.239244333705156	0.245170133607312	0.204177362870979	-0.696616442360202	0.0252019059835106	0.492008807543961	yes
ENSG00000138107.13	0.0609210113491945	0.276922583766544	0.250379189131385	0.213071696538813	-0.596299669051335	0.0688320574117319	0.627733142746919	yes
ENSG00000176087.16	0.112756073453258	0.546260331658647	0.250360935071647	0.217783100216774	-0.463304845819579	0.177479540928319	0.76796950054371	no
ENSG00000135966.14	0.0860720811493552	0.245120960879169	0.288099952950273	0.22495736568556	-0.710750755660621	0.0212228297575177	0.472406826701448	no
ENSG00000076201.16	0.0773215219872775	0.329014438004097	0.286992209666947	0.226185485294272	-0.661752361985666	0.037141275151368	0.539566058877066	no
ENSG00000107882.12	0.0585422568939888	0.21395627133487	0.302172007067056	0.227973568423728	-0.40286331146636	0.24837479600807	0.819009879144158	no
ENSG00000087302.9	0.0536520886897469	0.209949699789431	0.2988655995377	0.233322583255018	-0.121632182278935	0.737831131476325	0.969997359855263	no
ENSG00000180228.14	0.134231341251124	0.207508024184537	0.296693484477084	0.236586471021479	-0.378996296346819	0.280117471564911	0.838302153283674	no
ENSG00000133884.11	0.0743142817806539	0.355551288591977	0.290966340475615	0.242583908975499	-0.285460116350499	0.424000768309492	0.899272166538623	no
ENSG00000196072.12	0.0149404853554846	0.210124831062983	0.301622243289607	0.243762277325331	-0.508223303782662	0.133648967159695	0.721526946990007	no
ENSG00000156697.13	0.0493576256122124	0.20298892033356	0.290261971059606	0.247221247053905	-0.605729651381366	0.0634551228089082	0.615562370691839	no
ENSG00000163950.13	0.0474555565659341	0.210784539385468	0.358944536810115	0.248020745344015	-0.741796574599377	0.0140449470464719	0.421263290502967	yes
ENSG00000125352.6	0.115879630505604	0.302953161324039	0.312476362095517	0.248462631698831	-0.717283489216921	0.0195396192158113	0.463134511360983	no
ENSG00000170855.4	0.0726988207329393	0.225442786960721	0.299435786385503	0.254236375468706	-0.186112448620431	0.606690155084296	0.945977590985948	no
ENSG00000081019.14	0.140876452359577	0.290644366428785	0.351468830224188	0.260623859651474	-0.559254691937862	0.0928018368824871	0.671378615762716	no
ENSG00000115827.14	0.088134031632832	0.210386881950386	0.342183976519625	0.263738183466799	-0.409835975286698	0.239498789972245	0.813296609730087	no
ENSG00000139579.13	0.0709186451238165	0.30125750141764	0.296237209970251	0.265183597558508	-0.362847963397771	0.302775152743811	0.849532777622104	no
ENSG00000101972.20	0.0927204135565567	0.314353792388676	0.359159724478241	0.266469326837108	-0.501571097243044	0.139667945937103	0.730544299217253	yes
ENSG00000134987.13	0.11841469974663	0.236101078592051	0.327319713632876	0.267818379367364	-0.359356708868606	0.307797366616277	0.853019907092606	no
ENSG00000146463.12	0.0955159687545043	0.206496091296904	0.336610631149568	0.270187508691893	-0.306032099036681	0.389807495478542	0.888164111234109	yes
ENSG00000029363.17	0.10800909872899	0.248249975722651	0.293674416118524	0.270904169326221	-0.550931405639678	0.0988319867245235	0.679081673571361	no
ENSG00000082516.9	0.0860567555156024	0.257821987734	0.322001953597942	0.272472982413823	-0.375778236452491	0.28455727692676	0.840524330616055	yes
ENSG00000240682.10	0.129796866399493	0.261267415660672	0.338562244369435	0.276099611707563	-0.545042629483001	0.103244963400067	0.684256996743545	no
ENSG00000166783.22	0.115490586584199	0.227757684729401	0.347288419152863	0.276347547633977	-0.485936573623055	0.154457845139514	0.750842592500508	no
ENSG00000102119.12	0.144039928048327	0.215002120402315	0.313242236081357	0.276448875417816	-0.103636316347599	0.775714822708715	0.976553830874979	no
ENSG00000106803.10	0.202274862579829	0.235383438060619	0.314263724547084	0.277368946220133	-0.357156517850654	0.310984776328459	0.854425339042742	yes
ENSG00000023318.9	0.0621363539405095	0.279732764395995	0.312752158205427	0.278748682456866	-0.422726117591266	0.223567095697966	0.800422991743818	yes
ENSG00000148308.18	0.0701577524759008	0.261586984723793	0.361292198320349	0.279342470221335	-0.564864353095773	0.0888733354045293	0.664139045997237	no
ENSG00000166716.10	0.0843027409787432	0.243825665994533	0.338014365562758	0.279423844065611	-0.723091141730741	0.0181228363799723	0.455331104041725	yes
ENSG00000167118.11	0.0981715337227317	0.204841433148209	0.296392938377766	0.279961614087552	-0.378391098178271	0.280949553895617	0.838853263279101	no
ENSG00000186063.13	0.0800188989591311	0.220377070014995	0.393913653888744	0.28046925020398	-0.179111444080268	0.620523121389161	0.948847862573997	no
ENSG00000114956.20	0.121751336581569	0.295254595521121	0.33366388987904	0.283157092353302	-0.388224735877132	0.267595284181754	0.83308484094207	no
ENSG00000129084.18	0.0874378180810716	0.237851664762496	0.327981051447771	0.283554447433007	-0.587176814959613	0.0743088451578569	0.63901733220892	no
ENSG00000107874.11	0.0913638567645853	0.245277186205128	0.365406221501329	0.283624589627411	-0.794977864308005	0.00598593977832324	0.302129746542797	no
ENSG00000172586.8	0.0984057932215413	0.312504144746915	0.380966334035222	0.284356625107252	-0.295648912947254	0.406894734134536	0.893574332304387	no
ENSG00000228474.6	0.0887262108822142	0.240648285146702	0.321564795962883	0.284515159795495	-0.30013737468486	0.399465046066668	0.891053369100154	no
ENSG00000088179.9	0.11517886889377	0.246253737510611	0.347386627176251	0.284696008696731	-0.92477865032306	0.000127817751180837	0.0208539577118888	yes
ENSG00000027847.14	0.0537448511980812	0.222905521655039	0.364742799195474	0.284816198073464	-0.694516547560081	0.0258336919453276	0.496187353573453	no
ENSG00000111832.13	0.105080528406091	0.295947174159775	0.325460348550267	0.285406326075768	-0.53084452563092	0.114390577994004	0.696935686951829	no
ENSG00000100632.11	0.0839948335447084	0.213297512186894	0.340988851261524	0.286787681566973	-0.606500396410193	0.0630282513579358	0.614138178459634	no
ENSG00000165494.12	0.0944662155978333	0.217937887874171	0.36828579023462	0.287358664629542	-0.528517950560888	0.11628573554844	0.699066525238478	no
ENSG00000204304.12	0.0261213966044797	0.246071457627005	0.32614023934322	0.287973294993735	-0.535258483679755	0.110848523995565	0.6937526731099	no
ENSG00000159140.23	0.166603082372996	0.221117055543652	0.334002245042264	0.288025402407842	-0.453993442209718	0.187508434059468	0.776116699829722	no
ENSG00000221983.8	0.160490367743693	0.22564060909709	0.370760091470612	0.289810106571314	-0.325636884654177	0.35851993680066	0.875110840295592	no
ENSG00000100567.13	0.0977251831832662	0.250736925953088	0.332786848841719	0.290475179047027	-0.324375465388838	0.360493997605065	0.875279959533155	no
ENSG00000218283.2	0.117771471458008	0.209337044015838	0.361525444015565	0.291247694977806	-0.460807044431391	0.180137873718076	0.769846012026686	no
ENSG00000110046.14	0.0382080430331	0.201662639902231	0.36798423130595	0.291722697052985	-0.390551031234322	0.264488010596376	0.83070576650177	no
ENSG00000187147.19	0.0751359280168394	0.263021037584695	0.338789830392784	0.292162658613024	-0.682533910046672	0.0296475892364245	0.523634135964128	no
ENSG00000160014.17	0.0402422305152086	0.235343112091872	0.342698811304719	0.292233583379217	-0.387521905236653	0.268537981208915	0.833750743537692	no
ENSG00000137337.16	0.0549802464987914	0.300177587253634	0.406741486003242	0.29229075587896	-0.779573722660384	0.00783940710843121	0.342865164706822	no
ENSG00000180398.13	0.143982194362578	0.315644931335012	0.315802809036424	0.292938231121989	-0.551889061532421	0.0981258550460406	0.676799338960826	yes
ENSG00000011451.21	0.057620394875553	0.293983309102419	0.35266548525278	0.292952322986271	-0.234535653609399	0.51425518863467	0.925781994802995	no
ENSG00000162378.13	0.126662322925058	0.238081837708126	0.339251680810398	0.295345752809386	-0.320008751698028	0.36736951024086	0.878852679086395	yes
ENSG00000070061.16	0.0823084081511983	0.248267360139781	0.350117625839657	0.295447928828966	-0.462971103992302	0.177833377407742	0.76796950054371	no
ENSG00000083093.11	0.0742002159097412	0.213669880627933	0.340556936491177	0.295697741673775	-0.437262286797909	0.206346979688799	0.789209767082266	no
ENSG00000099817.12	0.068799429744222	0.247861145810889	0.346964899979741	0.296680092020476	-0.386716718113113	0.269620197641043	0.834142753568778	no
ENSG00000077312.9	0.169801131467502	0.216625488991965	0.363667417463899	0.298254198860504	-0.636007735552691	0.0480759416470595	0.57764184654629	no
ENSG00000148358.21	0.0951348460052858	0.2611660413121	0.385382061469937	0.298569199804308	-0.716168548365438	0.0198201133684894	0.463479672324171	no
ENSG00000058272.19	0.134972869726323	0.211322619798567	0.378161724306735	0.298572063874655	-0.645814944911572	0.0436867391013497	0.561480492437863	yes
ENSG00000232388.5	0.116630842051905	0.216826473807853	0.370437207154357	0.299521126933834	-0.669611655299445	0.0341722533995304	0.531821665574238	no
ENSG00000125970.12	0.091120258709112	0.259995953511471	0.335876800305685	0.299893890660756	-0.820473875089262	0.00363684938453959	0.241594196028006	no
ENSG00000102977.18	0.0926626345366679	0.229816478104726	0.399239694315672	0.301634279497242	-0.516570669425616	0.126325809187661	0.711260788523261	no
ENSG00000114933.16	0.109858911794528	0.206361704781657	0.34334297906054	0.30215047867075	-0.288168823516275	0.419420774000907	0.898680792600468	yes
ENSG00000256053.9	0.117268256886331	0.313433210847718	0.372038150600862	0.302895244990451	-0.72737313460548	0.0171250240596231	0.450567394178996	no
ENSG00000107021.16	0.0317911602346592	0.215593321785331	0.339913035141548	0.30417452722923	-0.51472929167236	0.127919359933779	0.71405524154124	no
ENSG00000072803.18	0.138795348999565	0.333009349352295	0.359860194162227	0.305097620703317	-0.838717129920851	0.00242495377423532	0.195670047206912	yes
ENSG00000116580.20	0.133504841984828	0.258680910013058	0.351038764464953	0.30541855386684	-0.240814181594546	0.502719518108293	0.921750748422825	no
ENSG00000100211.12	0.107600439122672	0.343063687567057	0.372890655205092	0.305871373973063	-0.65960322023854	0.0379824920321386	0.544384626311757	no
ENSG00000090905.19	0.0987977485427794	0.257912645026693	0.357956949922867	0.305993417236642	-0.654612193278858	0.0399854556903608	0.548926547050197	no
ENSG00000173141.5	0.129582060955075	0.227981995601876	0.361282454838532	0.306021504827141	-0.166376112476328	0.645960475788412	0.951024233454168	no
ENSG00000108055.11	0.0741787184282295	0.265485842254217	0.360189072928495	0.306027206185802	-0.452926661800531	0.188678197735911	0.777657827904329	yes
ENSG00000090266.13	0.08396815276899	0.209918821351524	0.390234788098909	0.306511734867968	-0.841645935393247	0.00226197587555258	0.187617630303514	no
ENSG00000231043.3	0.0373099667481835	0.211574739928762	0.384988929694864	0.307805921879794	-0.627441688716128	0.0521423301722392	0.586927351074477	no
ENSG00000204576.12	0.0789810760255513	0.408247740191478	0.359928047373909	0.308737238194264	-0.633286296685595	0.04934405730361	0.583308072232382	no
ENSG00000165671.22	0.124869775846901	0.223687162858872	0.37879691340658	0.309540040739271	-0.379017934767116	0.280087745802189	0.838302153283674	no
ENSG00000103653.17	0.0899121108776814	0.223309072325613	0.373175364265209	0.309829312327083	-0.386858687278837	0.269429210290698	0.834058041309245	no
ENSG00000156411.10	0.147919301515001	0.341274725333505	0.380192921992444	0.310399936517354	-0.43583472638084	0.20800302811072	0.790538669030504	no
ENSG00000145050.19	0.093999716982869	0.25156525097588	0.359779826180033	0.310837457550139	-0.373395186893895	0.287869340194931	0.84286810009424	no
ENSG00000087086.15	0.0856811582575521	0.233664416143288	0.469832580131595	0.310877985843289	-0.594020556172302	0.070174753334815	0.63162229613187	no
ENSG00000124486.15	0.147601115484021	0.230645905994264	0.37655901158867	0.310892638302102	-0.523019908150095	0.120841852432255	0.704769396990205	yes
ENSG00000115816.15	0.10660698321826	0.356665219783543	0.34917199387344	0.311422446591566	-0.162511881405201	0.653746077433562	0.95261242630838	no
ENSG00000116685.17	0.0815160054726625	0.216283457901451	0.357733856452489	0.311859822212438	-0.0959520966900687	0.792026601051794	0.978162749753326	no
ENSG00000004766.17	0.0759532323103777	0.227867103089451	0.391774597063891	0.313004789938821	-0.64393000157089	0.0445085980550901	0.565160625264409	no
ENSG00000165060.15	0.055881624304495	0.221768842383274	0.357394591537791	0.313562549830379	-0.293264761618708	0.410867701011891	0.894169378640407	no
ENSG00000187514.17	0.107255589753106	0.219127921697451	0.383441520832339	0.313925874502054	-0.691995170263215	0.0266065256948715	0.503588054807178	no
ENSG00000120071.15	0.0919413906439461	0.204619651129728	0.372162489605692	0.314526427416082	-0.767240357579309	0.009590857028362	0.372964334264167	no
ENSG00000167562.14	0.0415191971384058	0.201802121332902	0.45758990571863	0.31598760307884	-0.31450262280178	0.376130979355826	0.882386179688823	no
ENSG00000156860.16	0.0613639732972574	0.259335609805795	0.351394358292139	0.316617759403072	-0.281687138551779	0.430418894739696	0.901948999751615	no
ENSG00000138081.22	0.144781841793697	0.289005862613524	0.415484634194361	0.317254622456764	-0.229500062111567	0.523585597579324	0.928188653880746	no
ENSG00000204435.15	0.138982369952041	0.265796607981014	0.377314285959644	0.318566952654961	-0.252798684065019	0.481008875246847	0.917572243234633	no
ENSG00000137942.18	0.0665750391678123	0.221475855627625	0.414338028760737	0.319685381394854	-0.375733148460641	0.284619750548268	0.840524330616055	yes
ENSG00000125633.11	0.1472331093807	0.313351936921571	0.362097657175313	0.320094771083629	-0.776527046722413	0.00824902868049314	0.351044740662459	no
ENSG00000126267.11	0.115581670617443	0.312128967919295	0.395987292589669	0.321322489391003	-0.185855665530962	0.607195571985248	0.945977590985948	yes
ENSG00000112624.14	0.102232741754825	0.218681814921134	0.413246555448603	0.322011243958269	-0.483097561236694	0.157240850644634	0.753243497200187	yes
ENSG00000091157.15	0.125836265120123	0.230743853294873	0.388050294651854	0.322346923865304	-0.631910358204675	0.0499936020569877	0.583308072232382	no
ENSG00000168036.18	0.0773943816798604	0.219276350225755	0.388391474818483	0.322484962675965	-0.276232637182766	0.43977617947065	0.904361440615878	yes
ENSG00000179119.15	0.123678152107176	0.27582969768607	0.381921413968666	0.32294649419562	-0.700246791064082	0.024134804132407	0.491209298728206	no
ENSG00000143337.19	0.0900410361481443	0.202164087661771	0.385781401256716	0.323133114957971	-0.488421466401838	0.152046590734491	0.746938371885146	yes
ENSG00000048405.11	0.113846548609806	0.243402880391106	0.372466728633555	0.323409016305369	-0.244435256986139	0.496116570672387	0.920055062594064	no
ENSG00000197863.9	0.0510956251366943	0.202065914199924	0.372747131010676	0.325102716909101	-0.6840750225858	0.0291368520617228	0.520313110938916	no
ENSG00000086200.17	0.0887671423380323	0.27096151982762	0.372190571989026	0.325312805482147	-0.530902977868398	0.114343215285385	0.696935686951829	no
ENSG00000182899.17	0.10476261392795	0.246941413107275	0.412649528005712	0.325439604718548	-0.367887138708731	0.295603456910052	0.846323565843438	no
ENSG00000136950.13	0.0871171135092888	0.231472927552724	0.353388066074445	0.325661469276309	-0.580032253396173	0.0787900086519191	0.647726628825342	no
ENSG00000108518.8	0.105969108618458	0.212768163866885	0.364366855625653	0.325684448429469	-0.642281277491437	0.0452358961903676	0.566049178877697	yes
ENSG00000168438.15	0.102028047938514	0.200666343787861	0.437424241491502	0.326558111199715	-0.177940541970552	0.622847289251284	0.949067912070219	no
ENSG00000253341.1	0.120356426097754	0.290921655890343	0.408545049542191	0.326666278913664	-0.3376102365486	0.340054364488611	0.868264281990296	no
ENSG00000171530.15	0.0754559587420257	0.218229425751382	0.362073123617663	0.326705585609794	-0.339694952758249	0.336889993730652	0.866319468864934	no
ENSG00000198205.7	0.140726944468848	0.225155070292202	0.37650535866313	0.327142374352021	-0.215150932869738	0.550544932672118	0.933510055845613	no
ENSG00000157500.12	0.120770036395222	0.21826547363543	0.389091462978902	0.32756343885212	-0.802223235210289	0.00523244064876232	0.281952290431116	yes
ENSG00000082805.21	0.10707403555818	0.231481994917491	0.41677931172647	0.328142519112027	-0.348278942395045	0.324020672604351	0.858676470532228	no
ENSG00000185722.18	0.17967979622096	0.331834355812433	0.392110023301822	0.32875397299743	-0.30905216176646	0.384903946380147	0.88527927316325	no
ENSG00000076108.12	0.140581918871136	0.332204164148654	0.399791993173968	0.328885260881462	-0.56549700885216	0.0884370853315654	0.663756729350388	no
ENSG00000100354.21	0.124124325881908	0.262019002258734	0.368358032977008	0.329169914082022	-0.547668197144004	0.101262308257114	0.681366815330329	yes
ENSG00000130175.10	0.070515419547445	0.258438047445887	0.368247918248649	0.330480757464418	-0.699363492837047	0.0243915261131335	0.491209298728206	no
ENSG00000066379.15	0.105601922413739	0.200059437262888	0.372381014684999	0.331422704539334	-0.677850199199798	0.0312372098962309	0.526086108004078	no
ENSG00000185129.8	0.115586552763072	0.280100709252116	0.455070524749432	0.331710399848005	-0.574678768825893	0.0822598025446004	0.655432879220103	yes
ENSG00000114942.14	0.0843311312931746	0.26761589704208	0.398510051459299	0.332674547024366	-0.572364178428231	0.0837899474835847	0.655432879220103	no
ENSG00000214160.10	0.137254868113791	0.320335313203807	0.407012422391485	0.332744086972149	-0.665004410469373	0.0358924299061416	0.536592696856265	no
ENSG00000103549.22	0.0748064576514047	0.234139898202199	0.43715231361051	0.333278284372041	-0.6268409144801	0.0524358031431856	0.587846656208322	no
ENSG00000188786.10	0.110995308908003	0.212559809086033	0.384386646452007	0.334865003886339	-0.646148293188258	0.0435424615734076	0.561480492437863	no
ENSG00000230590.13	0.145748601109389	0.211938045410879	0.464051481973176	0.335120530780956	-0.34881025748892	0.323232629074013	0.858663728261364	no
ENSG00000154832.16	0.0580500725000584	0.216917630066409	0.414161169758864	0.335635684181833	-0.580405524801466	0.0785516706846733	0.6475812787232	no
ENSG00000177119.17	0.117582693392104	0.249438315903731	0.434567130620884	0.335686376667025	-0.604756692267207	0.0639966924504741	0.616986294033889	yes
ENSG00000132661.4	0.0634890190310964	0.211209242475846	0.385204412844366	0.336202378846687	-0.440767632251026	0.202313047636214	0.787077518166963	no
ENSG00000119705.10	0.137020858972711	0.220574321863751	0.4013748502018	0.337184631830867	-0.360414757290666	0.30627073826949	0.852733549195897	no
ENSG00000130856.18	0.120467813251991	0.214831253579318	0.435652236624644	0.337999085318454	-0.430599875847483	0.214141184524399	0.793545527350775	yes
ENSG00000127481.15	0.171153458949338	0.253314530270182	0.379894266815439	0.33845544981783	-0.55079290080566	0.0989343800259535	0.679081673571361	yes
ENSG00000123144.11	0.160946424312585	0.228375242357248	0.379253844784254	0.338936181619016	-0.0150364499410173	0.967115201509237	0.997874013953464	no
ENSG00000116747.13	0.165460012514315	0.243439833813234	0.442142198943229	0.339758869853963	-0.110903504724958	0.760360524793964	0.974147505394574	yes
ENSG00000128585.18	0.191958890359887	0.340316311351599	0.391111798919005	0.340583208408552	-0.139139236754381	0.70145725285167	0.96219811531219	yes
ENSG00000163635.20	0.0954337506722428	0.216879041795692	0.378789940692129	0.341292260303774	-0.0485676517486401	0.894008512117106	0.991001747381748	no
ENSG00000181904.9	0.0784335538382137	0.214602677197693	0.421259466276529	0.341579274032848	-0.426173180557311	0.219411929831667	0.796994762834278	yes
ENSG00000005483.23	0.122766705341245	0.202096433046638	0.386810925185642	0.341709135243131	-0.204105297639602	0.57165927300349	0.937008746553633	no
ENSG00000270647.7	0.0922220484435641	0.270139875905142	0.392818167808834	0.3429006937568	-0.552344884050988	0.0977908811060551	0.676799338960826	no
ENSG00000072501.19	0.0843668282653774	0.2003028138796	0.414330577741232	0.343006084425373	-0.558604456574454	0.093264241333777	0.671855502708679	yes
ENSG00000038219.13	0.181264714096045	0.306424097074761	0.44198200767437	0.343226141469187	-0.0886285189543468	0.807640840826801	0.980629694709592	no
ENSG00000115760.16	0.19179476629863	0.281185391787607	0.406483961952356	0.343463829670506	-0.150599833012413	0.677933473815338	0.957827206342455	yes
ENSG00000170471.15	0.102897605053954	0.220650345306344	0.425459187349295	0.343910723926267	-0.539194613855854	0.107748693655946	0.688892413863981	yes
ENSG00000196914.9	0.151687409733902	0.265033148578462	0.477498934641188	0.344637720220535	-0.578498152481152	0.0797744568719614	0.650191182706217	yes
ENSG00000104979.9	0.125058168263896	0.272049926743954	0.410288736808161	0.344698206098486	-0.265121867628385	0.45912022727171	0.909985676291163	no
ENSG00000145725.21	0.127545914003655	0.272849616125867	0.412696824935068	0.344715832831654	-0.507798170758676	0.134028765523606	0.721684170074787	no
ENSG00000085433.17	0.135683321330169	0.252316662381551	0.391503389866766	0.345450641557875	-0.81284650592294	0.00425351135269652	0.256714971762135	no
ENSG00000147050.18	0.11543373720282	0.243742844146744	0.442442657913859	0.345532091208243	-0.0926813545104134	0.798992086628648	0.979583867805652	no
ENSG00000232112.3	0.110178009554685	0.214140626728846	0.413510882082174	0.345889658888176	-0.674273939596672	0.0324893094389368	0.527974816354119	no
ENSG00000137288.10	0.0745045588985755	0.276380763309173	0.433503257048735	0.345970536726735	-0.43692361497443	0.206739165399427	0.789672340798893	no
ENSG00000124459.12	0.0792708228555861	0.225136299691936	0.42037897644153	0.347461705347271	-0.5519811502608	0.0980581224119644	0.676799338960826	no
ENSG00000176101.12	0.127173583125569	0.255119699198681	0.450558128572585	0.348064107277762	-0.679253667160802	0.0307549420323396	0.524391172512372	no
ENSG00000135317.14	0.144786101617226	0.220165672869903	0.459978020962715	0.349330250704444	-0.0611171426641376	0.86680451914831	0.988618248607733	no
